Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date,,,,
55|65|55|7|Fresh Azimiz|BOW WOW featuring J-KWON & JERMAINE DUPRI|2005-12-24|84|23|20|20060204,,,,
56|66|56|7|Touch It|BUSTA RHYMES|2005-12-24|88|16|23|20060204,,,,
57|56|56|10|When I Get Where I'm Going|BRAD PAISLEY featuring DOLLY PARTON|2005-12-03|81|39|20|20060204,,,,
58|69|58|2|Upside Down|JACK JOHNSON|2006-01-28|69|38|20|20060204,,,,
59|55|45|18|Like We Never Loved At All|FAITH HILL|2005-10-08|97|45|21|20060204,,,,
60|52|46|15|Boondocks|LITTLE BIG TOWN|2005-10-29|93|46|20|20060204,,,,
61|59|36|18|Better Days|GOO GOO DOLLS|2005-10-08|57|36|20|20060204,,,,
62|63|62|5|Who I Am Hates Who I've Been|RELIENT K|2006-01-07|92|58|11|20060204,,,,
63|68|63|9|Rodeo|JUVENILE|2005-12-10|93|41|19|20060204,,,,
64|60|39|6|Georgia|LUDACRIS & FIELD MOB featuring JAMIE FOXX|2005-12-31|48|39|9|20060204,,,,
65|80|60|18|Soul Meets Body|DEATH CAB FOR CUTIE|2005-10-08|100|60|19|20060204,,,,
66|78|66|3|Walk Away|KELLY CLARKSON|2006-01-21|97|12|29|20060204,,,,
67|71|67|6|Tonight I Wanna Cry|KEITH URBAN|2005-12-31|86|36|20|20060204,,,,
68|57|54|14|She Let Herself Go|GEORGE STRAIT|2005-11-05|99|54|19|20060204,,,,
69|61|31|20|Come A Little Closer|DIERKS BENTLEY|2005-09-24|98|31|20|20060204,,,,
70|73|70|6|Kerosene|MIRANDA LAMBERT|2005-12-31|90|61|15|20060204,,,,
71|58|26|15|Hear 'Em Say|KANYE WEST featuring ADAM LEVINE|2005-10-29|100|26|16|20060204,,,,
72|62|32|17|Tequila Makes Her Clothes Fall Off|JOE NICHOLS|2005-10-15|96|32|19|20060204,,,,
73|76|73|3|Your Man|JOSH TURNER|2006-01-21|86|38|17|20060204,,,,
74|74|74|10|Just Might (Make Me Believe)|SUGARLAND|2005-12-03|91|60|16|20060204,,,,
75|77|60|13|Bat Country|AVENGED SEVENFOLD|2005-11-12|87|60|15|20060204,,,,
76|NEW|76|1|Lights And Sounds|YELLOWCARD|2006-02-04|76|50|10|20060204,,,,
77|81|19|20|Boyfriend|ASHLEE SIMPSON|2005-09-24|71|19|20|20060204,,,,
78|64|30|18|I Should Have Cheated|KEYSHIA COLE|2005-10-08|85|30|19|20060204,,,,
79|75|57|12|Hypnotize|SYSTEM OF A DOWN|2005-11-19|98|57|14|20060204,,,,
80|79|79|3|My Old Friend|TIM McGRAW|2006-01-21|85|79|7|20060204,,,,
81|72|67|10|Gotta Go|TREY SONGZ|2005-12-03|96|67|18|20060204,,,,
82|NEW|82|1|Love|KEYSHIA COLE|2006-02-04|82|19|19|20060204,,,,
83|83|74|9|Looking For You|KIRK FRANKLIN|2005-12-10|92|61|20|20060204,,,,
84|70|34|19|Unbreakable|ALICIA KEYS|2005-10-01|61|34|19|20060204,,,,
85|86|85|3|Believe|BROOKS & DUNN|2006-01-21|90|60|17|20060204,,,,
86|NEW|86|1|Breaking Free|ZAC EFRON & VANESSA ANNE HUDGENS|2006-02-04|86|4|11|20060204,,,,
87|NEW|87|1|Ms. New Booty|BUBBA SPARXXX featuring YING YANG TWINS & MR. COLLIPARK|2006-02-04|87|7|24|20060204,,,,
88|98|88|2|Who Says You Can't Go Home|BON JOVI|2006-01-28|98|23|26|20060204,,,,
89|88|64|10|Twisted Transistor|KORN|2005-12-03|95|64|10|20060204,,,,
90|85|58|9|Have A Nice Day|BON JOVI|2005-12-10|95|58|9|20060204,,,,
91|91|91|3|She Don't Tell Me To|MONTGOMERY GENTRY|2006-01-21|100|62|15|20060204,,,,
92|87|87|3|Get Drunk And Be Somebody|TOBY KEITH|2006-01-21|93|47|20|20060204,,,,
93|NEW|93|1|Beep|THE PUSSYCAT DOLLS featuring WILL.I.AM|2006-02-04|93|13|20|20060204,,,,
94|99|94|2|Oh Yes|JUELZ SANTANA|2006-01-28|99|56|11|20060204,,,,
95|95|95|2|Living In Fast Forward|KENNY CHESNEY|2006-01-28|95|48|17|20060204,,,,
96|92|92|2|Cheatin'|SARA EVANS|2006-01-28|92|69|12|20060204,,,,
97|82|67|13|Miss Me Baby|CHRIS CAGLE|2005-11-12|95|67|13|20060204,,,,
98|NEW|98|1|King Without A Crown|MATISYAHU|2006-02-04|98|28|14|20060204,,,,
99|89|89|3|Ever The Same|ROB THOMAS|2006-01-21|92|48|20|20060204,,,,
100|NEW|100|1|Get'cha Head In The Game|ZAC EFRON|2006-02-04|100|23|5|20060204,,,,
1|1|1|11|Grillz|NELLY featuring PAUL WALL, ALI & GIPP|2005-11-19|84|1|28|20060128,,,
2|3|2|11|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060128,,,,
3|2|1|23|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20060128,,,,
4|4|1|15|Don't Forget About Us|MARIAH CAREY|2005-10-22|81|1|21|20060128,,,,
5|8|5|15|Stickwitu|THE PUSSYCAT DOLLS|2005-10-22|85|5|26|20060128,,,,
6|10|6|16|There It Go! (The Whistle Song)|JUELZ SANTANA|2005-10-15|88|6|24|20060128,,,,
7|6|1|18|Laffy Taffy|D4L|2005-10-01|98|1|26|20060128,,,,
8|5|2|21|Photograph|NICKELBACK|2005-09-10|75|2|33|20060128,,,,
9|9|9|24|Dirty Little Secret|ALL-AMERICAN REJECTS|2005-08-20|91|9|38|20060128,,,,
10|15|10|10|Be Without You|MARY J. BLIGE|2005-11-26|93|3|33|20060128,,,,
11|13|11|17|One Wish|RAY J|2005-10-08|84|11|25|20060128,,,,
12|7|1|27|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20060128,,,,
13|12|9|13|Dance, Dance|FALL OUT BOY|2005-11-05|66|9|31|20060128,,,
14|14|7|22|Because Of You|KELLY CLARKSON|2005-09-03|99|7|37|20060128,,,,
15|17|15|12|You're Beautiful|JAMES BLUNT|2005-11-12|88|1|38|20060128,,,,
16|26|16|8|So Sick|NE-YO|2005-12-10|79|1|25|20060128,,,,
17|11|3|24|My Humps|BLACK EYED PEAS|2005-08-20|85|3|36|20060128,,,,
18|19|13|19|Stay Fly|THREE 6 MAFIA featuring YOUNG BUCK & EIGHTBALL & MJG|2005-09-24|91|13|23|20060128,,,,
19|27|19|9|Unpredictable|JAMIE FOXX featuring LUDACRIS|2005-12-03|100|8|22|20060128,,,,
20|23|8|10|When I'm Gone|EMINEM|2005-11-26|87|8|17|20060128,,,,
21|16|8|31|Sugar, We're Goin' Down|FALL OUT BOY|2005-07-02|93|8|42|20060128,,,
22|21|15|19|I Think They Like Me|DEM FRANCHIZE BOYZ feat JERMAINE DUPRI, DA BRAT & BOW WOW|2005-09-24|90|15|26|20060128,,,
23|18|4|22|Soul Survivor|YOUNG JEEZY featuring AKON|2005-09-03|83|4|24|20060128,,,,
24|22|6|20|We Be Burnin'|SEAN PAUL|2005-09-17|88|6|28|20060128,,,,
25|29|25|11|Jesus, Take The Wheel|CARRIE UNDERWOOD|2005-11-19|48|20|24|20060128,,,
26|20|10|42|Beverly Hills|WEEZER|2005-04-16|25|10|43|20060128,,,,
27|24|8|23|I'm Sprung|T-PAIN|2005-08-27|100|8|26|20060128,,,,
28|32|28|8|Unwritten|NATASHA BEDINGFIELD|2005-12-10|77|5|42|20060128,,,,
29|25|5|46|You & Me|LIFEHOUSE|2005-03-19|99|5|58|20060128,,,,
30|59|30|5|Yo (Excuse Me Miss)|CHRIS BROWN|2005-12-31|89|7|21|20060128,,,,
31|48|31|5|I'm N Luv (Wit A Stripper)|T-PAIN featuring MIKE JONES|2005-12-31|87|5|20|20060128,,,,
32|34|30|13|Honky Tonk Badonkadonk|TRACE ADKINS|2005-11-05|91|30|20|20060128,,,,
33|36|33|5|L.O.V.E.|ASHLEE SIMPSON|2005-12-31|76|22|17|20060128,,,,
34|50|34|6|Shake That|EMINEM featuring NATE DOGG|2005-12-24|76|6|21|20060128,,,,
35|40|35|6|Pump It|THE BLACK EYED PEAS|2005-12-24|90|18|20|20060128,,,,
36|35|17|17|Here We Go|TRINA featuring KELLY ROWLAND|2005-10-08|92|17|20|20060128,,,,
37|42|35|10|Kryptonite (I'm On It)|PURPLE RIBBON ALL-STARS|2005-11-26|91|35|19|20060128,,,,
38|NEW|38|1|We Belong Together|GAVIN DeGRAW|2006-01-28|38|26|3|20060128,,,,
39|33|2|39|Don't Cha|THE PUSSYCAT DOLLS featuring BUSTA RHYMES|2005-05-07|95|2|40|20060128,,,,
40|31|14|36|Feel Good Inc|GORILLAZ / DE LA SOUL|2005-05-28|74|14|45|20060128,,,,
41|28|6|26|Wake Me Up When September Ends|GREEN DAY|2005-08-06|98|6|27|20060128,,,,
42|37|32|11|Fireman|LIL' WAYNE|2005-11-19|91|32|17|20060128,,,,
43|30|7|13|Hung Up|MADONNA|2005-11-05|20|7|20|20060128,,,,
44|39|1|42|We Belong Together|MARIAH CAREY|2005-04-16|81|1|43|20060128,,,,
45|49|45|7|Everytime We Touch|CASCADA|2005-12-17|86|10|31|20060128,,,,
46|38|21|13|Luxurious|GWEN STEFANI|2005-11-05|80|21|20|20060128,,,,
47|41|36|15|If It's Lovin' That You Want|RIHANNA|2005-10-22|96|36|20|20060128,,,,
48|44|39|15|Must Be Doin' Somethin' Right|BILLY CURRINGTON|2005-10-22|100|39|20|20060128,,,,
49|74|49|2|Temperature|SEAN PAUL|2006-01-21|74|1|31|20060128,,,,
50|43|41|13|Turn It Up|CHAMILLIONAIRE featuring LIL' FLIP|2005-11-05|95|41|20|20060128,,,,
51|64|51|9|Rompe|DADDY YANKEE|2005-12-03|90|24|28|20060128,,,,
52|46|46|14|Boondocks|LITTLE BIG TOWN|2005-10-29|93|46|20|20060128,,,,
53|56|46|7|Nasty Girl|THE NOTORIOUS B.I.G. feat DIDDY, NELLY, JAGGED EDGE & AVERY|2005-12-17|92|44|15|20060128,,
54|57|54|6|Perfect Situation|WEEZER|2005-12-24|92|51|17|20060128,,,,
55|54|45|17|Like We Never Loved At All|FAITH HILL|2005-10-08|97|45|21|20060128,,,,
56|65|56|9|When I Get Where I'm Going|BRAD PAISLEY featuring DOLLY PARTON|2005-12-03|81|39|20|20060128,,,,
57|61|54|13|She Let Herself Go|GEORGE STRAIT|2005-11-05|99|54|19|20060128,,,,
58|45|26|14|Hear 'Em Say|KANYE WEST featuring ADAM LEVINE|2005-10-29|100|26|16|20060128,,,,
59|53|36|17|Better Days|GOO GOO DOLLS|2005-10-08|57|36|20|20060128,,,,
60|52|39|5|Georgia|LUDACRIS & FIELD MOB featuring JAMIE FOXX|2005-12-31|48|39|9|20060128,,,,
61|58|31|19|Come A Little Closer|DIERKS BENTLEY|2005-09-24|98|31|20|20060128,,,,
62|51|32|16|Tequila Makes Her Clothes Fall Off|JOE NICHOLS|2005-10-15|96|32|19|20060128,,,,
63|66|63|4|Who I Am Hates Who I've Been|RELIENT K|2006-01-07|92|58|11|20060128,,,,
64|60|30|17|I Should Have Cheated|KEYSHIA COLE|2005-10-08|85|30|19|20060128,,,,
65|71|65|6|Fresh Azimiz|BOW WOW featuring J-KWON & JERMAINE DUPRI|2005-12-24|84|23|20|20060128,,,,
66|75|66|6|Touch It|BUSTA RHYMES|2005-12-24|88|16|23|20060128,,,,
67|91|67|2|Lean Wit It, Rock Wit It|DEM FRANCHIZE BOYS featuring LIL PEANUT & CHARLAY|2006-01-21|91|7|25|20060128,,,
68|72|68|8|Rodeo|JUVENILE|2005-12-10|93|41|19|20060128,,,,
69|NEW|69|1|Upside Down|JACK JOHNSON|2006-01-28|69|38|20|20060128,,,,
70|62|34|18|Unbreakable|ALICIA KEYS|2005-10-01|61|34|19|20060128,,,,
71|80|71|5|Tonight I Wanna Cry|KEITH URBAN|2005-12-31|86|36|20|20060128,,,,
72|83|67|9|Gotta Go|TREY SONGZ|2005-12-03|96|67|18|20060128,,,,
73|77|73|5|Kerosene|MIRANDA LAMBERT|2005-12-31|90|61|15|20060128,,,,
74|81|74|9|Just Might (Make Me Believe)|SUGARLAND|2005-12-03|91|60|16|20060128,,,,
75|63|57|11|Hypnotize|SYSTEM OF A DOWN|2005-11-19|98|57|14|20060128,,,,
76|86|76|2|Your Man|JOSH TURNER|2006-01-21|86|38|17|20060128,,,,
77|67|60|12|Bat Country|AVENGED SEVENFOLD|2005-11-12|87|60|15|20060128,,,,
78|97|78|2|Walk Away|KELLY CLARKSON|2006-01-21|97|12|29|20060128,,,,
79|85|79|2|My Old Friend|TIM McGRAW|2006-01-21|85|79|7|20060128,,,,
80|70|60|17|Soul Meets Body|DEATH CAB FOR CUTIE|2005-10-08|100|60|19|20060128,,,,
81|55|19|19|Boyfriend|ASHLEE SIMPSON|2005-09-24|71|19|20|20060128,,,,
82|78|67|12|Miss Me Baby|CHRIS CAGLE|2005-11-12|95|67|13|20060128,,,,
83|82|74|8|Looking For You|KIRK FRANKLIN|2005-12-10|92|61|20|20060128,,,,
84|76|37|17|Who You'd Be Today|KENNY CHESNEY|2005-10-08|64|37|17|20060128,,,,
85|69|58|8|Have A Nice Day|BON JOVI|2005-12-10|95|58|9|20060128,,,,
86|90|86|2|Believe|BROOKS & DUNN|2006-01-21|90|60|17|20060128,,,,
87|93|87|2|Get Drunk And Be Somebody|TOBY KEITH|2006-01-21|93|47|20|20060128,,,,
88|79|64|9|Twisted Transistor|KORN|2005-12-03|95|64|10|20060128,,,,
89|92|89|2|Ever The Same|ROB THOMAS|2006-01-21|92|48|20|20060128,,,,
90|88|68|12|DOA|FOO FIGHTERS|2005-11-12|86|68|12|20060128,,,,
91|100|91|2|She Don't Tell Me To|MONTGOMERY GENTRY|2006-01-21|100|62|15|20060128,,,,
92|NEW|92|1|Cheatin'|SARA EVANS|2006-01-28|92|69|12|20060128,,,,
93|89|89|2|Good Ride Cowboy|GARTH BROOKS|2006-01-21|89|89|2|20060128,,,,
94|94|72|11|Save Me|SHINEDOWN|2005-11-19|92|72|11|20060128,,,,
95|NEW|95|1|Living In Fast Forward|KENNY CHESNEY|2006-01-28|95|48|17|20060128,,,,
96|99|96|2|Hit The Floor|TWISTA featuring PITBULL|2006-01-21|99|96|2|20060128,,,,
97|98|97|2|My Hood|YOUNG JEEZY|2006-01-21|98|97|2|20060128,,,,
98|NEW|98|1|Who Says You Can't Go Home|BON JOVI|2006-01-28|98|23|26|20060128,,,,
99|NEW|99|1|Oh Yes|JUELZ SANTANA|2006-01-28|99|56|11|20060128,,,,
100|NEW|100|1|Nobody But Me|BLAKE SHELTON|2006-01-28|100|100|1|20060128,,,,
1|5|1|10|Grillz|NELLY featuring PAUL WALL, ALI & GIPP|2005-11-19|84|1|28|20060121,,,
2|2|1|22|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20060121,,,,
3|10|3|10|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060121,,,,
4|7|1|14|Don't Forget About Us|MARIAH CAREY|2005-10-22|81|1|21|20060121,,,,
5|3|2|20|Photograph|NICKELBACK|2005-09-10|75|2|33|20060121,,,,
6|1|1|17|Laffy Taffy|D4L|2005-10-01|98|1|26|20060121,,,,
7|4|1|26|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20060121,,,,
8|8|5|14|Stickwitu|THE PUSSYCAT DOLLS|2005-10-22|85|5|26|20060121,,,,
9|11|9|23|Dirty Little Secret|ALL-AMERICAN REJECTS|2005-08-20|91|9|38|20060121,,,,
10|12|9|15|There It Go! (The Whistle Song)|JUELZ SANTANA|2005-10-15|88|6|24|20060121,,,,
11|6|3|23|My Humps|BLACK EYED PEAS|2005-08-20|85|3|36|20060121,,,,
12|9|9|12|Dance, Dance|FALL OUT BOY|2005-11-05|66|9|31|20060121,,,
13|21|12|16|One Wish|RAY J|2005-10-08|84|11|25|20060121,,,,
14|16|7|21|Because Of You|KELLY CLARKSON|2005-09-03|99|7|37|20060121,,,,
15|27|12|9|Be Without You|MARY J. BLIGE|2005-11-26|93|3|33|20060121,,,,
16|13|8|30|Sugar, We're Goin' Down|FALL OUT BOY|2005-07-02|93|8|42|20060121,,,
17|25|17|11|You're Beautiful|JAMES BLUNT|2005-11-12|88|1|38|20060121,,,,
18|14|4|21|Soul Survivor|YOUNG JEEZY featuring AKON|2005-09-03|83|4|24|20060121,,,,
19|18|13|18|Stay Fly|THREE 6 MAFIA featuring YOUNG BUCK & EIGHTBALL & MJG|2005-09-24|91|13|23|20060121,,,,
20|15|10|41|Beverly Hills|WEEZER|2005-04-16|25|10|43|20060121,,,,
21|24|15|18|I Think They Like Me|DEM FRANCHIZE BOYZ feat JERMAINE DUPRI, DA BRAT & BOW WOW|2005-09-24|90|15|26|20060121,,,
22|20|6|19|We Be Burnin'|SEAN PAUL|2005-09-17|88|6|28|20060121,,,,
23|17|8|9|When I'm Gone|EMINEM|2005-11-26|87|8|17|20060121,,,,
24|22|8|22|I'm Sprung|T-PAIN|2005-08-27|100|8|26|20060121,,,,
25|26|5|45|You & Me|LIFEHOUSE|2005-03-19|99|5|58|20060121,,,,
26|45|25|7|So Sick|NE-YO|2005-12-10|79|1|25|20060121,,,,
27|33|26|8|Unpredictable|JAMIE FOXX featuring LUDACRIS|2005-12-03|100|8|22|20060121,,,,
28|19|6|25|Wake Me Up When September Ends|GREEN DAY|2005-08-06|98|6|27|20060121,,,,
29|31|29|10|Jesus, Take The Wheel|CARRIE UNDERWOOD|2005-11-19|48|20|24|20060121,,,
30|23|7|12|Hung Up|MADONNA|2005-11-05|20|7|20|20060121,,,,
31|28|14|35|Feel Good Inc|GORILLAZ / DE LA SOUL|2005-05-28|74|14|45|20060121,,,,
32|32|32|7|Unwritten|NATASHA BEDINGFIELD|2005-12-10|77|5|42|20060121,,,,
33|29|2|38|Don't Cha|THE PUSSYCAT DOLLS featuring BUSTA RHYMES|2005-05-07|95|2|40|20060121,,,,
34|30|30|12|Honky Tonk Badonkadonk|TRACE ADKINS|2005-11-05|91|30|20|20060121,,,,
35|41|17|16|Here We Go|TRINA featuring KELLY ROWLAND|2005-10-08|92|17|20|20060121,,,,
36|36|36|4|L.O.V.E.|ASHLEE SIMPSON|2005-12-31|76|22|17|20060121,,,,
37|38|32|10|Fireman|LIL' WAYNE|2005-11-19|91|32|17|20060121,,,,
38|35|21|12|Luxurious|GWEN STEFANI|2005-11-05|80|21|20|20060121,,,,
39|37|1|41|We Belong Together|MARIAH CAREY|2005-04-16|81|1|43|20060121,,,,
40|52|40|5|Pump It|THE BLACK EYED PEAS|2005-12-24|90|18|20|20060121,,,,
41|43|36|14|If It's Lovin' That You Want|RIHANNA|2005-10-22|96|36|20|20060121,,,,
42|53|35|9|Kryptonite (I'm On It)|PURPLE RIBBON ALL-STARS|2005-11-26|91|35|19|20060121,,,,
43|44|41|12|Turn It Up|CHAMILLIONAIRE featuring LIL' FLIP|2005-11-05|95|41|20|20060121,,,,
44|46|39|14|Must Be Doin' Somethin' Right|BILLY CURRINGTON|2005-10-22|100|39|20|20060121,,,,
45|40|26|13|Hear 'Em Say|KANYE WEST featuring ADAM LEVINE|2005-10-29|100|26|16|20060121,,,,
46|55|46|13|Boondocks|LITTLE BIG TOWN|2005-10-29|93|46|20|20060121,,,,
47|42|2|26|Shake It Off|MARIAH CAREY|2005-07-30|66|2|26|20060121,,,,
48|75|48|4|I'm N Luv (Wit A Stripper)|T-PAIN featuring MIKE JONES|2005-12-31|87|5|20|20060121,,,,
49|56|49|6|Everytime We Touch|CASCADA|2005-12-17|86|10|31|20060121,,,,
50|61|50|5|Shake That|EMINEM featuring NATE DOGG|2005-12-24|76|6|21|20060121,,,,
51|49|32|15|Tequila Makes Her Clothes Fall Off|JOE NICHOLS|2005-10-15|96|32|19|20060121,,,,
52|39|39|4|Georgia|LUDACRIS & FIELD MOB featuring JAMIE FOXX|2005-12-31|48|39|9|20060121,,,,
53|50|36|16|Better Days|GOO GOO DOLLS|2005-10-08|57|36|20|20060121,,,,
54|59|45|16|Like We Never Loved At All|FAITH HILL|2005-10-08|97|45|21|20060121,,,,
55|34|19|18|Boyfriend|ASHLEE SIMPSON|2005-09-24|71|19|20|20060121,,,,
56|48|46|6|Nasty Girl|THE NOTORIOUS B.I.G. feat DIDDY, NELLY, JAGGED EDGE & AVERY|2005-12-17|92|44|15|20060121,,
57|54|54|5|Perfect Situation|WEEZER|2005-12-24|92|51|17|20060121,,,,
58|51|31|18|Come A Little Closer|DIERKS BENTLEY|2005-09-24|98|31|20|20060121,,,,
59|64|59|4|Yo (Excuse Me Miss)|CHRIS BROWN|2005-12-31|89|7|21|20060121,,,,
60|63|30|16|I Should Have Cheated|KEYSHIA COLE|2005-10-08|85|30|19|20060121,,,,
61|71|54|12|She Let Herself Go|GEORGE STRAIT|2005-11-05|99|54|19|20060121,,,,
62|68|34|17|Unbreakable|ALICIA KEYS|2005-10-01|61|34|19|20060121,,,,
63|57|57|10|Hypnotize|SYSTEM OF A DOWN|2005-11-19|98|57|14|20060121,,,,
64|85|64|8|Rompe|DADDY YANKEE|2005-12-03|90|24|28|20060121,,,,
65|74|62|8|When I Get Where I'm Going|BRAD PAISLEY featuring DOLLY PARTON|2005-12-03|81|39|20|20060121,,,,
66|79|66|3|Who I Am Hates Who I've Been|RELIENT K|2006-01-07|92|58|11|20060121,,,,
67|60|60|11|Bat Country|AVENGED SEVENFOLD|2005-11-12|87|60|15|20060121,,,,
68|72|14|20|Girl Tonite|TWISTA featuring TREY SONGZ|2005-09-10|100|14|20|20060121,,,,
69|58|58|7|Have A Nice Day|BON JOVI|2005-12-10|95|58|9|20060121,,,,
70|67|60|16|Soul Meets Body|DEATH CAB FOR CUTIE|2005-10-08|100|60|19|20060121,,,,
71|69|68|5|Fresh Azimiz|BOW WOW featuring J-KWON & JERMAINE DUPRI|2005-12-24|84|23|20|20060121,,,,
72|83|69|7|Rodeo|JUVENILE|2005-12-10|93|41|19|20060121,,,,
73|47|20|11|Window Shopper|50 CENT|2005-11-12|82|20|11|20060121,,,,
74|NEW|74|1|Temperature|SEAN PAUL|2006-01-21|74|1|31|20060121,,,,
75|80|67|5|Touch It|BUSTA RHYMES|2005-12-24|88|16|23|20060121,,,,
76|76|37|16|Who You'd Be Today|KENNY CHESNEY|2005-10-08|64|37|17|20060121,,,,
77|78|77|4|Kerosene|MIRANDA LAMBERT|2005-12-31|90|61|15|20060121,,,,
78|81|67|11|Miss Me Baby|CHRIS CAGLE|2005-11-12|95|67|13|20060121,,,,
79|66|64|8|Twisted Transistor|KORN|2005-12-03|95|64|10|20060121,,,,
80|96|80|4|Tonight I Wanna Cry|KEITH URBAN|2005-12-31|86|36|20|20060121,,,,
81|92|75|8|Just Might (Make Me Believe)|SUGARLAND|2005-12-03|91|60|16|20060121,,,,
82|99|74|7|Looking For You|KIRK FRANKLIN|2005-12-10|92|61|20|20060121,,,,
83|100|67|8|Gotta Go|TREY SONGZ|2005-12-03|96|67|18|20060121,,,,
84|65|33|10|Seasons Of Love|CAST OF RENT|2005-11-19|95|33|10|20060121,,,,
85|NEW|85|1|My Old Friend|TIM McGRAW|2006-01-21|85|79|7|20060121,,,,
86|NEW|86|1|Your Man|JOSH TURNER|2006-01-21|86|38|17|20060121,,,,
87|88|44|20|Better Life|KEITH URBAN|2005-09-10|98|44|20|20060121,,,,
88|82|68|11|DOA|FOO FIGHTERS|2005-11-12|86|68|12|20060121,,,,
89|NEW|89|1|Good Ride Cowboy|GARTH BROOKS|2006-01-21|89|89|2|20060121,,,,
90|NEW|90|1|Believe|BROOKS & DUNN|2006-01-21|90|60|17|20060121,,,,
91|NEW|91|1|Lean Wit It, Rock Wit It|DEM FRANCHIZE BOYS featuring LIL PEANUT & CHARLAY|2006-01-21|91|7|25|20060121,,,
92|NEW|92|1|Ever The Same|ROB THOMAS|2006-01-21|92|48|20|20060121,,,,
93|NEW|93|1|Get Drunk And Be Somebody|TOBY KEITH|2006-01-21|93|47|20|20060121,,,,
94|93|72|10|Save Me|SHINEDOWN|2005-11-19|92|72|11|20060121,,,,
95|77|77|3|Skin (Sarabeth)|RASCAL FLATTS|2006-01-07|98|77|3|20060121,,,,
96|70|70|4|Remedy|SEETHER|2005-12-31|94|70|4|20060121,,,,
97|NEW|97|1|Walk Away|KELLY CLARKSON|2006-01-21|97|12|29|20060121,,,,
98|NEW|98|1|My Hood|YOUNG JEEZY|2006-01-21|98|97|2|20060121,,,,
99|NEW|99|1|Hit The Floor|TWISTA featuring PITBULL|2006-01-21|99|96|2|20060121,,,,
100|NEW|100|1|She Don't Tell Me To|MONTGOMERY GENTRY|2006-01-21|100|62|15|20060121,,,,
1|4|1|16|Laffy Taffy|D4L|2005-10-01|98|1|26|20060114,,,,
2|2|1|21|Run It!|CHRIS BROWN|2005-08-27|92|1|38|20060114,,,,
3|5|2|19|Photograph|NICKELBACK|2005-09-10|75|2|33|20060114,,,,
4|8|1|25|Gold Digger|KANYE WEST featuring JAMIE FOXX|2005-07-30|92|1|39|20060114,,,,
5|3|3|9|Grillz|NELLY featuring PAUL WALL, ALI & GIPP|2005-11-19|84|1|28|20060114,,,
6|10|3|22|My Humps|BLACK EYED PEAS|2005-08-20|85|3|36|20060114,,,,
7|1|1|13|Don't Forget About Us|MARIAH CAREY|2005-10-22|81|1|21|20060114,,,,
8|6|5|13|Stickwitu|THE PUSSYCAT DOLLS|2005-10-22|85|5|26|20060114,,,,
9|15|9|11|Dance, Dance|FALL OUT BOY|2005-11-05|66|9|31|20060114,,,
10|7|7|9|Check On It|BEYONCE featuring SLIM THUG|2005-11-19|72|1|28|20060114,,,,
11|21|11|22|Dirty Little Secret|ALL-AMERICAN REJECTS|2005-08-20|91|9|38|20060114,,,,
12|9|9|14|There It Go! (The Whistle Song)|JUELZ SANTANA|2005-10-15|88|6|24|20060114,,,,
13|17|8|29|Sugar, We're Goin' Down|FALL OUT BOY|2005-07-02|93|8|42|20060114,,,
14|14|4|20|Soul Survivor|YOUNG JEEZY featuring AKON|2005-09-03|83|4|24|20060114,,,,
15|29|10|40|Beverly Hills|WEEZER|2005-04-16|25|10|43|20060114,,,,
16|11|7|20|Because Of You|KELLY CLARKSON|2005-09-03|99|7|37|20060114,,,,
17|19|8|8|When I'm Gone|EMINEM|2005-11-26|87|8|17|20060114,,,,
18|18|13|17|Stay Fly|THREE 6 MAFIA featuring YOUNG BUCK & EIGHTBALL & MJG|2005-09-24|91|13|23|20060114,,,,
19|31|6|24|Wake Me Up When September Ends|GREEN DAY|2005-08-06|98|6|27|20060114,,,,
20|22|6|18|We Be Burnin'|SEAN PAUL|2005-09-17|88|6|28|20060114,,,,
21|13|12|15|One Wish|RAY J|2005-10-08|84|11|25|20060114,,,,
22|20|8|21|I'm Sprung|T-PAIN|2005-08-27|100|8|26|20060114,,,,
23|23|7|11|Hung Up|MADONNA|2005-11-05|20|7|20|20060114,,,,
24|16|15|17|I Think They Like Me|DEM FRANCHIZE BOYZ feat JERMAINE DUPRI, DA BRAT & BOW WOW|2005-09-24|90|15|26|20060114,,,
25|24|22|10|You're Beautiful|JAMES BLUNT|2005-11-12|88|1|38|20060114,,,,
26|30|5|44|You & Me|LIFEHOUSE|2005-03-19|99|5|58|20060114,,,,
27|12|12|8|Be Without You|MARY J. BLIGE|2005-11-26|93|3|33|20060114,,,,
28|32|14|34|Feel Good Inc|GORILLAZ / DE LA SOUL|2005-05-28|74|14|45|20060114,,,,
29|37|2|37|Don't Cha|THE PUSSYCAT DOLLS featuring BUSTA RHYMES|2005-05-07|95|2|40|20060114,,,,
