,date,url,venue,artist,location,time
7469,2017-03-20,https://www.songkick.com/metro_areas/15073-us-houston?page=9,White Oak Music Hall,SOHN,houston,N/A
7470,2017-03-20,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Super Happy Fun Land,Agosto,houston,19:00:00-0500
7471,2017-03-21,https://www.songkick.com/metro_areas/15073-us-houston?page=9,NRG Park,ZZ Top,houston,N/A
7472,2017-03-21,https://www.songkick.com/metro_areas/15073-us-houston?page=9,House of Blues,Obituary and Kreator,houston,N/A
7473,2017-03-21,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Fitzgerald's,The Rumjacks,houston,20:00:00-0500
7474,2017-03-22,https://www.songkick.com/metro_areas/15073-us-houston?page=9,NRG Park,Chris Young,houston,N/A
7475,2017-03-22,https://www.songkick.com/metro_areas/15073-us-houston?page=9,House of Blues,Flogging Molly,houston,19:00:00-0500
7476,2017-03-22,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Private Show,Jeffrey Scott Stewart,houston,14:00:00-0500
7477,2017-03-22,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Private Event,Chant Duplantier,houston,N/A
7478,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,NRG Park,blink-182,houston,N/A
7479,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,House of Blues,"Skillet, Sick Puppies, and Devour the Day",houston,19:00:00-0500
7480,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Scout Bar,Stray from the Path,houston,19:00:00-0500
7481,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Walter's Houston,Oathbreaker,houston,N/A
7482,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,McGonigel's Mucky Duck,Bob Schneider,houston,N/A
7483,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,The Heights,The Tontons,houston,19:00:00-0500
7484,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Last Concert Cafe,Spafford,houston,20:00:00-0500
7485,2017-03-23,https://www.songkick.com/metro_areas/15073-us-houston?page=9,St. Mark's Episcopal Church,Sam Baker Music,houston,19:00:00-0500
7486,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,NRG Park,Dierks Bentley,houston,N/A
7487,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Revention Music Center,"Excision, Cookie Monsta, Barely Alive, and Dion Timmer",houston,20:00:00-0500
7488,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Walters,I See Stars,houston,19:00:00-0500
7489,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Scout Bar,Katatonia,houston,20:00:00-0500
7490,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,House of Blues,Maren Morris and Devin Dawson,houston,19:00:00-0500
7491,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,The Heights Theater,Shawn Mullins,houston,19:00:00-0500
7492,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Walter's Downtown,Echos,houston,18:00:00-0500
7493,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Satellite Bar,The Dollyrots,houston,21:00:00-0500
7494,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Dosey Doe - The Big Barn,The Steel Wheels,houston,N/A
7495,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Dosey Doe - The Big Barn,Kathryn Dean,houston,04:00:00-0500
7496,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,New Hope Lutheran Church,Cellist,houston,19:30:00-0500
7497,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Mo's Place,Southern County Line,houston,N/A
7498,2017-03-24,https://www.songkick.com/metro_areas/15073-us-houston?page=9,The Nook,Brightwire and Samuel Barker,houston,19:00:00-0500
7499,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,NRG Park,Brad Paisley,houston,N/A
7500,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,White Oak Music Hall,Norma Jean,houston,18:00:00-0500
7501,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Stereo Live,Andrew Bayer and Ilan Bluestone,houston,N/A
7502,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Bbva Compass Stadium,Derek Minor,houston,18:15:00-0500
7503,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Walter's Downtown,"Can't Swim, Light Years, and Sleep On It",houston,18:00:00-0500
7504,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,The Heights,Del Castillo,houston,19:00:00-0500
7505,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Scout Bar,John 5 & The Creatures,houston,20:00:00-0500
7506,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Private Event,Southern County Line,houston,N/A
7507,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,MOD Coffee House,Samuel Barker and Brightwire,houston,19:00:00-0500
7508,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Private Show,Jeffrey Scott Stewart,houston,15:00:00-0500
7509,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,The Secret Group,Retrograde,houston,22:00:00-0500
7510,2017-03-25,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Numbers,JG and the Robots,houston,21:00:00-0500
7511,2017-03-26,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Houston Livestock Show & Rodeo,Zac Brown Band,houston,N/A
7512,2017-03-26,https://www.songkick.com/metro_areas/15073-us-houston?page=9,House of Blues,Jeezy,houston,N/A
7513,2017-03-26,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Scout Bar,Cure for Paranoia,houston,21:00:00-0500
7514,2017-03-29,https://www.songkick.com/metro_areas/15073-us-houston?page=9,The Heights,Big Bad Voodoo Daddy,houston,19:00:00-0500
7515,2017-03-29,https://www.songkick.com/metro_areas/15073-us-houston?page=9,Walter's Downtown,Horse the Band,houston,19:00:00-0500
7516,2017-03-29,https://www.songkick.com/metro_areas/15073-us-houston?page=9,White Oak Music Hall - Upstairs,Israel Nash,houston,N/A
7517,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Explanada De Philadelphia,El Trono de Mexico,philadelphia,20:00:00-0500
7518,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Johnny Brenda's,Mannequin Pussy and Abi Reimold,philadelphia,21:00:00-0500
7519,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,World Cafe Live - Upstairs,Royal Wood,philadelphia,20:00:00-0500
7520,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Coda,Sirus Hood,philadelphia,23:00:00-0500
7521,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Connie's Ric Rac,Everlit,philadelphia,20:00:00-0500
7522,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Milkboy Philly,Southern Avenue and Gedeon Luke & the People,philadelphia,20:30:00-0500
7523,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,The Backstage at Championship Bar,The Grindmother,philadelphia,17:00:00-0500
7524,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Kung Fu Necktie,Black Urn,philadelphia,23:30:00-0500
7525,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Sellersville Theater 1894,Corky Laing and Kofi Baker,philadelphia,20:00:00-0500
7526,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Triumph Brewery,Lovewhip,philadelphia,21:00:00-0500
7527,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,The Barbary,P Double,philadelphia,19:00:00-0500
7528,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,SOUTH - Kitchen and Jazz Parlor,Allan Harris,philadelphia,20:00:00-0500
7529,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,SOUTH - Kitchen and Jazz Parlor,Allan Harris,philadelphia,22:00:00-0500
7530,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Mercer Oaks Clubhouse,Kat Wright,philadelphia,N/A
7531,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Broadway Grille and Pub,Brett Andrew and Brett Andrew and Company,philadelphia,19:00:00-0500
7532,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Ortlieb's,Davey And The Chains and Power Mystery,philadelphia,20:00:00-0500
7533,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Wooden Match,The Groove Merchants,philadelphia,22:00:00-0500
7534,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,The Dolphin Tavern,Danceteria,philadelphia,22:00:00-0500
7535,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Bourbon & Branch,Carolyn Thorn,philadelphia,19:00:00-0500
7536,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Coda,Kap G and JR Donato,philadelphia,20:00:00-0500
7537,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Trocadero Theatre,Alfred James Band,philadelphia,18:00:00-0500
7538,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Glitter Galaxy,"La Neve, PINKWASH, and Hermit Thrushes",philadelphia,20:00:00-0500
7539,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Southside 313,John Sears and John Sears and the Stock Music Company,philadelphia,21:00:00-0500
7540,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Johnny Brenda's Downstairs,Riff Mountain Djs,philadelphia,22:00:00-0500
7541,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Golden Nugget Hotel & Casino,Live at the Fillmore,philadelphia,20:00:00-0500
7542,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Mill Hill Basement,Basic Bitches,philadelphia,N/A
7543,2017-02-24,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,"Silk City Diner, Bar & Lounge",Francisco Collazo,philadelphia,22:00:00-0500
7544,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Wells Fargo Center,"Misterwives, Saint Motel, and Panic! At the Disco",philadelphia,19:00:00-0500
7545,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Trocadero Theatre,The Internet,philadelphia,N/A
7546,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Fillmore Philadelphia,"Excision, Cookie Monsta, Barely Alive, and Dion Timmer",philadelphia,20:00:00-0500
7547,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Union Transfer,Japandroids,philadelphia,21:00:00-0500
7548,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Fillmore Philadelphia,The Griswolds,philadelphia,N/A
7549,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Theater of the Living Arts,Tribal Seeds,philadelphia,19:00:00-0500
7550,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Underground Arts,Lisa Hannigan,philadelphia,21:00:00-0500
7551,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Resorts Atlantic City,Air Supply,philadelphia,20:00:00-0500
7552,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,PhilaMOCA,Vagabon',philadelphia,N/A
7553,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Johnny Brenda's,MUNA,philadelphia,21:00:00-0500
7554,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Premier Nightclub,Cedric Gervais,philadelphia,N/A
7555,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,The Barbary,TEETH and Voltheque,philadelphia,19:45:00-0500
7556,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Bourbon & Branch,"Call Me Karizma, Brandyn Burnette, and Molly Moore",philadelphia,16:30:00-0500
7557,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,First Unitarian Church,The Afterglows,philadelphia,14:00:00-0500
7558,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,World Café Live,Kat Wright,philadelphia,13:00:00-0500
7559,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Creep Records,"Grayling, Vivian K., MyBrother MySister, Dollys, and Shannen Moser",philadelphia,19:00:00-0500
7560,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Power Tower,SIDENAIL,philadelphia,20:00:00-0500
7561,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,Coda,DJ Daily,philadelphia,23:00:00-0500
7562,2017-02-25,https://www.songkick.com/metro_areas/5202-us-philadelphia?page=9,The Fire,Inner Temple,philadelphia,20:00:00-0500
7563,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Drunken Unicorn,Priests - DC,atlanta,09:00:00-0500
7564,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Vista Room Atlanta,Delta Moon,atlanta,N/A
7565,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Aisle 5,Templo Music and Supersillyus,atlanta,N/A
7566,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Chatt Hills Music at Serenbe,Cicada Rhythm,atlanta,N/A
7567,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade,As Animals Eat My Insides and The Funeral Portrait,atlanta,18:00:00-0500
7568,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Live Wire Athens,Pete RG,atlanta,N/A
7569,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Casa Nova,Toranavox,atlanta,09:00:00-0500
7570,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Eddie's Attic,John Zedd,atlanta,19:00:00-0500
7571,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade - Purgatory,Cash'd Out,atlanta,N/A
7572,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Red Light Café,"Max and Maggie, Pickled Holler, and Rev. Jeff Mosier",atlanta,19:30:00-0500
7573,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Philips Arena,Jessica Jolia,atlanta,N/A
7574,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Foundry,Holman Autry Band,atlanta,20:00:00-0500
7575,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Atlanta's Original Uptown Comedy Corner,Earthquake,atlanta,19:00:00-0500
7576,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Atlanta's Original Uptown Comedy Corner,Earthquake,atlanta,21:00:00-0500
7577,2017-03-04,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Atlanta's Original Uptown Comedy Corner,To Be Announced,atlanta,23:00:00-0500
7578,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Atlanta Motor Speedway,Josh Turner,atlanta,N/A
7579,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade - Hell,Saving Abel and Tantric,atlanta,19:00:00-0500
7580,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Variety Playhouse,Overkill,atlanta,20:30:00-0500
7581,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Buckhead Theatre,Wynonna,atlanta,20:00:00-0500
7582,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Eddie Owen Presents at Red Clay Music Foundry,Shawn Mullins,atlanta,N/A
7583,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,City Winery Atlanta,Tift Merritt,atlanta,N/A
7584,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Eddie's Attic,Jamie Kent,atlanta,21:00:00-0500
7585,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Eddie's Attic,Mouths of Babes,atlanta,18:00:00-0500
7586,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Eddie's Attic,Front Country,atlanta,19:30:00-0500
7587,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Red Light Café,Free Spin Atlanta,atlanta,19:30:00-0500
7588,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade - Purgatory,Blood or Whiskey,atlanta,N/A
7589,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Swayzes's,Zack sparks,atlanta,19:00:00-0500
7590,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Fresh Produce Music Hall,Toranavox,atlanta,21:00:00-0500
7591,2017-03-05,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Atlanta's Original Uptown Comedy Corner,Earthquake,atlanta,21:00:00-0500
7592,2017-03-06,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Earl,Vagabon' and Allison Crutchfield & The Fizz,atlanta,N/A
7593,2017-03-06,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,City Winery Atlanta,Robert  Ellis,atlanta,N/A
7594,2017-03-06,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Harlem Nights Ultra Lounge,AdynastyO_Von,atlanta,21:00:00-0500
7595,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Tabernacle,Cold War Kids,atlanta,20:00:00-0500
7596,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Terminal West,Thundercat,atlanta,21:00:00-0500
7597,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade - Hell,Deafheaven,atlanta,N/A
7598,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Loft,Dua Lipa,atlanta,N/A
7599,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Atlanta Symphony Hall,The Chieftains,atlanta,20:00:00-0500
7600,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Eddie's Attic,Tim O'Brien,atlanta,19:00:00-0500
7601,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade - Purgatory,Waterparks and Too Close to Touch,atlanta,N/A
7602,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Red Light Café,Art Amok Slam,atlanta,20:00:00-0500
7603,2017-03-07,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,529,Walker Lukens,atlanta,N/A
7604,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Infinite Energy Arena,The Lumineers,atlanta,N/A
7605,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Terminal West,Sleigh Bells,atlanta,N/A
7606,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Center Stage Theater,Vince Staples,atlanta,20:30:00-0500
7607,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Georgia Theatre,Amos Lee,atlanta,20:00:00-0500
7608,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade - Heaven,"Born of Osiris, Volumes, Oceans Ate Alaska, Within the Ruins, and Fire From the Gods",atlanta,19:00:00-0500
7609,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,Aisle 5,El Ten Eleven,atlanta,21:00:00-0500
7610,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Tabernacle,"Travis Greene, Anthony Brown & Group Therapy, and Jonathan McReynolds",atlanta,20:00:00-0500
7611,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,529,MC Lars,atlanta,N/A
7612,2017-03-08,https://www.songkick.com/metro_areas/4120-us-atlanta?page=9,The Masquerade - Purgatory,You Blew It!,atlanta,N/A
7613,2017-03-22,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement East,Hippo Campus,nashville,N/A
7614,2017-03-22,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,City Winery,M. Ward,nashville,18:00:00-0500
7615,2017-03-22,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The East Room,"Operator Music Band, Lawndry, and Shadowtones",nashville,N/A
7616,2017-03-22,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Terrapin Station,The Head (OFFICIAL),nashville,N/A
7617,2017-03-22,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Exit/In,mondo cozmo,nashville,20:00:00-0500
7618,2017-03-23,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Cannery Ballroom,Dinosaur Jr.,nashville,20:00:00-0500
7619,2017-03-23,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Franklin Theatre,Robert Earl Keen,nashville,N/A
7620,2017-03-23,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The End,Pallbearer,nashville,N/A
7621,2017-03-23,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement East,Parker Millsap,nashville,21:00:00-0500
7622,2017-03-23,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement,sarah simmons,nashville,19:00:00-0500
7623,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Ryman Auditorium,Steve Miller Band,nashville,20:00:00-0500
7624,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,"Volcano Room, Cumberland Caverns",Conor Oberst,nashville,N/A
7625,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Warehouse,Trapt,nashville,19:00:00-0500
7626,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,High Watt,Cherry Glazerr,nashville,21:00:00-0500
7627,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Franklin Theatre,Robert Earl Keen,nashville,N/A
7628,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Tempt,Space Jesus,nashville,N/A
7629,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement,The Mystery Lights,nashville,21:30:00-0500
7630,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Phantom 309 Saloon,Melissa Ramski,nashville,N/A
7631,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Rocketown,Stolas,nashville,18:30:00-0500
7632,2017-03-24,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Paducah Beer Werks,Crunk Witch,nashville,N/A
7633,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Ryman Auditorium,Steve Miller Band,nashville,20:00:00-0500
7634,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,"Volcano Room, Cumberland Caverns",Drew Holcomb & the Neighbors,nashville,19:00:00-0500
7635,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,"Volcano Room, Cumberland Caverns",Kasey Chambers,nashville,N/A
7636,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,5 Spot,Charlie Whitten and James McCartney,nashville,19:00:00-0500
7637,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,High Watt,Tom Mackell,nashville,N/A
7638,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Radio Cafe,North By North,nashville,N/A
7639,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Phantom 309 Saloon,Melissa Ramski,nashville,N/A
7640,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement,Julie Rhodes,nashville,19:00:00-0500
7641,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Listening Room,Nick Boyd,nashville,N/A
7642,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Natchez Hills Winery at Fontanel,Ava Paige,nashville,14:00:00-0500
7643,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Warehouse,Sick Puppies,nashville,N/A
7644,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Wylee's,Raven and Red and Pickxen,nashville,20:30:00-0500
7645,2017-03-25,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement East,Boom Bap,nashville,21:00:00-0500
7646,2017-03-26,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Schermerhorn Symphony Center,Peter Frampton,nashville,19:30:00-0500
7647,2017-03-26,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,3rd & Lindsley Bar and Grill,Kasey Chambers,nashville,20:00:00-0500
7648,2017-03-26,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement,Jon Latham,nashville,20:00:00-0500
7649,2017-03-27,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Dry Ground Brewing Co.,"Ryan M. Brewer, Nalani Proctor, and Jake Book",nashville,19:00:00-0500
7650,2017-03-27,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,3rd & Lindsley Bar and Grill,Time Jumpers,nashville,20:00:00-0500
7651,2017-03-27,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement,Tommy Womack,nashville,19:00:00-0500
7652,2017-03-28,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Rocketown,E.R.R.A.,nashville,18:30:00-0500
7653,2017-03-28,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Springwater Supper Club,The Rumjacks,nashville,N/A
7654,2017-03-28,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The End,"Can't Swim, Light Years, and Sleep On It",nashville,18:00:00-0500
7655,2017-03-28,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,"Bridge Bar, Renaissance Nashville",Greg Adams (Singer Songwriter),nashville,19:00:00-0500
7656,2017-03-29,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,War Memorial Auditorium,The Flaming Lips,nashville,N/A
7657,2017-03-29,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Ryman Auditorium,Los Lobos and THE RIDES,nashville,19:30:00-0500
7658,2017-03-29,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,The Basement,The Stray Birds,nashville,21:00:00-0500
7659,2017-03-29,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Exit/In,Quintron and Miss Pussycat,nashville,21:00:00-0500
7660,2017-03-29,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Tito's,Frank Hurd and Jaysen Gold,nashville,19:30:00-0500
7661,2017-03-30,https://www.songkick.com/metro_areas/11104-us-nashville?page=9,Marathon Music Works,Railroad Earth,nashville,20:00:00-0500
7662,2017-03-02,https://www.songkick.com/metro_areas/1409-us-washington?page=9,DC9 Nightclub,Seez Mics and The World Has No Eyedea (Film),washington,20:30:00-0500
7663,2017-03-02,https://www.songkick.com/metro_areas/1409-us-washington?page=9,Club,Endless extinction,washington,19:45:00-0500
7664,2017-03-02,https://www.songkick.com/metro_areas/1409-us-washington?page=9,Hill Country BBQ - Washington,Wood and Wire,washington,20:30:00-0500
7665,2017-03-02,https://www.songkick.com/metro_areas/1409-us-washington?page=9,The Hamilton Live,Geraldine  Branagan,washington,19:30:00-0500
