Year,Rank,Name,College,Conference,Games,XPM,XPA,XP_Per,FGM,FGA,FG_Per,Points
2006,39,Tom Schneider,California,Pac-10,13,52,52,100,15,20,75,97
2006,40,Taylor Mehlhaff,Wisconsin,Big Ten,13,47,47,100,15,20,75,92
2006,41,Nick Folk,Arizona,Pac-10,12,22,22,100,15,20,75,67
2006,42,Josh Arauco,Arkansas State,Sun Belt,10,16,19,84.2,12,16,75,52
2006,43,John Deraney,North Carolina State,ACC,12,22,23,95.7,12,16,75,58
2006,44,Swayze Waters,Alabama-Birmingham,CUSA,12,7,7,100,9,12,75,34
2006,45,Sam Swank,Wake Forest,ACC,14,33,33,100,23,31,74.2,102
2006,46,Chris Nendick,Northern Illinois,MAC,13,35,36,97.2,20,27,74.1,95
2006,47,Jesse Ainsworth,Arizona State,Pac-10,13,42,42,100,14,19,73.7,84
2006,48,Scott Webb,Kansas,Big 12,12,37,39,94.9,13,18,72.2,76
2006,49,Matt Lasher,Ohio,MAC,14,29,32,90.6,13,18,72.2,68
2006,50,Thomas Morstead,Southern Methodist,CUSA,12,34,35,97.1,13,18,72.2,73
2006,51,Alex Trlica,Texas Tech,Big 12,12,51,51,100,15,21,71.4,96
2006,52,Denis Hopovac,North Texas,Sun Belt,11,13,13,100,15,21,71.4,58
2006,53,Michael Torres,Central Florida,CUSA,11,25,25,100,17,24,70.8,76
2006,54,Nate Meyer,Western Michigan,MAC,13,33,34,97.1,17,24,70.8,84
2006,55,Jeff Snodgrass,Kansas State,Big 12,13,32,32,100,17,24,70.8,83
2006,56,Austin Miller,Army,Ind,12,26,26,100,12,17,70.6,62
2006,57,Matt Reagan,Memphis,CUSA,10,25,26,96.2,12,17,70.6,61
2006,58,Tino Amancio,Idaho,WAC,12,23,23,100,12,17,70.6,59
2006,59,Gary Cismesia,Florida State,ACC,13,39,40,97.5,14,20,70,81
2006,60,Andrew Wellock,Eastern Michigan,MAC,12,15,15,100,16,23,69.6,63
2006,61,Clint Stitser,Fresno State,WAC,12,31,33,93.9,11,16,68.8,64
2006,62,Jad Dean,Clemson,ACC,13,46,50,92,15,22,68.2,91
2006,63,Paul Martinez,Oregon,Pac-10,12,37,39,94.9,15,22,68.2,82
2006,64,Mason Crosby,Colorado,Big 12,12,19,19,100,19,28,67.9,76
2006,65,Darren McCaleb,Southern Mississippi,CUSA,14,42,42,100,16,24,66.7,90
2006,66,Travis Bell,Georgia Tech,ACC,14,43,43,100,12,18,66.7,79
2006,67,Joel Howells,Northwestern,Big Ten,12,24,25,96,8,12,66.7,48
2006,68,Kyle Schlicher,Iowa,Big Ten,12,32,33,97,13,20,65,71
2006,69,Kevin Kelly,Penn State,Big Ten,13,30,30,100,22,34,64.7,96
2006,70,Zach Sasser,Air Force,MWC,12,32,34,94.1,9,14,64.3,59
2006,71,Warley Leroy,Florida Atlantic,Sun Belt,11,18,20,90,9,14,64.3,45
2006,72,Jon Peattie,Miami (FL),ACC,13,29,29,100,12,19,63.2,65
2006,73,Aric Goodman,Wyoming,MWC,12,18,20,90,10,16,62.5,48
2006,74,Colt David,Louisiana State,SEC,13,50,51,98,8,13,61.5,74
2006,75,Colby Smith,Middle Tennessee State,Sun Belt,13,38,39,97.4,8,13,61.5,62
2006,76,Carl Gioia,Notre Dame,Ind,13,49,54,90.7,8,13,61.5,73
2006,77,Leigh Tiffin,Alabama,SEC,5,12,13,92.3,8,13,61.5,36
2006,78,Aaron Zagory,Stanford,Pac-10,12,13,15,86.7,8,13,61.5,37
2006,79,Robert Lee,East Carolina,CUSA,10,22,22,100,14,23,60.9,64
2006,80,Rick Albreski,Central Michigan,MAC,14,48,51,94.1,12,20,60,84
2006,81,Ross Thevenot,Tulane,CUSA,12,23,28,82.1,9,15,60,50
2006,82,Lones Seiber,Kentucky,SEC,10,33,34,97.1,11,19,57.9,66
2006,83,Chris Gould,Virginia,ACC,12,18,18,100,11,19,57.9,51
2006,84,Greg Whibbs,Troy,Sun Belt,13,35,38,92.1,11,19,57.9,68
2006,85,Garrett Palmer,San Diego State,MWC,12,20,20,100,8,14,57.1,44
2006,86,Loren Langley,Washington State,Pac-10,9,23,25,92,7,13,53.8,44
2006,87,Jason Smith,Colorado State,MWC,12,22,24,91.7,8,15,53.3,46
2006,88,Sergio Aguayo,Nevada-Las Vegas,MWC,10,14,16,87.5,8,16,50,38
2006,89,Adam Carlson,Mississippi State,SEC,12,27,27,100,6,12,50,45
2006,90,Bryant Hahnfeldt,Vanderbilt,SEC,12,27,29,93.1,8,17,47.1,51
2006,91,Chris Summers,Purdue,Big Ten,14,46,47,97.9,8,20,40,70
2006,92,Chris Hetland,Florida,SEC,14,43,45,95.6,6,15,40,61
2006,93,Anthony Binswanger,Marshall,CUSA,12,36,40,90,5,13,38.5,51
2007,1,Alex Steigerwald,Toledo,MAC,12,44,47,93.6,13,13,100,83
2007,2,Thomas Weber,Arizona State,Pac-10,13,46,48,95.8,24,25,96,118
2007,3,Austin Starr,Indiana,Big Ten,13,48,48,100,21,23,91.3,111
2007,4,Greg Whibbs,Troy,Sun Belt,12,48,50,96,16,18,88.9,96
2007,5,Jason Reda,Illinois,Big Ten,13,44,45,97.8,16,18,88.9,92
2007,6,Kyle Brotzman,Boise State,WAC,13,66,66,100,16,18,88.9,114
2007,7,Steven Hauschka,North Carolina State,ACC,12,25,25,100,16,18,88.9,73
2007,8,Garrett Hartley,Oklahoma,Big 12,14,71,76,93.4,13,15,86.7,110
2007,9,Garrett Palmer,San Diego State,MWC,12,34,36,94.4,13,15,86.7,73
2007,10,Connor Barth,North Carolina,ACC,12,21,23,91.3,19,22,86.4,78
2007,11,Louie Sakoda,Utah,MWC,13,38,40,95,19,22,86.4,95
2007,12,Sam Swank,Wake Forest,ACC,13,44,44,100,18,21,85.7,98
2007,13,Jose Martinez,Texas-El Paso,CUSA,12,44,46,95.7,17,20,85,95
2007,14,David Buehler,Southern California,Pac-10,13,52,54,96.3,16,19,84.2,100
2007,15,Jeff Wolfert,Missouri,Big 12,14,67,67,100,21,25,84,130
2007,16,Taylor Mehlhaff,Wisconsin,Big Ten,13,42,43,97.7,21,25,84,105
2007,17,Kai Forbath,UCLA,Pac-10,13,30,30,100,25,30,83.3,105
2007,18,Michael Braunstein,Ohio,MAC,12,38,38,100,20,24,83.3,98
2007,19,Michael Torres,Central Florida,CUSA,13,50,51,98,20,24,83.3,110
2007,20,Michael Braunstein,Ohio,MAC,12,38,38,100,20,24,83.3,98
2007,21,Igor Iveljic,Akron,MAC,10,25,26,96.2,15,18,83.3,70
2007,22,John Sullivan,New Mexico,MWC,12,30,31,96.8,29,35,82.9,117
2007,23,Travis Bell,Georgia Tech,ACC,13,37,37,100,23,28,82.1,106
2007,24,Chris Summers,Purdue,Big Ten,13,56,56,100,18,22,81.8,110
2007,25,Conor Lee,Pittsburgh,Big East,12,28,28,100,18,22,81.8,82
2007,26,Ryan Bailey,Texas,Big 12,13,58,59,98.3,18,22,81.8,112
2007,27,Chris Manfredini,Texas Christian,MWC,13,37,37,100,22,27,81.5,103
2007,28,Tony Ciaravino,Connecticut,Big East,13,34,38,89.5,22,27,81.5,100
2007,29,Jason Bondzio,Arizona,Pac-10,12,37,38,97.4,21,26,80.8,100
2007,30,Jud Dunlevy,Virginia Tech,ACC,14,45,47,95.7,21,26,80.8,108
2007,31,Chris Gould,Virginia,ACC,13,35,37,94.6,16,20,80,83
2007,32,Jason Smith,Colorado State,MWC,12,33,33,100,16,20,80,81
2007,33,Matt Evensen,Oregon,Pac-10,13,52,52,100,16,20,80,100
2007,34,Gary Cismesia,Florida State,ACC,13,28,29,96.6,27,34,79.4,109
2007,35,Sinisa Vrvilo,Bowling Green State,MAC,13,47,47,100,15,19,78.9,92
2007,36,Colt David,Louisiana State,SEC,14,63,63,100,26,33,78.8,141
2007,37,Brooks Rossman,Kansas State,Big 12,12,44,46,95.7,22,28,78.6,110
2007,38,Swayze Waters,Alabama-Birmingham,CUSA,12,21,23,91.3,22,28,78.6,87
2007,39,Brooks Rossman,Kansas State,Big 12,12,44,46,95.7,22,28,78.6,110
2007,40,Brandon Coutu,Georgia,SEC,13,49,49,100,18,23,78.3,103
2007,41,Ryan Pretorius,Ohio State,Big Ten,13,48,49,98,18,23,78.3,102
2007,42,Tino Amancio,Idaho,WAC,12,30,30,100,14,18,77.8,72
2007,43,Sergio Aguayo,Nevada-Las Vegas,MWC,12,21,22,95.5,17,22,77.3,72
2007,44,Kevin Kelly,Penn State,Big Ten,13,44,45,97.8,20,26,76.9,104
2007,45,Adam Carlson,Mississippi State,SEC,13,33,34,97.1,10,13,76.9,63
2007,46,Drew Edmiston,Louisiana-Lafayette,Sun Belt,12,31,34,91.2,10,13,76.9,61
2007,47,Arthur Carmody,Louisville,Big East,12,53,53,100,13,17,76.5,92
2007,48,Ryan Succop,South Carolina,SEC,12,37,37,100,13,17,76.5,76
2007,49,Art Carmody,Louisville,Big East,12,53,53,100,13,17,76.5,92
2007,50,Brett Jaekle,Nevada,WAC,13,51,54,94.4,16,21,76.2,99
2007,51,Nate Reed,Kent State,MAC,12,25,30,83.3,18,24,75,79
2007,52,A.J. Principe,Buffalo,MAC,12,32,34,94.1,15,20,75,77
2007,53,Ryan Perkins,Washington,Pac-10,13,45,46,97.8,15,20,75,90
2007,54,Jeremy Ito,Rutgers,Big East,13,51,51,100,23,31,74.2,120
2007,55,Alex Tejada,Arkansas,SEC,13,58,60,96.7,17,23,73.9,109
2007,56,Obi Egekeze,Maryland,ACC,13,36,36,100,17,23,73.9,87
2007,57,Wes Byrum,Auburn,SEC,13,35,36,97.2,17,23,73.9,86
2007,58,Romeen Abdollmohammadi,Washington State,Pac-10,12,34,35,97.1,14,19,73.7,76
2007,59,Leigh Tiffin,Alabama,SEC,13,36,36,100,25,34,73.5,111
2007,60,Mike Jones,Western Michigan,MAC,11,31,36,86.1,11,15,73.3,64
2007,61,Daniel Lincoln,Tennessee,SEC,14,52,53,98.1,21,29,72.4,115
2007,62,Anthony Binswanger,Marshall,CUSA,12,33,35,94.3,13,18,72.2,72
2007,63,Billy Vinnedge,Wyoming,MWC,12,22,24,91.7,13,18,72.2,61
2007,64,Ross Thevenot,Tulane,CUSA,12,34,34,100,13,18,72.2,73
2007,65,Mitch Payne,Brigham Young,MWC,13,43,45,95.6,10,14,71.4,73
2007,66,Patrick Shadle,Syracuse,Big East,12,23,24,95.8,10,14,71.4,53
2007,67,Dan Kelly,Hawaii,WAC,13,70,74,94.6,12,17,70.6,106
2007,68,Ryan Harrison,Air Force,MWC,13,44,46,95.7,19,27,70.4,101
2007,69,Warley Leroy,Florida Atlantic,Sun Belt,13,44,46,95.7,19,27,70.4,101
2007,70,Scott Webb,Kansas,Big 12,13,66,67,98.5,18,26,69.2,120
2007,71,Pat McAfee,West Virginia,Big East,13,64,65,98.5,13,19,68.4,103
2007,72,Brett Swenson,Michigan State,Big Ten,13,53,54,98.1,15,22,68.2,98
2007,73,Justin Estes,Southern Mississippi,CUSA,13,39,41,95.1,15,22,68.2,84
2007,74,Matt Reagan,Memphis,CUSA,13,35,38,92.1,15,22,68.2,80
2007,75,Alexis Serna,Oregon State,Pac-10,13,38,38,100,18,27,66.7,92
2007,76,Clint Stitser,Fresno State,WAC,13,47,49,95.9,16,24,66.7,95
2007,77,Chris James,Western Kentucky,Ind,12,42,45,93.3,14,21,66.7,84
2007,78,Amado Villarreal,Northwestern,Big Ten,12,36,37,97.3,12,18,66.7,72
2007,79,Chris Nendick,Northern Illinois,MAC,12,25,27,92.6,12,18,66.7,61
2007,80,Paul Young,New Mexico State,WAC,11,31,34,91.2,12,18,66.7,67
2007,81,Steve Aponavicius,Boston College,ACC,14,46,50,92,12,18,66.7,82
2007,82,Cole Wilson,Louisiana-Monroe,Sun Belt,12,32,33,97,10,15,66.7,62
2007,83,Joey Ijjas,Florida,SEC,13,72,73,98.6,10,15,66.7,102
2007,84,Delbert Alvarado,South Florida,Big East,13,52,53,98.1,19,29,65.5,109
2007,85,Josh Arauco,Arkansas State,Sun Belt,12,34,34,100,15,23,65.2,79
2007,86,Bryant Hahnfeldt,Vanderbilt,SEC,12,28,29,96.6,13,20,65,67
2007,87,Jordan Kay,California,Pac-10,13,48,48,100,13,20,65,87
2007,88,Nathan Parseghian,Miami (OH),MAC,13,18,18,100,13,20,65,57
2007,89,Thomas Morstead,Southern Methodist,CUSA,12,43,43,100,13,20,65,82
2007,90,Joey Bullen,Navy,Ind,10,43,45,95.6,11,17,64.7,76
2007,91,Joshua Shene,Mississippi,SEC,12,24,25,96,11,17,64.7,57
2007,92,Andrew Aguila,Central Michigan,MAC,14,60,64,93.8,9,14,64.3,87
2007,93,Kevin Eberhart,Colorado,Big 12,13,41,42,97.6,16,25,64,89
2007,94,Lones Seiber,Kentucky,SEC,13,51,54,94.4,16,25,64,99
2007,95,Alex Trlica,Texas Tech,Big 12,13,67,67,100,13,21,61.9,106
2007,96,Jake Brownell,Temple,MAC,12,18,19,94.7,13,21,61.9,57
2007,97,Peter Caldwell,Utah State,WAC,12,25,25,100,13,21,61.9,64
2007,98,Mark Buchholz,Clemson,ACC,13,48,48,100,22,36,61.1,114
2007,99,Matt Szymanski,Texas A&M,Big 12,13,39,40,97.5,15,25,60,84
2007,100,Francesco Zampogna,Miami (FL),ACC,10,23,24,95.8,9,15,60,50
2007,101,Ben Hartman,East Carolina,CUSA,13,50,50,100,13,22,59.1,89
2007,102,T.J. Lawrence,Houston,CUSA,13,54,55,98.2,13,22,59.1,93
2007,103,Clark Fangmeier,Rice,CUSA,12,46,47,97.9,7,12,58.3,67
2007,104,Jake Hogue,Ball State,MAC,13,33,34,97.1,11,19,57.9,66
2007,105,Jake Rogers,Cincinnati,Big East,13,51,54,94.4,11,19,57.9,84
2007,106,Danny Horwedel,Louisiana Tech,WAC,12,25,26,96.2,12,21,57.1,61
2007,107,Jason Ricks,Oklahoma State,Big 12,11,38,39,97.4,8,14,57.1,62
2007,108,Derek Belch,Stanford,Pac-10,12,26,26,100,15,27,55.6,71
2007,109,Bret Culbertson,Iowa State,Big 12,12,26,26,100,10,18,55.6,56
2007,110,Owen Tolson,Army,Ind,12,6,6,100,8,15,53.3,30
2007,111,Thomas Moreland,North Texas,Sun Belt,12,34,36,94.4,8,15,53.3,58
2007,112,Jared Strubeck,San Jose State,WAC,12,22,22,100,10,20,50,52
2007,113,Brandon Walker,Notre Dame,Ind,11,22,23,95.7,6,12,50,40
2008,1,Graham Gano,Florida State,ACC,11,33,34,97.1,24,26,92.3,105
2008,2,Jason Smith,Colorado State,MWC,11,31,31,100,12,13,92.3,67
2008,3,Louie Sakoda,Utah,MWC,13,56,57,98.2,22,24,91.7,122
2008,4,Matt Bosher,Miami (FL),ACC,13,40,40,100,18,20,90,94
2008,5,Jason Bondzio,Arizona,Pac-10,13,55,55,100,14,16,87.5,97
2008,6,Nathan Parseghian,Miami (OH),MAC,12,23,23,100,20,23,87,83
2008,7,Dave Teggart,Connecticut,Big East,6,16,16,100,13,15,86.7,55
2008,8,Trent Mossbrucker,Iowa,Big Ten,12,31,33,93.9,13,15,86.7,70
2008,9,Kai Forbath,UCLA,Pac-10,12,21,22,95.5,19,22,86.4,78
2008,10,Matt Harmon,Navy,Ind,13,38,40,95,19,22,86.4,95
2008,11,Alex Henery,Nebraska,Big 12,13,56,57,98.2,18,21,85.7,110
2008,12,Josh Arauco,Arkansas State,Sun Belt,11,37,38,97.4,17,20,85,88
2008,13,Pat McAfee,West Virginia,Big East,13,36,36,100,17,20,85,87
2008,14,Josh Czajkowski,North Carolina State,ACC,13,33,34,97.1,16,19,84.2,81
2008,15,Conor Lee,Pittsburgh,Big East,13,38,38,100,20,24,83.3,98
2008,16,Kevin Kelly,Penn State,Big Ten,13,60,60,100,20,24,83.3,120
2008,17,Philip Welch,Wisconsin,Big Ten,13,39,40,97.5,20,24,83.3,99
2008,18,Peter Caldwell,Utah State,WAC,12,32,33,97,10,12,83.3,62
2008,19,Ryan Harrison,Air Force,MWC,13,36,36,100,24,29,82.8,108
2008,20,Aaron Zagory,Stanford,Pac-10,12,35,37,94.6,14,17,82.4,77
2008,21,Brett Jaekle,Nevada,WAC,13,63,63,100,14,17,82.4,105
2008,22,Patrick Shadle,Syracuse,Big East,12,25,25,100,14,17,82.4,67
2008,23,Joshua Shene,Mississippi,SEC,13,52,52,100,17,21,81,103
2008,24,Amado Villarreal,Northwestern,Big Ten,13,30,34,88.2,20,25,80,90
2008,25,Ross Evans,Texas Christian,MWC,13,49,55,89.1,16,20,80,97
2008,26,Dustin Keys,Virginia Tech,ACC,14,32,34,94.1,23,29,79.3,101
2008,27,Swayze Waters,Alabama-Birmingham,CUSA,12,24,27,88.9,19,24,79.2,81
2008,28,Dan Bailey,Oklahoma State,Big 12,13,65,65,100,15,19,78.9,110
2008,29,Ryan Pretorius,Ohio State,Big Ten,12,38,39,97.4,15,19,78.9,83
2008,30,Brett Swenson,Michigan State,Big Ten,13,34,34,100,22,28,78.6,100
2008,31,Nick Maggio,Duke,ACC,11,28,28,100,11,14,78.6,61
2008,32,Warley Leroy,Florida Atlantic,Sun Belt,12,34,37,91.9,10,13,76.9,64
2008,33,Alex Steigerwald,Toledo,MAC,12,29,31,93.5,16,21,76.2,77
2008,34,Andrew Aguila,Central Michigan,MAC,13,44,46,95.7,16,21,76.2,92
2008,35,Colt David,Louisiana State,SEC,13,43,44,97.7,16,21,76.2,91
2008,36,Ian McGarvey,Ball State,MAC,14,63,63,100,16,21,76.2,111
2008,37,Thomas Weber,Arizona State,Pac-10,12,29,30,96.7,19,25,76,86
2008,38,James Aho,New Mexico,MWC,12,24,24,100,18,24,75,78
2008,39,Mike Salerno,Northern Illinois,MAC,13,34,34,100,18,24,75,88
2008,40,Matt Eller,Illinois,Big Ten,12,39,41,95.1,15,20,75,84
2008,41,Joel Monroe,Minnesota,Big Ten,13,34,36,94.4,12,16,75,70
2008,42,Brooks Rossman,Kansas State,Big 12,12,54,55,98.2,9,12,75,81
2008,43,Brooks Rossman,Kansas State,Big 12,12,54,55,98.2,9,12,75,81
2008,44,Jeff Wolfert,Missouri,Big 12,14,73,73,100,20,27,74.1,133
2008,45,Jose Martinez,Texas-El Paso,CUSA,12,45,46,97.8,20,27,74.1,105
2008,46,Thomas Morstead,Southern Methodist,CUSA,12,29,30,96.7,11,15,73.3,62
2008,47,Bryant Hahnfeldt,Vanderbilt,SEC,13,30,30,100,13,18,72.2,69
2008,48,Maikon Bonani,South Florida,Big East,11,31,32,96.9,15,21,71.4,76
2008,49,Mark Buchholz,Clemson,ACC,13,40,40,100,15,21,71.4,85
2008,50,Alan Gendreau,Middle Tennessee State,Sun Belt,12,32,32,100,10,14,71.4,62
2008,51,Joe Carithers,Eastern Michigan,MAC,12,38,38,100,10,14,71.4,68
2008,52,Mitch Payne,Brigham Young,MWC,13,54,56,96.4,10,14,71.4,84
2008,53,A.J. Principe,Buffalo,MAC,14,48,52,92.3,12,17,70.6,84
2008,54,Jeremy Knott,North Texas,Sun Belt,12,22,28,78.6,12,17,70.6,58
2008,55,San San Te,Rutgers,Big East,13,45,48,93.8,12,17,70.6,81
2008,56,Jake Rogers,Cincinnati,Big East,14,34,36,94.4,16,23,69.6,82
2008,57,David Buehler,Southern California,Pac-10,13,65,66,98.5,9,13,69.2,92
2008,58,Giorgio Tavecchio,California,Pac-10,10,25,25,100,9,13,69.2,52
2008,59,Nico Grasu,Washington State,Pac-10,11,13,14,92.9,9,13,69.2,40
2008,60,Leigh Tiffin,Alabama,SEC,14,46,47,97.9,20,29,69,106
2008,61,Sam Glusman,Troy,Sun Belt,13,48,52,92.3,20,29,69,108
2008,62,John Potter,Western Michigan,MAC,13,41,43,95.3,11,16,68.8,74
2008,63,Tanner Siewert,Western Kentucky,Sun Belt,11,14,17,82.4,11,16,68.8,47
2008,64,Barrett Way,Ohio,MAC,12,32,35,91.4,13,19,68.4,71
2008,65,Kevin Goessling,Fresno State,WAC,13,46,47,97.9,15,22,68.2,91
2008,66,Grant Mahoney,Iowa State,Big 12,12,33,33,100,17,25,68,84
2008,67,Ben Hartman,East Carolina,CUSA,11,24,26,92.3,21,31,67.7,87
2008,68,Ryan Succop,South Carolina,SEC,13,30,30,100,20,30,66.7,90
2008,69,Justin Kahut,Oregon State,Pac-10,12,36,38,94.7,16,24,66.7,84
2008,70,Steve Aponavicius,Boston College,ACC,14,41,41,100,14,21,66.7,83
2008,71,Ben Bell,Houston,CUSA,11,48,50,96,10,15,66.7,78
2008,72,Casey Barth,North Carolina,ACC,11,33,33,100,10,15,66.7,63
2008,73,K.C. Lopata,Michigan,Big Ten,12,27,29,93.1,10,15,66.7,57
2008,74,Lane Yoshida,San Diego State,MWC,12,27,29,93.1,8,12,66.7,51
2008,75,Matthew Campbell,Army,Ind,12,15,15,100,8,12,66.7,39
2008,76,Kyle Brotzman,Boise State,WAC,13,50,50,100,17,26,65.4,101
2008,77,Blair Walsh,Georgia,SEC,13,50,50,100,15,23,65.2,95
2008,78,Sam Swank,Wake Forest,ACC,8,18,19,94.7,11,17,64.7,51
2008,79,Igor Iveljic,Akron,MAC,12,38,40,95,18,28,64.3,92
2008,80,Dustin Rivest,Florida International,Sun Belt,12,34,37,91.9,12,19,63.2,70
2008,81,Scott Blair,Georgia Tech,ACC,13,33,35,94.3,12,19,63.2,69
2008,82,Obi Egekeze,Maryland,ACC,13,32,33,97,15,24,62.5,77
2008,83,Nate Reed,Kent State,MAC,12,33,36,91.7,8,13,61.5,57
2008,84,Tino Amancio,Idaho,WAC,12,29,29,100,8,13,61.5,53
2008,85,Matt Evensen,Oregon,Pac-10,13,35,37,94.6,11,18,61.1,68
2008,86,Britt Barefoot,Southern Mississippi,CUSA,13,38,40,95,9,15,60,65
2008,87,Tony Ciaravino,Connecticut,Big East,7,18,18,100,9,15,60,45
2008,88,Jared Strubeck,San Jose State,WAC,12,23,26,88.5,13,22,59.1,62
2008,89,Austin Starr,Indiana,Big Ten,12,27,29,93.1,10,17,58.8,57
2008,90,Brandon Walker,Notre Dame,Ind,12,39,39,100,14,24,58.3,81
2008,91,Lones Seiber,Kentucky,SEC,13,34,36,94.4,11,19,57.9,67
2008,92,Wes Byrum,Auburn,SEC,11,22,23,95.7,11,19,57.9,55
2008,93,Jake Brownell,Temple,MAC,11,28,31,90.3,8,14,57.1,52
2008,94,Sinisa Vrvilo,Bowling Green State,MAC,12,41,43,95.3,9,16,56.3,68
2008,95,Daniel Lincoln,Tennessee,SEC,10,22,22,100,10,18,55.6,52
2008,96,Adam Carlson,Mississippi State,SEC,12,22,23,95.7,7,13,53.8,43
2008,97,Brad Oestriecher,Louisiana Tech,WAC,13,38,40,95,14,28,50,80
2008,98,Dan Kelly,Hawaii,WAC,14,41,43,95.3,10,20,50,71
2008,99,Radi Jabour,Louisiana-Monroe,Sun Belt,10,27,29,93.1,6,12,50,45
2008,100,Ross Thevenot,Tulane,CUSA,12,23,24,95.8,9,20,45,50
2008,101,Aric Goodman,Colorado,Big 12,11,30,31,96.8,5,14,35.7,45
2008,102,Aric Goodman,Colorado,Big 12,11,30,31,96.8,5,14,35.7,45
2009,1,Grant Ressel,Missouri,Big 12,13,39,39,100,26,27,96.3,117
2009,2,Kevin Goessling,Fresno State,WAC,13,55,55,100,15,16,93.8,100
2009,3,Wes Byrum,Auburn,SEC,13,54,54,100,15,16,93.8,99
2009,4,Kevin Fitzpatrick,Tulsa,CUSA,12,42,44,95.5,13,14,92.9,81
2009,5,Steve Aponavicius,Boston College,ACC,13,38,39,97.4,13,14,92.9,77
2009,6,Blair Walsh,Georgia,SEC,13,42,42,100,20,22,90.9,102
2009,7,Joe Phillips,Utah,MWC,12,38,39,97.4,20,22,90.9,98
2009,8,Kai Forbath,UCLA,Pac-10,13,24,25,96,28,31,90.3,108
2009,9,Robert Randolph,Virginia,ACC,12,6,6,100,17,19,89.5,57
2009,10,Hunter Lawrence,Texas,Big 12,14,61,62,98.4,24,27,88.9,133
2009,11,Craig Ratanamorn,Marshall,CUSA,13,34,34,100,15,17,88.2,79
2009,12,Matt Bosher,Miami (FL),ACC,13,50,50,100,14,16,87.5,92
2009,13,Matt Waldron,Virginia Tech,ACC,13,48,48,100,20,23,87,108
2009,14,Tyler Bitancurt,West Virginia,Big East,13,41,42,97.6,13,15,86.7,80
2009,15,Brett Swenson,Michigan State,Big Ten,13,44,45,97.8,19,22,86.4,101
2009,16,Leigh Tiffin,Alabama,SEC,14,42,46,91.3,30,35,85.7,132
2009,17,Alex Henery,Nebraska,Big 12,14,38,38,100,24,28,85.7,110
2009,18,Erik Folk,Washington,Pac-10,12,35,35,100,18,21,85.7,89
2009,19,Ian McGarvey,Ball State,MAC,11,14,16,87.5,18,21,85.7,68
2009,20,Josh Jasper,Louisiana State,SEC,13,34,34,100,17,20,85,85
2009,21,Spencer Lanning,South Carolina,SEC,13,28,29,96.6,17,20,85,79
2009,22,Will Snyderwine,Duke,ACC,11,24,24,100,17,20,85,75
2009,23,Jimmy Stevens,Oklahoma,Big 12,7,27,29,93.1,11,13,84.6,60
2009,24,Morgan Flint,Oregon,Pac-10,12,54,54,100,16,19,84.2,102
2009,25,Casey Barth,North Carolina,ACC,13,34,35,97.1,21,25,84,97
2009,26,Ross Evans,Texas Christian,MWC,13,61,63,96.8,15,18,83.3,106
2009,27,Derek Depasquale,Mississippi State,SEC,9,23,23,100,10,12,83.3,53
2009,28,Josh Czajkowski,North Carolina State,ACC,12,44,44,100,10,12,83.3,74
2009,29,Josh Arauco,Arkansas State,Sun Belt,12,27,31,87.1,14,17,82.4,69
2009,30,Nick Tausch,Notre Dame,Ind,9,27,30,90,14,17,82.4,69
2009,31,Alan Gendreau,Middle Tennessee State,Sun Belt,13,50,51,98,18,22,81.8,104
2009,32,Justin Kahut,Oregon State,Pac-10,13,45,47,95.7,22,27,81.5,111
2009,33,Ian Watts,Wyoming,MWC,10,19,21,90.5,12,15,80,55
2009,34,Dan Hutchins,Pittsburgh,Big East,13,46,48,95.8,23,29,79.3,115
2009,35,Matt Williams,Texas Tech,Big 12,13,60,61,98.4,11,14,78.6,93
2009,36,Michael Taylor,Troy,Sun Belt,13,43,44,97.7,11,14,78.6,76
2009,37,Alex Zendejas,Arizona,Pac-10,12,38,41,92.7,17,22,77.3,89
2009,38,A.J. Principe,Buffalo,MAC,12,33,36,91.7,10,13,76.9,63
2009,39,Justin Estes,Southern Mississippi,CUSA,9,28,33,84.8,10,13,76.9,58
2009,40,Eric Ellestad,Minnesota,Big Ten,13,31,31,100,13,17,76.5,70
2009,41,Ryan Lichtenstein,Syracuse,Big East,12,27,28,96.4,13,17,76.5,66
2009,42,Ryan Fowler,Vanderbilt,SEC,12,20,20,100,16,21,76.2,68
2009,43,Mike Salerno,Northern Illinois,MAC,13,39,41,95.1,19,25,76,96
2009,44,Alex Carlton,Army,Ind,11,13,13,100,18,24,75,67
2009,45,Joshua Shene,Mississippi,SEC,13,43,45,95.6,15,20,75,88
2009,46,Alex Steigerwald,Toledo,MAC,12,40,41,97.6,12,16,75,76
2009,47,Ben Deline,Colorado State,MWC,12,26,29,89.7,12,16,75,62
2009,48,Jordan Congdon,Southern California,Pac-10,13,41,41,100,12,16,75,77
2009,49,Matt Nelson,Louisiana Tech,WAC,12,42,43,97.7,12,16,75,78
2009,50,Jordan Congdon,Southern California,Pac-10,13,41,41,100,12,16,75,77
2009,51,Andrew Aguila,Central Michigan,MAC,14,55,57,96.5,17,23,73.9,106
2009,52,Casey Tinius,Western Kentucky,Sun Belt,12,25,25,100,14,19,73.7,67
2009,53,Caleb Sturgis,Florida,SEC,14,44,47,93.6,22,30,73.3,110
2009,54,Erik Soderberg,Air Force,MWC,13,38,40,95,22,30,73.3,104
