DC Real Property ID,Address of Record,Owner of Record,Ward,Property Name,Address 1,City,State,Postal Code,Primary Property Type,Year Built, Reported Building Gross Floor Area (ft²) ,Site EUI (kBtu/ft²),Weather Normalized Source EUI (kBtu/ft²),ENERGY STAR Score,Total GHG Emissions (MtCO2e),Electricity Use - Grid Purchase and Onsite (kWh),Natural Gas Use (therms),District Steam Use (kBtu),Other Fuel Use (kBTU),Water Use (kgal),X-Coordinate (ESRI),Y-Coordinate (ESRI)
03190864,0700 - 1111 11TH ST NW,1991 ACQUISITION FUND ONE,2,700 Eleventh Street w/ Cosi,700 Eleventh Street NW,Washington,DC,20001,Office,1991," 347,864 ",89,303.9,67,4352.72,8966462.2,3835.1,,,8795.3,397611.6548,136764.7588
03200028,1155 F ST,JEMAL'S SQUARE 320 LLC,2,"Jemal's Square 320, LLC",1155 F ST,Washington,DC,20004,Office,2009," 250,692 ",Not Available,Not Available,Not Available,,,,,,3719.5,397608.7225,136648.0968
03210027,0555 12TH ST NW,MANUFACTURERS LIFE INSURANCE,2,"MANULIFE FINANCIAL, 555 12TH STREET",555 12TH STREET  NW,Washington,DC,20004,Office,1994," 887,642 ",47.4,174.5,94,5956.57,12328141.1,,,,15454.3,397607.454,136543.2047
03220020,1111 PENNSYLVANIA AV NW,PRESIDENTIAL BUILDING LLC,2,1111 Penn,"1111 Pennsylvania Ave, NW",Washington,DC,20004,Office,1967," 387,389 ",79.6,257.3,71,4366.33,9036872.9,,,,9405.3,397607.7533,136380.4692
03220021,1101 PENNSYLVANIA AV NW,TC 1101 PENNSYLVANIA AVENUE OWNER LLC,2,Evening Star Building 2,1101 Pennsylvania Ave NW,Washington,DC,20004,Office,1989," 239,793 ",69.1,223.4,71,2345.92,4855286.9,,,,6277.1,397621.693,136390.5653
03270840,0500 12TH ST,POTOMAC CENTER NORTH INC,6,Potomac Center North,500 12th Street SW,Washington,DC,20024,Office,2005," 504,155 ",75,244.6,89,5355.72,11084581.2,,,,10725,397610.1228,135137.5767
03270841,0550 12TH ST,POTOMAC CENTER CF LLC,6,POTOMAC CENTER SOUTH,550 12TH STREET SW,Washington,DC,20065,Office,1968," 427,463 ",56.4,182,89,3411.65,7061000.5,,,,6901.9,397610.1214,135042.9563
03300800,1000 FLORIDA AV NW,HOWARD UNIVERSITY,1,HU Service Building,1000 FLORIDA AVE NW/2244 10TH St. NW,Washington,DC,20059,Office,1903," 218,339 ",36,111.7,97,1114.37,2306371,,,,,397702.7842,139119.4837
03423134,1010 MASSACHUSETTS AVE NW,1010 MASS AVE CONDOMINIUM,2,1010 Massachusetts Ave Condominium,1010 Massachusetts Ave NW,Washington,DC,200015402,Multifamily Housing,2006," 168,190 ",Not Available,Not Available,Not Available,,,,,,6488.9,397674.1633,137242.4488
03450041,1001 G ST NW,WASHINGTON CENTER TRUSTEE LLC,2,Washington Center,1001 G Street NW,Washington,DC,20001,Office,1989," 366,055 ",71.7,231.6,83,3717.52,7694043.3,,,,79.6,397702.918,136762.0253
03460805,1025 F ST NW,JEMAL'S CAYRE WOODIES LLC,2,"Jemal's Cayre Woodies, LLC","1025 F Street, NW",Washington,DC,20004,Office,1927," 531,458 ",53.1,177.3,80,3994.22,8266722,,,,12594.2,397701.6045,136666.7222
03470022,0555 11TH ST NW,LINCOLN CIRCLE ASSOCIATES LLC,2,Lincoln Square,555 11th St. NW,Washington,DC,20004,Office,2001," 475,360 ",60.6,190.2,83,3649.5,8446323,,,,7839.1,397695.3844,136542.9103
03480832,1001 - 0429 PENNSYLVANIA AV NW,TEACHERS INSURANCE & ANNUNITY ASSOCIATION OF AMERICA,2,1001 Pennsylvania Ave,"1001 Pennsylvania Ave, NW",Washington,DC,20004,Office,1985," 808,836 ",73.6,246,73,8434.97,17457623.5,,,,17846.8,397703.006,136436.6927
03690068,0930 M ST NW,MOUNT VERNON PLAZA ASSOCIATES & DISTRICT OF COLUMBIA,2,Mount Vernon Plaza Associates,"930 M Street, NW",Washington,DC,20001,Multifamily Housing,1989," 235,807 ",Not Available,Not Available,Not Available,,,,,,,397792.7761,137491.4496
03692805,0910 M ST NW,THE WHITMAN,2,The Whitman,910 M St. NW,Washington,DC,20001,Multifamily Housing,2006," 177,379 ",52.1,109.6,Not Available,917.9,1412787,44226.7,,,100440.4,397829.7441,137459.0373
03711349,901 K STREET NW,901 K ST CONDO,2,901 K Street (DDOE),"901 K Street, NW",Washington,DC,20001,Office,2009," 198,829 ",44.7,149.4,93,1809.53,3745140.1,,,,3314.4,397774.3906,137224.7605
03711349,901 K STREET NW,901 K ST CONDO,2,Harbourside,2900 K St. NW,Washington,DC,20007,Bank Branch,2006," 191,666 ",35.8,112.5,95,870,2013421,,,,3934.8,397774.3906,137224.7605
03720034,0901 NEW  YORK  AV NW,BP/CRF 901 NEW YORK AVENUE LLC,2,901 New York Avenue,"901 New York Ave., NW",Washington,DC,20001,Office,2004," 585,830 ",61.5,201.1,85,5080.32,10487412.1,2468.5,,,19851.4,397820.1915,137143.6705
03750125,0750 9TH ST NW,750 NINTH STREET LLC,2,Victor Building - 252510,750 9th Street NW,Washington,DC,20001,Office,2000," 340,168 ",55.7,175.5,88,2597.44,5271178.5,9506,,,5683.3,397881.6254,136839.0435
03760828,977 F ST,ST PATRICK'S CHURCH,2,0975 F Street NW (Carroll Square),975 F Street NW,Washington,DC,20004,Office,2006," 181,009 ",Not Available,Not Available,Not Available,,,,,,,397795.6433,136645.4683
03770040,0901 E ST NW,THE PEW CHARITABLE TRUSTS,2,The Pew Charitable Trusts,901 E Street NW,Washington,DC,20004,Office,1989," 338,019 ",56.1,176.1,83,1860.7,4306412,,,,3507.3,397886.439,136525.9874
03770044,0950 F ST,JEMAL'S ATLANTIC LLC,2,"Jemal's Atlantic, LLC","950 F Street, NW",Washington,DC,20004,Office,1887," 261,231 ",87,286.3,65,7885.12,6662428,,,,4772.4,397795.4369,136574.0469
03860001,0901 D ST SW,CIM URBAN REIT PROPERTIES V LLC,6,901 D,"901 D Street,SW",Washington,DC,20024,Office,1988," 422,227 ",66,194,85,3741.52,7490579.5,22989.9,,,6700.8,397839.1634,135263.222
03870866,0400 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,L Enfant Plaza - NORTH,"955 L'Enfant Plaza, SW",Washington,DC,20024,Office,1905," 382,503 ",79,222.4,77,3725.04,7022784,62378,,,,397833.0493,135188.9173
03870868,0450 10TH ST SW,L'ENFANT COLONY LLC,6,950 L'Enfant,"950 L'Enfant Plaza, SW",Washington,DC,20024,Office,1969," 314,276 ",95.1,Not Available,60,3411.5,7251141,49085.599,,241131.2,5331.6,397833.0493,135036.1116
"03870869, 03877000, 04357000",0420 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,L Enfant Plaza - EAST,"470/480/490 L'Enfant Plaza, SW",Washington,DC,20024,Office,1905," 836,504 ",90,233.8,72,8598.69,15233390,232781,,,33318.7,397886.4475,135117.748
04030836,0999 9TH ST NW,SUNTONE K9 LLC,2,9671p-Washington DC Renaissance,999 9th Street Nw,Washington,DC,20001,Hotel,1997," 715,000 ",74,212.9,55,6258.65,11412696,139923,,,26866.6,397976.6695,137106.4341
04030837,0801 I ST NW,801 EYE STREET ASSOCIATES LLC,2,801 Eye Street,"801 Eye Street, NW",Washington,DC,20001,Office,1990," 335,909 ",77.6,259.2,77,3691.22,7639609,,,,,397974.5283,137029.3891
04030838,0800 K ST NW,800 K STREET ASSOCIATES LLC,2,800 K Street,"800 K Street, NW",Washington,DC,20001,Office,1989," 536,839 ",70.5,240.3,78,5359.56,11092533,,,,,398044.387,137089.4803
04030839,900 7TH ST,IBEW HEADQUARTERS BUILDING LLC,2,0900 Seventh Street NW (IBEW),900 Seventh Street NW,Washington,DC,20005,Office,2004," 339,591 ",Not Available,Not Available,Not Available,,,,,,8333.8,398050.5257,137034.9845
04050024,0701 9TH ST NW,BFP 701 9TH CO LLC,2,Edison Place,701 9th Street,Washington,DC,20001,Office,2001," 407,764 ",65.8,228.8,79,3802.35,7869622.8,,,,,397964.2802,136803.4107
04060026,505 9TH ST,KEG ASSOCIATES I LLC,2,505 9th Street,505 9th Street,Washington,DC,20004,Office,2007," 368,831 ",65,215.9,78,3376.19,6966967,1874.8,,,10382.7,397964.3522,136515.2996
0407-0815*,,,,Market Square North,"401 9th Street, NW",Washington,DC,20004,Office,2000," 471,993 ",58.1,203.1,82,3882.61,8035727.1,,,,,Not Available,Not Available
"04080836, 04080837",801 PENNSYLVANIA AV,WELLS REIT II MARKET SQUARE EAST & WEST LLC,2,04080837_Market Square,701 & 801 Pennsylvania Ave NW,Washington,DC,20004,Office,1990," 704,156 ",76.6,255.7,67,7633.77,15799387,,,,,397964.4978,136301.6479
04280020,0810 7TH ST NW,KAN AM 810 SEVENTH STREET LP,2,810 7th St N.W.,810 7th St N.W.,Washington,DC,20001,Office,1991," 297,676 ",Not Available,Not Available,Not Available,,,,,,7022.1,398055.3838,136959.3404
04310013,425 8TH STREET NW,COMMERCIAL CONDOS #0013,2,The Lansburgh,425 8th Street NW,Washington,DC,20004,Multifamily Housing,1991," 369,289 ",Not Available,Not Available,Not Available,Not Available,7343640,,,,17165.5,398036.987,136422.221
04490059,1107 7TH ST NW,BISHOP S C MADISON TRUSTEE,6,McCollough Paradise Gardens Apartments,1100-1119 McCollough Court NW,Washington,DC,20001,Multifamily Housing,1982," 235,784 ",4.5,10.8,Not Available,104.2,190836,4088.356,,,9113.5,398164.5194,137429.6336
04550839,0700 6TH ST,BERGMANNS INC,2,0700 Sixth Street NW (USAA),"700 Sixth Street, NW",Washington,DC,20001,Office,2009," 306,459 ",48.6,162.3,79,2109.12,4365179.9,,,,5473.9,398241.9305,136792.1217
"04550842, 04557001",0616 H ST,GALLERY PLACE LAND TRUST,2,Gallery Place,616 H. Street,Washington,DC,20001,Office,2004," 590,054 ",128.9,374.5,57,9769.65,18977672.8,112825.3,,,27401.9,398167.6451,136813.3441
04563068,575 7TH STREET NW,THE OFFICES @ TERRELL PLACE,2,Terrell Place,"575 7th Street, NW",Washington,DC,20004,Office,2003," 539,998 ",64,189.1,83,4145,9208935,31266.146,,,8517.8,398137.1573,136569.2892
04563068,575 7TH STREET NW,THE OFFICES @ TERRELL PLACE,2,Terrell Place With Retail,575 7th Street NW,Washington,DC,20004,Office,2003," 430,672 ",64.3,202.1,85,4641.88,9262948.9,31262.3,,,12372.5,398137.1573,136569.2892
04570038,0601 D ST NW,LHL REALTY COMPANY,2,The Patrick Henry Building,"601 D Street, NW",Washington,DC,20004,Office,1973," 541,518 ",66.7,216.9,77,5060.65,10405944.7,5811.9,,25865.78,7517,398223.4151,136381.2211
04570039,0600 E ST NW,6TH & E ASSOCIATES LLC,2,1919 Pennsylvania Avenue,1919 Pennsylvania Ave. NW,Washington,DC,20006,Office,1978," 291,330 ",59.6,175.5,86,2241.08,4367339.4,24609,,,5580.5,398222.6531,136443.0576
04570039,0600 E ST NW,6TH & E ASSOCIATES LLC,2,600 E Street,"600 E Street, NW",Washington,DC,20004,Office,1975," 219,186 ",50.3,158,84,2270.9,5255597,,,,3406.3,398222.6531,136443.0576
04573066,0031 D ST NW,THE LAFAYETTE @ PENN QUARTER,2,Lafayette at Penn Quarter Condo,631 D Street NW,Washington,DC,20004,Multifamily Housing,2005," 161,624 ",36.5,84.8,Not Available,603.83,962362.3,26099.6,,,11059,398162.43067,136339.2054
0458-0022*,,,,Liberty Place,"325 7th St., NW",Washington,DC,20004,Office,1990," 197,018 ",65.2,228,78,1817.71,3762058.3,,,,4401.5,Not Available,Not Available
04580021,0625 INDIANA AV NW,GPT PROPERTIES TRUST,2,625 Indiana Avenue,"625 Indiana Avenue, N.W.",Washington,DC,20004,Office,1989," 163,747 ",85.1,267.2,53,1764.4,4083494,,,,3864.5,398203.2583,136302.5
04630024,0600 MARYLAND AV SW,OCEAN VIEW DEVELOPMENT COMPANY LP,6,Capital Gallery,"600 Maryland Ave., SW",Washington,DC,20024,Office,1982," 571,431 ",55.2,186.8,92,4451.53,9193385.9,1799.9,,,20673.3,398186.5268,135350.0036
04682265,0700 7TH ST SW,TOWN SQUARE TOWERS CONDO,6,Town Square Towers,700 7th St SW,Washington,DC,200242459,Multifamily Housing,1967," 316,212 ",61.5,122.9,Not Available,1808.22,2566720,106778,,,11573.9,398116.067,134621.549
04720129,1101 6TH ST,WASHINGTON DRAMA SOCIETY INC,6,The Mead Center at Arena Stage,1101 6th Street SW,Washington,DC,20024,Other - Entertainment/Public Assembly,2010," 200,000 ",118.9,249.6,Not Available,2129.6,3457490,119776.457,,,5111.3,398220.6255,134406.4647
04840836,0599 MASSACHUSETTS AV,HHLP DC CONVENTION CENTER ASSOCIATES LLC,6,132 - Hampton Inn Washington D.C.,901 6th Street NW,Washington,DC,20001,Hotel,2005," 163,500 ",57.9,151.8,69,1028,2093296,23269.742,,,14315.7,398301.4868,137109.8524
04860833,0777 6TH ST,MEPT 777 6TH STREET LLC,2,777 Sixth Street NW - 2781,"777 6th Street, NW",Washington,DC,20001,Office,2005," 204,736 ",70.4,235.3,77,2042.17,4226612,,,,2724.8,398300.704,136835.7536
04863050,770 5TH STREET NW,AVALON @ GALLERY PL CONDOM,2,770 5th Street NW,770 5th Street NW,Washington,DC,20226,Multifamily Housing,1900," 212,029 ",Not Available,Not Available,Not Available,,,,,,6094,398329.8918,136786.2282
04880843,0500 5TH ST,NAS TITLE HOLDING LLC,2,Keck Center,500 Fifith Street NW,Washington,DC,20001,Other,2002," 373,035 ",73.2,Not Available,Not Available,3459.6,8006778,,,,7797.7,398317.7248,136525.2133
04890021,0450 5TH ST NW,JUDICIARY PLAZA LLC,2,Liberty Square,"450 5th Street, NW",Washington,DC,20001,Office,1982," 543,682 ",58.5,195.3,88,4502.37,9318430.8,,,,,398317.4523,136415.6046
04940032,0400 VIRGINIA AV SW,400 VIRGINIA AVENUE LLC,6,400 Virginia Avenue,400 Virginia Avenue SW,Washington,DC,20024,Office,1986," 252,289 ",44.5,148.2,94,1588.8,3288299.3,,,,4104.6,398433.6959,135152.2852
04950107,0500 E ST SW,SCHOOL STREET ASSOCIATES,6,"500 E Street, SW","500 E Street, SW",Washington,DC,20024,Office,1987," 280,118 ",70.6,226.7,87,2799.31,5793645.5,,,,8207.5,398353.559,135014.6226
"0499-0061, 0499-0856*",,,,The View at Waterfront,"1100 6th Street, SW",Washington,DC,20024,Multifamily Housing,1960," 176,640 ",95.3,181.3,,1473.99,1917439.7,102921.7,,,8617.3,Not Available,Not Available
05020184,0461 N ST SW,TIBER ISLAND COOPERATIVE HOMES,6,"Tiber Island Cooperative Homes, Inc.",429 N Street SW,Washington,DC,20024,Multifamily Housing,1965," 315,832 ",65.6,144.3,Not Available,1863.2,3040575,103524.101,,,17371.3,398361.6994,134170.9958
05030116,0500 - 1301 N ST SW,HARBOUR SQUARE OWNERS INC,6,Harbour Square,"500 N Street, SW",Washington,DC,20024,Multifamily Housing,1966," 706,408 ",78.8,139.9,Not Available,4682.16,5707398.3,361752.8,,,19625.2,398363.8645,134021.2032
05150157,0401 K ST NW,PARCEL ONE PHASE ONE ASSOCIATES,6,Parcel One Phase One Associates,"401 K Street, NW",Washington,DC,20001,Multifamily Housing,1980," 239,622 ",Not Available,Not Available,Not Available,,,,,,,398532.3202,137255.9541
05152898,0475 K ST NW,THE K @ CITY VISTA CONDO,6,The K @ City Vista,475 K ST NW,Washington,DC,20001,Multifamily Housing,2008," 324,296 ",27.4,48.3,Not Available,670.8,791622.3,61946.676,,,9089.5,398403.0118,137208.1675
05160057,0425 I ST NW,425 EYE STREET NW LP,6,425 EYE,"425 I St.,NW",Washington,DC,20001,Office,1973," 405,822 ",40.3,127.1,99,2316.21,4793790,,,,3728.5,398530.445,137088.2292
"0516S0036, 0516S0862",425 MASSACHUSETTS AV,EQR-425 MASSACHUSETTS LLC,6,425 Mass,425 Massachusetts Ave NW,Washington,DC,20001,Multifamily Housing,2009," 605,405 ",47.7,105.8,Not Available,2917.77,4580689.6,132429,,,15384.7,398540.2507,137012.0681
0516S0861,455 MASSACHUSETTS AV,SQUARE 516S OFFICE VENTURE LLC,6,455 Mass. Avenue,455 Massachusetts Ave.,Washington,DC,20001,Office,2008," 259,723 ",Not Available,Not Available,Not Available,,,,,,,398476.6635,137020.9286
0516S0861,455 MASSACHUSETTS AV,SQUARE 516S OFFICE VENTURE LLC,6,455 Mass Ave,455 Massachusetts Ave NW,Washington,DC,20001,Office,2008," 247,330 ",70.8,226.5,82,2478.34,5129351.6,,,,,398476.6635,137020.9286
05173053,450 MASSACHUSETTS AVENUE NW,MERIDAN ON MASS AV CONDO,2,450 Massachusetts Avenue NW,450 Massachusetts Avenue NW,Washington,DC,20001,Multifamily Housing,1900," 409,410 ",Not Available,Not Available,Not Available,,,,,,17915.8,398373.1856,136936.3199
05173063,0400 MASSACHUSETTS AVE NW,400 MASS AVE CONDOMINIUMS,2,400 Massachsetts Ave Condominium,400 Massachusetts Ave NW,Washington,DC,200163300,Multifamily Housing,2004," 249,965 ",Not Available,Not Available,Not Available,,,,,,,398504.704,136900.4115
0529 0851*,,,,Mass Court,"300 Massachsetts Avenue, NW",Washington,DC,20894,Multifamily Housing,2004," 368,297 ",63.8,193.7,,3032.03,5910536,33127.9,,,13056.3,Not Available,Not Available
05370810,425 3RD ST,SQUARE 537 ASSOCIATES LP,6,Capitol View,"425 3rd Street, SW",Washington,DC,20024,Office,2007," 252,361 ",72.2,227.3,76,2291.3,5276885,2119.618,,,6413.6,398651.5586,135086.6237
05370811,0410 4TH ST,RIGGS BANK TRUSTEE,6,Patriots Plaza I - 2061,395 E Street S.W.,Washington,DC,20024,Office,2005," 279,704 ",82.1,283.6,81,10628.55,6726515.8,,,,4564.9,398516.6777,135088.4825
05370812,375 E ST,RIGGS BANK N.A. TRUSTEE,6,Patriots Plaza II - 2261,"375 E Street, SW",Washington,DC,20024,Office,2009," 321,502 ",80.4,268.6,70,3661.42,7577945,,,,4633.1,398519.4961,135137.4784
05370813,355 E ST,RIGGS BANK N.A. TRUSTEE,6,Patriots Plaza III - 2262,"355 E Street, SW",Washington,DC,20024,Office,2009," 379,613 ",58.9,194,84,3166.49,6553590,,,,4770.7,398573.0447,135099.5391
05380873,250 E ST,WELLS REIT/INDEPENDENCE SQARE LLC,6,One Independence Square,250 E. Street SW,Washington,DC,20024,Office,1991," 378,045 ",72,254.4,80,3856.12,7980902.8,,,,13077,398741.364,135011.0675
05380874,0300 E ST SW,WELLS REIT/INDEPENDENCE SQUARE LLC,6,Two Independence Square-NASA,300 E St SW,Washington,DC,20024,Office,1991," 659,030 ",81.6,251,75,7555.79,15568743.7,6290.7,,,10791,398588.1742,135009.2387
"05400109, 05400118",0201 I ST SW,CAPITAL PARK APARTMENTS LTD PRTNSHP,6,Capital Park Plaza,201 I St SW,Washington,DC,20024,Multifamily Housing,1965," 546,234 ",77.3,152.5,Not Available,3753.97,5000292,251501,,,29972.3,398770.0763,134668.3467
05400110,0301 G ST SW,CAPITOL PARK APARTMENTS LIMITED PARTNERSHIP,6,Capitol Park Towers,"301 G. Street, SW",Washington,DC,20024,Multifamily Housing,1962," 317,593 ",79.5,150.4,Not Available,2188.01,2802400,156762,,,17775.6,398582.534,134883.004
05402279,0030 G ST SW,CAPITOL PARK I CONDO,6,Capitol Park IV,30 G Street SW,Washington,DC,20024,Multifamily Housing,1973," 538,849 ",8,,,543.3,1257339,,,,,398599.776,134624.101
05402838,0800 4TH ST SW,POTOMAC PLACE TOWER,6,Potomac Place Tower,800 4th Street SW,Washington,DC,20024,Multifamily Housing,1958," 324,756 ",36.7,120,Not Available,1461.1,3303565,6353,,,8990.8,398495.9016,134620.5135
05420827,1101 4TH ST,USGBF WATERFRONT STATION LLC,6,1101 4th Street SW at Waterfront Station II,1101 4th Street SW,Washington,DC,20024,Office,2010," 313,660 ",74.1,224.3,80,,6444047,,,68448,6311.5,398419.8725,134421.2888
05420870,1100 4TH ST,USGBF WATERFRONT STATION LLC,6,1100 4th Street at Waterfront Station l,1100 4th Street SW,Washington,DC,20024,Office,2010," 357,076 ",89.1,257.3,78,3735.1,8156570,39727.745,,,9449.1,398538.3219,134410.6787
05630016,0111 MASSACHUSETTS AV NW,JEMAL'S DARTH VADER LLC,6,"Jemal's Darth Vader, LLC","111 Massachusetts Ave, NW",Washington,DC,20001,Office,1983," 310,129 ",80,267.1,51,3512.19,7269077,,,,4510,398858.195,136875.0737
05650020,0111 G ST NW,GEORGETOWN UNIVERSITY,6,Edward Bennett Williams Library,111 G Street,Washington,DC,20001,College/University (Campus-Level),1989," 150,176 ",68.8,229.8,Not Available,1463.43,3028814,,,,1243.3,398870.0338,136753.3867
05680043,0501 3RD ST NW,COMMUNICATIONS WORKERS OF AMERICA,2,Communications  Workers of America Building,"501 Third Street, N.W.",Washington,DC,20001,Office,1991," 217,705 ",89.9,300.1,42,2770.18,5733367.9,,,,48.2,398720.2689,136523.5165
05690864,550 1ST ST,GEORGETOWN UNIVERSITY,6,Hotung International Building/Sport & Fitness Center,550 1st Street NW,Washington,DC,20001,College/University (Campus-Level),2004," 194,140 ",103.6,271.3,Not Available,2247.99,3906000,67807,,,6232.8,398889.9845,136559.8633
05690865,0120 F ST NW,GEORGETOWN UNIVERSITY,6,Gewirz Residence Building,120 F St.,Washington,DC,20001,Residence Hall/Dormitory,1993," 225,264 ",52.8,132.7,63,1357.64,2402016,37040.9,,,7612.9,398839.0326,136559.8633
05740025,0101 CONSTITUTION AV NW,UNITED BROTHERHD CRPT JNR AM NATL H S FD,6,101 Constitution,"101 Constitution Avenue, NW",Washington,DC,20001,Office,2002," 528,711 ",73.3,230.2,76,4909,11361100,,,,11452.8,398880.189,136112.9491
06130010,2100 2ND ST SW,"2100 2ND ST HOLDINGS, LLC",6,U.S. Coast Guard,2100 2nd Street SW,Washington,DC,20593,Office,1973," 587,776 ",64.5,229.1,88,5365.92,11105687,,,,6858.1,398876.2059,132914.3944
06220089,0800 NORTH CAPITOL ST NW,WEH CAPTIOL LLC,6,800 N CAPITOL,"800 N CAPITOL STREET, NW",Washington,DC,20004,Office,1989," 322,538 ",66.8,209.3,81,2456.57,6316720.5,,,,6320.3,399156.3846,136961.6332
06250060,0001 MASSACHUSETTS AV NW,NATIONAL GUARD ASSOCIATION OF THE UNITED STATES INC,6,National Guard Memorial Building,"1 Massachusetts Avenue, NW",Washington,DC,20001,Office,1991," 195,276 ",64.3,224.3,80,1777.08,3677968.4,,,,3562.7,399165.2992,136696.6969
06250061,0025 MASSACHUSETTS AV,25 MASSACHUSETTS AVE PROPERTY LLC,6,Republic Square - 25 Mass Ave,"25 Massachusetts Ave, NW",Washington,DC,20001,Office,2006," 385,816 ",53.9,180.2,82,2947.02,6099357.7,,,,3557,399098.3695,136736.1241
06260078,0020 - 0011 MASSACHUSETTS AV NW,GOVERNMENT PROPERTIES INCOME TRUST LLC,6,20 Massachusetts Avenue,20 Massachusetts Avenue NW,Washington,DC,20001,Office,1973," 343,324 ",63.9,188.5,86,2626.9,5830448,20280.999,,,6031.3,399075.4414,136647.0083
06260079,601 NEW JERSEY AV,601 NEW JERSEY AVE LLC,6,601 New Jersey Avenue,601 New Jersey Avenue,Washington,DC,20001,Office,2001," 275,102 ",56.7,189.5,92,2209.75,4573465.2,,,,4620.6,398994.6104,136664.4491
06280893,0525 NEW JERSEY AV NW,OPERATING ENGINEERS FUND,6,Washington Court Hotel on Capitol Hill,525 New Jersey Avenue NW,Washington,DC,20001,Hotel,1983," 275,396 ",84.6,Not Available,55,2284.6,4176367,90464.623,,,23251.8,399056.797,136550.2616
06280901,0020 F ST,AMERICAN COLLEGE OF SURGEONS,6,20 F Street,20 F St NW,Washington,DC,20001,Office,2009," 178,146 ",50.1,157.4,80,1131.1,2617659,,,,1604.1,399135.3259,136557.0979
06300071,0400 NORTH CAPITOL ST NW,JAMES J HAYES,6,Hall of the States,"400/444 North Capitol Street, NW",Washington,DC,20001,Office,1975," 606,193 ",60.6,190.4,84,4655.5,10774470,,,,11089.9,399139.7838,136423.2448
06310809,0051 LOUISIANA AV,51 LINCOLN LLC,6,51 Louisiana Ave. NW,51 Louisiana Ave. NW,Washington,DC,20001,Office,1990," 205,580 ",131,411.4,34,3410.7,7893509,,,,6238.1,399006.8248,136231.1085
06400069,0499 SOUTH CAPITOL ST SW,MARFAIR JOINT VENTURE,6,Fairchild Building,499 S Capitol St SW,Washington,DC,20003,Office,1981," 221,313 ",118.1,301.6,55,2961.6,5716417,,,6624000.3,5399.2,399097.538,135064.7309
06660015,1900 HALF ST SW,JEMAL'S LAZRIV WATER LLC,6,"Jemal's Lazriv, LLC","1900 Half Street, SW",Washington,DC,20003,Office,1975," 500,203 ",63.7,215.2,72,4500.06,9296349,1570,,,8355.3,399151.9707,133199.7495
