date,attributes,rDev,name
"Jan 31, 2017",look: 4.5 | smell: 1.5 | taste: 3 | feel: 3 | overall: 3.75,+18.5%,Budweiser | Anheuser-Busch
"Apr 01, 2012",look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,-1.2%,Budweiser | Anheuser-Busch
"Mar 27, 2012",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,+4.9%,Budweiser | Anheuser-Busch
"Mar 23, 2012",look: 3 | smell: 2 | taste: 1.5 | feel: 1 | overall: 2.5,-23.5%,Budweiser | Anheuser-Busch
"Mar 18, 2012",look: 3.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-1.6%,Budweiser | Anheuser-Busch
"Mar 15, 2012",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+44%,Budweiser | Anheuser-Busch
"Mar 13, 2012",look: 2.5 | smell: 2 | taste: 3 | feel: 2 | overall: 2.5,+4.1%,Budweiser | Anheuser-Busch
"Mar 11, 2012",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3,+31.7%,Budweiser | Anheuser-Busch
"Mar 11, 2012",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 1.5 | overall: 2.5,-1.2%,Budweiser | Anheuser-Busch
"Mar 09, 2012",look: 2 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-28.8%,Budweiser | Anheuser-Busch
"Mar 06, 2012",look: 5 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.5,+76.5%,Budweiser | Anheuser-Busch
"Feb 29, 2012",look: 2.5 | smell: 4 | taste: 4 | feel: 3 | overall: 3,+48.6%,Budweiser | Anheuser-Busch
"Feb 26, 2012",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-58.8%,Budweiser | Anheuser-Busch
"Feb 26, 2012",look: 3.5 | smell: 2 | taste: 3 | feel: 3.5 | overall: 3,+16.9%,Budweiser | Anheuser-Busch
"Feb 21, 2012",look: 2.5 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+17.3%,Budweiser | Anheuser-Busch
"Feb 20, 2012",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-16.5%,Budweiser | Anheuser-Busch
"Feb 20, 2012",look: 1.5 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-30%,Budweiser | Anheuser-Busch
"Feb 18, 2012",look: 3 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3,+31.7%,Budweiser | Anheuser-Busch
"Feb 16, 2012",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-58.8%,Budweiser | Anheuser-Busch
"Feb 15, 2012",look: 1.5 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1,-52.7%,Budweiser | Anheuser-Busch
"Feb 14, 2012",look: 3 | smell: 3 | taste: 2.75 | feel: 2.75 | overall: 3,+18.5%,Budweiser | Anheuser-Busch
"Feb 10, 2012",look: 1.5 | smell: 1 | taste: 1.5 | feel: 1 | overall: 1,-49.4%,Budweiser | Anheuser-Busch
"Feb 06, 2012",look: 2 | smell: 1 | taste: 1 | feel: 2 | overall: 1,-52.3%,Budweiser | Anheuser-Busch
"Feb 04, 2012",look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,look: 2.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,Budweiser | Anheuser-Busch
"Feb 04, 2012",look: 2.5 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.5,-40.7%,Budweiser | Anheuser-Busch
"Feb 02, 2012",look: 3 | smell: 3 | taste: 3 | feel: 5 | overall: 3,+31.7%,Budweiser | Anheuser-Busch
"Feb 02, 2012",look: 1.5 | smell: 1 | taste: 1 | feel: 1.5 | overall: 1.5,-51.4%,Budweiser | Anheuser-Busch
"Jan 29, 2012",look: 1 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1.5,-26.3%,Budweiser | Anheuser-Busch
"Jan 26, 2012",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2.5 | overall: 2.5,+11.1%,Budweiser | Anheuser-Busch
"Jan 25, 2012",look: 4 | smell: 1.5 | taste: 3 | feel: 3 | overall: 1,-5.3%,Budweiser | Anheuser-Busch
"Jan 23, 2012",look: 2.5 | smell: 2.25 | taste: 2.25 | feel: 3 | overall: 2.5,-1.6%,Budweiser | Anheuser-Busch
"Jan 23, 2012",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 2 | overall: 2.5,-9.1%,Budweiser | Anheuser-Busch
"Jan 21, 2012",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-19.8%,Budweiser | Anheuser-Busch
"Jan 19, 2012",look: 2.5 | smell: 1.5 | taste: 2.5 | feel: 3 | overall: 2.5,-4.9%,Budweiser | Anheuser-Busch
"Jan 18, 2012",look: 2.5 | smell: 2.5 | taste: 3 | feel: 2 | overall: 3,+13.2%,Budweiser | Anheuser-Busch
"Jan 17, 2012",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5,-0.4%,Budweiser | Anheuser-Busch
"Jan 16, 2012",look: 2 | smell: 1.5 | taste: 2 | feel: 2 | overall: 1,-30.9%,Budweiser | Anheuser-Busch
"Jan 14, 2012",look: 1.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-18.9%,Budweiser | Anheuser-Busch
"Jan 13, 2012",look: 4 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2.5,+8.6%,Budweiser | Anheuser-Busch
"Jan 11, 2012",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-0.8%,Budweiser | Anheuser-Busch
"Jan 11, 2012",look: 3.5 | smell: 3 | taste: 3.5 | feel: 3 | overall: 3.25,+35%,Budweiser | Anheuser-Busch
"Jan 10, 2012",look: 2 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2,-9.5%,Budweiser | Anheuser-Busch
"Jan 04, 2012",look: 2 | smell: 1.5 | taste: 1 | feel: 2.5 | overall: 2.5,-32.9%,Budweiser | Anheuser-Busch
"Jan 02, 2012",look: 3.5 | smell: 2 | taste: 2 | feel: 3 | overall: 3,-1.6%,Budweiser | Anheuser-Busch
"Jan 02, 2012",look: 3 | smell: 1 | taste: 1 | feel: 3 | overall: 1.5,-41.6%,Budweiser | Anheuser-Busch
"Dec 30, 2011",look: 3.5 | smell: 1 | taste: 2.5 | feel: 3.5 | overall: 2.5,-5.3%,Budweiser | Anheuser-Busch
"Dec 28, 2011",look: 2.5 | smell: 2.5 | taste: 3.5 | feel: 4 | overall: 4,+37.9%,Budweiser | Anheuser-Busch
"Dec 17, 2011",look: 2 | smell: 2 | taste: 3 | feel: 3 | overall: 2.5,+7%,Budweiser | Anheuser-Busch
"Dec 17, 2011",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"Dec 16, 2011",look: 3 | smell: 1.5 | taste: 1 | feel: 2 | overall: 1.5,-40.7%,Budweiser | Anheuser-Busch
"Dec 11, 2011",look: 2 | smell: 1 | taste: 3 | feel: 3.5 | overall: 3,+3.3%,Budweiser | Anheuser-Busch
"Dec 10, 2011",look: 3.5 | smell: 2.5 | taste: 4 | feel: 2.5 | overall: 3.5,+38.3%,Budweiser | Anheuser-Busch
"Dec 09, 2011",look: 1 | smell: 2 | taste: 3 | feel: 3 | overall: 2.5,+4.5%,Budweiser | Anheuser-Busch
"Dec 09, 2011",look: 3.5 | smell: 2 | taste: 1.5 | feel: 3 | overall: 1.5,-22.2%,Budweiser | Anheuser-Busch
"Dec 05, 2011",look: 2.5 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.5,+5.8%,Budweiser | Anheuser-Busch
"Nov 24, 2011",look: 2 | smell: 1.5 | taste: 3.5 | feel: 3.5 | overall: 3,+16.5%,Budweiser | Anheuser-Busch
"Nov 19, 2011",look: 2 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.5,-42%,Budweiser | Anheuser-Busch
"Nov 19, 2011",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3,+5.3%,Budweiser | Anheuser-Busch
"Nov 19, 2011",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+18.5%,Budweiser | Anheuser-Busch
"Nov 14, 2011",look: 3 | smell: 2.5 | taste: 2 | feel: 3 | overall: 2.5,-2.1%,Budweiser | Anheuser-Busch
"Nov 11, 2011",look: 3 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 2,-28.4%,Budweiser | Anheuser-Busch
"Nov 10, 2011",look: 1 | smell: 1 | taste: 2 | feel: 1.5 | overall: 1.5,-36.2%,Budweiser | Anheuser-Busch
"Nov 09, 2011",look: 3 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+4.1%,Budweiser | Anheuser-Busch
"Nov 05, 2011",look: 3 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-17.3%,Budweiser | Anheuser-Busch
"Oct 25, 2011",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2.5,-4.1%,Budweiser | Anheuser-Busch
"Oct 24, 2011",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3.5 | overall: 4,+37%,Budweiser | Anheuser-Busch
"Oct 21, 2011",look: 2.5 | smell: 3 | taste: 4 | feel: 3 | overall: 3,+38.7%,Budweiser | Anheuser-Busch
"Oct 20, 2011",look: 3 | smell: 2 | taste: 1.5 | feel: 1 | overall: 2,-27.6%,Budweiser | Anheuser-Busch
"Oct 20, 2011",look: 2 | smell: 2 | taste: 3 | feel: 2.75 | overall: 2.5,+6.2%,Budweiser | Anheuser-Busch
"Oct 19, 2011",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2,+0.8%,Budweiser | Anheuser-Busch
"Oct 17, 2011",look: 3 | smell: 2 | taste: 2 | feel: 2.5 | overall: 2,-13.2%,Budweiser | Anheuser-Busch
"Oct 16, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-3.3%,Budweiser | Anheuser-Busch
"Oct 09, 2011",look: 3 | smell: 3 | taste: 2.5 | feel: 3 | overall: 3,+15.2%,Budweiser | Anheuser-Busch
"Oct 08, 2011",look: 3.5 | smell: 2 | taste: 3.5 | feel: 4 | overall: 3.5,+31.3%,Budweiser | Anheuser-Busch
"Oct 06, 2011",look: 2.5 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3,+20.2%,Budweiser | Anheuser-Busch
"Oct 01, 2011",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5,+0.8%,Budweiser | Anheuser-Busch
"Sep 26, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2,-7.4%,Budweiser | Anheuser-Busch
"Sep 26, 2011",look: 1.5 | smell: 3 | taste: 2.5 | feel: 3.5 | overall: 2.5,+9.5%,Budweiser | Anheuser-Busch
"Sep 21, 2011",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-58.8%,Budweiser | Anheuser-Busch
"Sep 20, 2011",look: 2 | smell: 1 | taste: 2 | feel: 1.5 | overall: 1.5,-33.7%,Budweiser | Anheuser-Busch
"Sep 19, 2011",look: 2 | smell: 2 | taste: 1 | feel: 2 | overall: 1.5,-38.3%,Budweiser | Anheuser-Busch
"Sep 18, 2011",look: 4 | smell: 3.5 | taste: 3.5 | feel: 4 | overall: 4,+51.4%,Budweiser | Anheuser-Busch
"Sep 16, 2011",look: 3 | smell: 2 | taste: 1 | feel: 2.5 | overall: 2,-29.6%,Budweiser | Anheuser-Busch
"Sep 16, 2011",look: 2 | smell: 1.5 | taste: 2.5 | feel: 1 | overall: 1.5,-22.6%,Budweiser | Anheuser-Busch
"Sep 11, 2011",look: 4 | smell: 3.5 | taste: 4 | feel: 4 | overall: 4,+59.7%,Budweiser | Anheuser-Busch
"Sep 10, 2011",look: 2.5 | smell: 2 | taste: 3 | feel: 3.5 | overall: 3,+14.4%,Budweiser | Anheuser-Busch
"Sep 08, 2011",look: 2 | smell: 2 | taste: 1.5 | feel: 2.5 | overall: 2,-23.9%,Budweiser | Anheuser-Busch
"Sep 08, 2011",look: 2.5 | smell: 2 | taste: 3.5 | feel: 3 | overall: 2.5,+16.5%,Budweiser | Anheuser-Busch
"Sep 07, 2011",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2 | overall: 2.5,-0.4%,Budweiser | Anheuser-Busch
"Sep 06, 2011",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 2,-19.8%,Budweiser | Anheuser-Busch
"Sep 06, 2011",look: 5 | smell: 5 | taste: 4 | feel: 4.5 | overall: 4.5,+83.1%,Budweiser | Anheuser-Busch
"Sep 02, 2011",look: 4.5 | smell: 4.5 | taste: 4 | feel: 4.5 | overall: 4,+72.8%,Budweiser | Anheuser-Busch
"Aug 31, 2011",look: 3 | smell: 1.5 | taste: 2.5 | feel: 2.5 | overall: 3,-1.6%,Budweiser | Anheuser-Busch
"Aug 30, 2011",look: 2 | smell: 1.5 | taste: 1 | feel: 1 | overall: 1.5,-47.3%,Budweiser | Anheuser-Busch
"Aug 26, 2011",look: 3.5 | smell: 2 | taste: 3 | feel: 3.5 | overall: 3.5,+21%,Budweiser | Anheuser-Busch
"Aug 26, 2011",look: 3 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 3,+7.4%,Budweiser | Anheuser-Busch
"Aug 22, 2011",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+18.5%,Budweiser | Anheuser-Busch
"Aug 21, 2011",look: 2.5 | smell: 3 | taste: 2.5 | feel: 2 | overall: 3,+9.9%,Budweiser | Anheuser-Busch
"Aug 20, 2011",look: 2 | smell: 1 | taste: 1.5 | feel: 1.5 | overall: 1.5,-42%,Budweiser | Anheuser-Busch
"Aug 20, 2011",look: 3 | smell: 4 | taste: 4 | feel: 4 | overall: 4,+62.1%,Budweiser | Anheuser-Busch
"Aug 16, 2011",look: 2 | smell: 1 | taste: 1 | feel: 2 | overall: 1.5,-48.1%,Budweiser | Anheuser-Busch
"Aug 16, 2011",look: 3.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2,+3.3%,Budweiser | Anheuser-Busch
"Aug 13, 2011",look: 2 | smell: 2 | taste: 3 | feel: 2.5 | overall: 2.5,+4.9%,Budweiser | Anheuser-Busch
"Aug 11, 2011",look: 2 | smell: 1.5 | taste: 1.5 | feel: 2.5 | overall: 1.5,-32.9%,Budweiser | Anheuser-Busch
"Aug 09, 2011",look: 3 | smell: 1.5 | taste: 2 | feel: 3 | overall: 2,-16%,Budweiser | Anheuser-Busch
"Aug 07, 2011",look: 3 | smell: 2.5 | taste: 2 | feel: 3.5 | overall: 3,+4.1%,Budweiser | Anheuser-Busch
"Aug 06, 2011",look: 3.5 | smell: 3.5 | taste: 3 | feel: 3.5 | overall: 3.5,+35.8%,Budweiser | Anheuser-Busch
"Aug 06, 2011",look: 3 | smell: 2.5 | taste: 3 | feel: 2 | overall: 2.5,+10.3%,Budweiser | Anheuser-Busch
"Aug 04, 2011",look: 3 | smell: 3 | taste: 3 | feel: 2.5 | overall: 3,+21.4%,Budweiser | Anheuser-Busch
"Aug 04, 2011",look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5,+105.8%,Budweiser | Anheuser-Busch
"Aug 02, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3,+2.9%,Budweiser | Anheuser-Busch
"Aug 01, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-3.3%,Budweiser | Anheuser-Busch
"Aug 01, 2011",look: 2 | smell: 2 | taste: 3 | feel: 2 | overall: 2,-1.2%,Budweiser | Anheuser-Busch
"Jul 31, 2011",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-15.2%,Budweiser | Anheuser-Busch
"Jul 30, 2011",look: 4 | smell: 1 | taste: 1 | feel: 2 | overall: 1,-47.3%,Budweiser | Anheuser-Busch
"Jul 29, 2011",look: 4 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1.5,-18.9%,Budweiser | Anheuser-Busch
"Jul 25, 2011",look: 2 | smell: 2.5 | taste: 1.5 | feel: 2 | overall: 2,-21%,Budweiser | Anheuser-Busch
"Jul 24, 2011",look: 2 | smell: 1.5 | taste: 1 | feel: 2 | overall: 1,-47.3%,Budweiser | Anheuser-Busch
"Jul 23, 2011",look: 2 | smell: 1 | taste: 2.5 | feel: 3.5 | overall: 2,-13.2%,Budweiser | Anheuser-Busch
"Jul 22, 2011",look: 2 | smell: 2.5 | taste: 2 | feel: 2 | overall: 2,-12.8%,Budweiser | Anheuser-Busch
"Jul 22, 2011",look: 2 | smell: 1 | taste: 1.5 | feel: 2 | overall: 1,-44%,Budweiser | Anheuser-Busch
"Jul 22, 2011",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-16.5%,Budweiser | Anheuser-Busch
"Jul 20, 2011",look: 2 | smell: 1.5 | taste: 1 | feel: 2.5 | overall: 1.5,-41.2%,Budweiser | Anheuser-Busch
"Jul 18, 2011",look: 3.5 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5,+39.1%,Budweiser | Anheuser-Busch
"Jul 18, 2011",look: 2 | smell: 3 | taste: 2.5 | feel: 2 | overall: 2.5,+4.5%,Budweiser | Anheuser-Busch
"Jul 16, 2011",look: 1.5 | smell: 1 | taste: 2 | feel: 1 | overall: 1.5,-37%,Budweiser | Anheuser-Busch
"Jul 15, 2011",look: 2 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 2,-0.4%,Budweiser | Anheuser-Busch
"Jul 14, 2011",look: 2 | smell: 1.5 | taste: 1.5 | feel: 1 | overall: 2.5,-30.9%,Budweiser | Anheuser-Busch
"Jul 12, 2011",look: 1.5 | smell: 1.5 | taste: 2 | feel: 1 | overall: 1.5,-32.1%,Budweiser | Anheuser-Busch
"Jul 11, 2011",look: 3 | smell: 2.5 | taste: 3 | feel: 2 | overall: 3,+14.4%,Budweiser | Anheuser-Busch
"Jul 10, 2011",look: 2.5 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2.5,-2.1%,Budweiser | Anheuser-Busch
"Jul 10, 2011",look: 3 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5,-29.6%,Budweiser | Anheuser-Busch
"Jul 09, 2011",look: 1.5 | smell: 1 | taste: 2 | feel: 2.5 | overall: 2,-26.7%,Budweiser | Anheuser-Busch
"Jul 08, 2011",look: 3 | smell: 3 | taste: 3 | feel: 4 | overall: 3,+27.6%,Budweiser | Anheuser-Busch
"Jul 08, 2011",look: 2.5 | smell: 1.5 | taste: 2 | feel: 2 | overall: 1.5,-25.5%,Budweiser | Anheuser-Busch
"Jul 08, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 2,-7.4%,Budweiser | Anheuser-Busch
"Jul 08, 2011",look: 3 | smell: 1.5 | taste: 2.5 | feel: 1.5 | overall: 2.5,-9.9%,Budweiser | Anheuser-Busch
"Jul 05, 2011",look: 3 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 3,+20.6%,Budweiser | Anheuser-Busch
"Jul 05, 2011",look: 2 | smell: 2 | taste: 2 | feel: 1.5 | overall: 1.5,-23.9%,Budweiser | Anheuser-Busch
"Jul 05, 2011",look: 2.5 | smell: 3 | taste: 2.5 | feel: 3 | overall: 2.5,+9.9%,Budweiser | Anheuser-Busch
"Jul 05, 2011",look: 4 | smell: 2 | taste: 4 | feel: 4.5 | overall: 4,+46.9%,Budweiser | Anheuser-Busch
"Jul 03, 2011",look: 3.5 | smell: 2 | taste: 2 | feel: 3 | overall: 2.5,-5.8%,Budweiser | Anheuser-Busch
"Jun 30, 2011",look: 4 | smell: 2 | taste: 2.5 | feel: 3.5 | overall: 2,+1.6%,Budweiser | Anheuser-Busch
"Jun 30, 2011",look: 3.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2.5,+2.5%,Budweiser | Anheuser-Busch
"Jun 29, 2011",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-16.5%,Budweiser | Anheuser-Busch
"Jun 27, 2011",look: 2 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2.5,-6.6%,Budweiser | Anheuser-Busch
"Jun 27, 2011",look: 1.5 | smell: 2 | taste: 2.5 | feel: 3 | overall: 2,-6.6%,Budweiser | Anheuser-Busch
"Jun 25, 2011",look: 2.5 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-55.1%,Budweiser | Anheuser-Busch
"Jun 24, 2011",look: 4 | smell: 4 | taste: 3 | feel: 4 | overall: 4,+48.1%,Budweiser | Anheuser-Busch
"Jun 23, 2011",look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.5,+42%,Budweiser | Anheuser-Busch
"Jun 22, 2011",look: 2 | smell: 2 | taste: 3 | feel: 3.5 | overall: 3.5,+17.3%,Budweiser | Anheuser-Busch
"Jun 21, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 1.5 | overall: 2.5,-7.4%,Budweiser | Anheuser-Busch
"Jun 12, 2011",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-17.7%,Budweiser | Anheuser-Busch
"Jun 11, 2011",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 2 | overall: 1.5,-36.2%,Budweiser | Anheuser-Busch
"Jun 11, 2011",look: 2.5 | smell: 1.5 | taste: 1 | feel: 1.5 | overall: 1.5,-44%,Budweiser | Anheuser-Busch
"Jun 09, 2011",look: 3 | smell: 2 | taste: 2.5 | feel: 3 | overall: 3,+5.3%,Budweiser | Anheuser-Busch
"Jun 06, 2011",look: 3 | smell: 2 | taste: 3 | feel: 4 | overall: 2.5,+13.6%,Budweiser | Anheuser-Busch
"Jun 04, 2011",look: 2.5 | smell: 2 | taste: 1.5 | feel: 3 | overall: 3.5,-8.2%,Budweiser | Anheuser-Busch
"Jun 04, 2011",look: 4 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 2,-19.8%,Budweiser | Anheuser-Busch
"Jun 03, 2011",look: 3.5 | smell: 1.5 | taste: 2 | feel: 1.5 | overall: 1.5,-25.1%,Budweiser | Anheuser-Busch
"Jun 01, 2011",look: 2.5 | smell: 1.5 | taste: 3 | feel: 2.5 | overall: 2.5,+1.2%,Budweiser | Anheuser-Busch
"May 27, 2011",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1,-58.8%,Budweiser | Anheuser-Busch
"May 25, 2011",look: 3 | smell: 2.5 | taste: 3 | feel: 3 | overall: 3,+18.5%,Budweiser | Anheuser-Busch
"May 22, 2011",look: 3 | smell: 2.5 | taste: 3.5 | feel: 4 | overall: 3,+30.9%,Budweiser | Anheuser-Busch
"May 19, 2011",look: 2 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3,+5.8%,Budweiser | Anheuser-Busch
"May 13, 2011",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-38.3%,Budweiser | Anheuser-Busch
"May 12, 2011",look: 3 | smell: 2 | taste: 2.5 | feel: 2 | overall: 1.5,-11.1%,Budweiser | Anheuser-Busch
"May 11, 2011",look: 3 | smell: 2 | taste: 2 | feel: 3 | overall: 2,-11.1%,Budweiser | Anheuser-Busch
"May 09, 2011",look: 3 | smell: 2 | taste: 2.5 | feel: 2 | overall: 2,-7%,Budweiser | Anheuser-Busch
"May 06, 2011",look: 2 | smell: 2 | taste: 3 | feel: 2 | overall: 2,-1.2%,Budweiser | Anheuser-Busch
"May 06, 2011",look: 3.5 | smell: 2.5 | taste: 3 | feel: 3.5 | overall: 2,+13.6%,Budweiser | Anheuser-Busch
"May 05, 2011",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-16.5%,Budweiser | Anheuser-Busch
"May 05, 2011",look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3,+23.5%,Budweiser | Anheuser-Busch
"May 03, 2011",look: 3 | smell: 2.5 | taste: 3.5 | feel: 3 | overall: 3,+26.7%,Budweiser | Anheuser-Busch
"May 03, 2011",look: 3.5 | smell: 1.5 | taste: 1.5 | feel: 3 | overall: 2,-23%,Budweiser | Anheuser-Busch
"Apr 27, 2011",look: 1.5 | smell: 1.5 | taste: 1.5 | feel: 1.5 | overall: 1.5,-38.3%,Budweiser | Anheuser-Busch
"Apr 25, 2011",look: 2 | smell: 2 | taste: 1.5 | feel: 3 | overall: 1.5,-25.9%,Budweiser | Anheuser-Busch
"Apr 24, 2011",look: 2 | smell: 2 | taste: 2.5 | feel: 1.5 | overall: 2.5,-7.4%,Budweiser | Anheuser-Busch
"Apr 18, 2011",look: 2.5 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-16.5%,Budweiser | Anheuser-Busch
"Apr 12, 2011",look: 2 | smell: 1 | taste: 2.5 | feel: 2.5 | overall: 2,-17.3%,Budweiser | Anheuser-Busch
"Apr 08, 2011",look: 2.5 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2.5,-5.3%,Budweiser | Anheuser-Busch
"Apr 05, 2011",look: 3 | smell: 2 | taste: 2.5 | feel: 2.5 | overall: 3,+3.3%,Budweiser | Anheuser-Busch
"Apr 04, 2011",look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5,+45.3%,Budweiser | Anheuser-Busch
"Mar 31, 2011",look: 2 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5,-32.1%,Budweiser | Anheuser-Busch
"Mar 24, 2011",look: 3.5 | smell: 1.5 | taste: 1 | feel: 2.5 | overall: 2,-33.3%,Budweiser | Anheuser-Busch
"Mar 23, 2011",look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4,+64.6%,Budweiser | Anheuser-Busch
"Mar 18, 2011",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5,+2.9%,Budweiser | Anheuser-Busch
"Mar 15, 2011",look: 1.5 | smell: 2 | taste: 3 | feel: 2 | overall: 2,-2.5%,Budweiser | Anheuser-Busch
"Mar 13, 2011",look: 1.5 | smell: 2 | taste: 1.5 | feel: 1 | overall: 1.5,-35.4%,Budweiser | Anheuser-Busch
"Mar 12, 2011",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 3 | overall: 3.5,+13.2%,Budweiser | Anheuser-Busch
"Mar 11, 2011",look: 3 | smell: 2 | taste: 1.5 | feel: 1.5 | overall: 1.5,-29.6%,Budweiser | Anheuser-Busch
"Mar 09, 2011",look: 2 | smell: 2.5 | taste: 2 | feel: 2.5 | overall: 2,-10.7%,Budweiser | Anheuser-Busch
"Mar 07, 2011",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 1.5,-54.7%,Budweiser | Anheuser-Busch
"Mar 03, 2011",look: 2.5 | smell: 2 | taste: 2 | feel: 2.5 | overall: 3,-6.2%,Budweiser | Anheuser-Busch
"Mar 02, 2011",look: 3 | smell: 2 | taste: 2 | feel: 2 | overall: 2,-15.2%,Budweiser | Anheuser-Busch
"Mar 02, 2011",look: 2 | smell: 2 | taste: 2 | feel: 2 | overall: 1.5,-21.8%,Budweiser | Anheuser-Busch
"Feb 28, 2011",look: 2.5 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 3.5,+11.1%,Budweiser | Anheuser-Busch
"Feb 27, 2011",look: 4 | smell: 2.5 | taste: 3 | feel: 3 | overall: 4.5,+33.3%,Budweiser | Anheuser-Busch
"Feb 25, 2011",look: 1 | smell: 1 | taste: 1 | feel: 1 | overall: 2,-50.6%,Budweiser | Anheuser-Busch
