Pos.This.Week|Pos.Last.Week|Peak.Pos.This.Week|Total.Weeks|Title|Artist|Entry.Date|Pos.Entry|Overall.Peak.Pos|Overall.Total.Weeks|Chart.Date
91|84|58|11|Don't Talk|JON B|2001-02-17|79|58|14|20010428
92|96|81|17|Lady (Hear Me Tonight)|MODJO|2001-01-06|95|81|19|20010428
93|90|87|9|Chickenhead|PROJECT PAT|2001-03-03|97|87|12|20010428
94|91|64|10|Just Another Girl|MONICA|2001-02-24|74|64|13|20010428
95|94|33|17|You Make Me Sick|PINK|2001-01-06|68|33|19|20010428
96|NEW|96|1|That's How I Beat Shaq|AARON CARTER|2001-04-28|96|96|2|20010428
97|93|86|13|Change The Game|JAY-Z
98|98|71|14|Soul Sista|BILAL|2001-01-27|97|71|14|20010428
99|NEW|99|1|Like Wow!|LESLIE CARTER|2001-04-28|99|99|1|20010428
100|99|86|4|Too Little Too Late|BARENAKED LADIES|2001-04-07|86|86|4|20010428
1|1|1|6|All For You|JANET|2001-03-17|14|1|22|20010421
2|2|2|6|Survivor|DESTINY'S CHILD|2001-03-17|43|2|20|20010421
3|3|1|17|Angel|SHAGGY featuring RAYVON|2000-12-30|81|1|28|20010421
4|6|4|15|Thank You|DIDO|2001-01-13|80|3|39|20010421
5|5|5|11|Missing You|CASE|2001-02-10|92|4|22|20010421
6|4|1|16|Butterfly|CRAZY TOWN|2001-01-06|75|1|23|20010421
7|9|1|16|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010421
8|16|8|4|Get Over Yourself|EDEN'S CRUSH|2001-03-31|8|8|14|20010421
9|7|4|23|Again|LENNY KRAVITZ|2000-11-18|72|4|32|20010421
10|14|10|11|Hanging By A Moment|LIFEHOUSE|2001-02-10|76|2|54|20010421
11|10|10|15|Stranger In My House|TAMIA|2001-01-13|79|10|21|20010421
12|12|12|9|Ride Wit Me|NELLY featuring CITY SPUD|2001-02-24|57|3|29|20010421
13|8|7|13|Jaded|AEROSMITH|2001-01-27|58|7|20|20010421
14|13|11|20|Crazy|K-CI & JOJO|2000-12-09|69|11|25|20010421
15|15|15|6|Bizounce|OLIVIA|2001-03-17|94|15|14|20010421
16|11|8|18|Put It On Me|JA RULE featuring LIL' MO & VITA|2000-12-23|95|8|27|20010421
17|18|5|27|If You're Gone|MATCHBOX TWENTY|2000-10-21|52|5|42|20010421
18|19|18|21|South Side|MOBY featuring GWEN STEFANI|2000-12-02|94|14|32|20010421
19|20|14|13|I Hope You Dance|LEE ANN WOMACK with SONS OF THE DESERT|2001-01-27|28|14|28|20010421
20|17|9|18|Promise|JAGGED EDGE|2000-12-23|73|9|21|20010421
21|22|21|7|Heard It All Before|SUNSHINE ANDERSON|2001-03-10|55|18|20|20010421
22|25|22|7|Follow Me|UNCLE KRACKER|2001-03-10|72|5|33|20010421
23|26|23|8|Never Had A Dream Come True|S CLUB 7|2001-03-03|61|10|20|20010421
24|24|24|10|Love|MUSIQ SOULCHILD|2001-02-17|77|24|21|20010421
25|28|25|5|What Would You Do?|CITY HIGH|2001-03-24|99|8|28|20010421
26|29|26|8|Oochie Wally|QB'S FINEST featuring NAS|2001-03-03|76|26|20|20010421
27|37|27|8|I'm Like A Bird|NELLY FURTADO|2001-03-03|66|9|24|20010421
28|46|28|3|Play|JENNIFER LOPEZ|2001-04-07|76|18|20|20010421
29|70|29|2|Lady Marmalade|CHRISTINA AGUILERA
30|31|28|13|Who I Am|JESSICA ANDREWS|2001-01-27|79|28|20|20010421
31|44|31|5|Get Ur Freak On|MISSY  ELLIOTT|2001-03-24|65|7|24|20010421
32|27|4|20|Don't Tell Me|MADONNA|2000-12-09|78|4|21|20010421
33|21|13|13|Nobody Wants To Be Lonely|RICKY MARTIN with CHRISTINA AGUILERA|2001-01-27|66|13|20|20010421
34|40|34|7|Ain't Nothing 'Bout You|BROOKS & DUNN|2001-03-10|77|25|20|20010421
35|30|23|25|No More (Baby I'ma Do Right)|3LW|2000-11-04|96|23|25|20010421
36|32|6|31|The Way You Love Me|FAITH HILL|2000-09-23|46|6|36|20010421
37|38|37|8|It's A Great Day To Be Alive|TRAVIS TRITT|2001-03-03|78|33|20|20010421
38|34|34|13|Breatless|THE CORRS|2001-01-27|81|34|20|20010421
39|23|3|20|Love Don't Cost A Thing|JENNIFER LOPEZ|2000-12-09|46|3|21|20010421
40|35|29|14|One More Day|DIAMOND RIO|2001-01-20|79|29|20|20010421
41|42|41|8|So Fresh
42|49|42|6|Maybe I Deserve|TANK|2001-03-17|71|38|20|20010421
43|57|43|4|Fiesta|R. KELLY featuring JAY-Z|2001-03-31|73|6|21|20010421
"44|33|1|25|It Wasn't Me|SHAGGY featuring RICARDO ""RIKROK"" DUCENT|2000-11-04|57|1|25|20010421"
45|39|39|12|If My Heart Had Wings|FAITH HILL|2001-02-03|80|39|18|20010421
46|41|23|14|Southern Hospitality|LUDACRIS|2001-01-20|86|23|20|20010421
47|47|47|6|Drops Of Jupiter (Tell Me)|TRAIN|2001-03-17|77|5|53|20010421
48|52|48|7|Don't Happen Twice|KENNY CHESNEY|2001-03-10|82|26|20|20010421
49|51|49|6|If I Fall You're Going Down With Me|DIXIE CHICKS|2001-03-17|75|38|18|20010421
50|53|50|4|Grown Men Don't Cry|TIM McGRAW|2001-03-31|70|25|20|20010421
51|43|32|17|You Shouldn't Kiss Me Like This|TOBY KEITH|2000-12-30|77|32|20|20010421
52|36|6|20|It's Over Now|112|2000-12-09|82|6|20|20010421
53|48|43|11|A Long Walk|JILL SCOTT|2001-02-10|78|43|19|20010421
54|60|54|5|Mrs. Steven Rudy|MARK McGUINN|2001-03-24|84|44|15|20010421
55|64|55|10|Drive|INCUBUS|2001-02-17|75|9|39|20010421
56|54|42|12|Free|MYA|2001-02-03|75|42|16|20010421
57|56|28|11|Around The World (La La La La La)|ATC|2001-02-10|53|28|18|20010421
58|62|58|5|Lay Low|SNOOP DOGG feat MASTER P
59|61|59|6|She Misses Him|TIM RUSHLOW|2001-03-17|74|59|11|20010421
60|59|47|10|Who's That Girl?|EVE|2001-02-17|73|47|18|20010421
61|66|61|7|Yellow|COLDPLAY|2001-03-10|73|48|20|20010421
62|65|62|9|Look At Us|SARINA PARIS|2001-02-24|99|59|20|20010421
63|75|63|2|Peaches & Cream|112|2001-04-14|75|4|29|20010421
64|73|64|7|Take It To Da House|TRICK DADDY featuring THE SNS EXPRESS|2001-03-10|99|50|20|20010421
65|55|26|19|Could It Be|JAHEIM|2000-12-16|99|26|20|20010421
66|45|14|19|Danger (Been So Long)|MYSTIKAL featuring NIVEA|2000-12-16|77|14|20|20010421
67|58|44|15|After Party|KOFFEE BROWN|2001-01-13|98|44|20|20010421
68|71|68|4|Video|INDIA.ARIE|2001-03-31|80|47|17|20010421
69|83|69|4|Superwoman|LIL' MO|2001-03-31|98|11|22|20010421
70|63|63|4|Request Line|BLACK EYED PEAS featuring MACY GRAY|2001-03-31|77|63|8|20010421
71|68|58|8|Best I Ever Had (Grey Sky Morning)|VERTICAL HORIZON|2001-03-03|65|58|16|20010421
72|69|61|11|One More Time|DAFT PUNK|2001-02-10|89|61|16|20010421
73|79|73|2|It's Been Awhile|STAIND|2001-04-14|79|5|46|20010421
74|72|56|13|Outside|AARON LEWIS OF STAIND with FRED DURST|2001-01-27|82|56|19|20010421
75|67|37|18|But For The Grace Of God|KEITH URBAN|2000-12-23|81|37|20|20010421
76|76|76|2|If You Can Do Anything Else|GEORGE STRAIT|2001-04-14|76|51|18|20010421
77|78|77|3|There It Is|GINUWINE|2001-04-07|82|66|10|20010421
78|74|71|12|Pour Me|TRICK PONY|2001-02-03|95|71|14|20010421
79|80|79|3|Right Where I Need To Be|GARY ALLAN|2001-04-07|83|42|20|20010421
80|81|80|3|I Like Them Girls|TYRESE|2001-04-07|87|48|19|20010421
81|82|81|2|Puppy Love|LIL' BOW WOW featuring JAGGED EDGE|2001-04-14|82|75|7|20010421
82|NEW|82|1|Until The End Of Time|2PAC|2001-04-21|82|52|14|20010421
83|NEW|83|1|I Could Not Ask For More|SARA EVANS|2001-04-21|83|35|20|20010421
84|77|58|10|Don't Talk|JON B|2001-02-17|79|58|14|20010421
85|87|85|3|She Couldn't Change Me|MONTGOMERY GENTRY|2001-04-07|94|37|21|20010421
86|88|86|3|Guilty Until Proven Innocent|JAY-Z featuring R. KELLY|2001-04-07|97|82|8|20010421
87|86|75|11|One Step Closer|LINKIN PARK|2001-02-10|81|75|17|20010421
88|89|40|18|There Is No Arizona|JAMIE O'NEAL|2000-12-23|72|40|20|20010421
89|91|89|3|La Bomba|AZUL AZUL|2001-04-07|96|70|20|20010421
90|93|87|8|Chickenhead|PROJECT PAT|2001-03-03|97|87|12|20010421
91|85|64|9|Just Another Girl|MONICA|2001-02-24|74|64|13|20010421
92|84|21|7|Bow Wow (That's My Mame)|LIL' BOW WOW|2001-03-10|21|21|7|20010421
93|92|86|12|Change The Game|JAY-Z
94|90|33|16|You Make Me Sick|PINK|2001-01-06|68|33|19|20010421
95|98|34|20|My Everything|98 DEGREES|2000-12-09|62|34|20|20010421
96|99|81|16|Lady (Hear Me Tonight)|MODJO|2001-01-06|95|81|19|20010421
97|97|44|20|One Woman Man|DAVE HOLLISTER|2000-12-09|86|44|20|20010421
98|96|71|13|Soul Sista|BILAL|2001-01-27|97|71|14|20010421
99|95|86|3|Too Little Too Late|BARENAKED LADIES|2001-04-07|86|86|4|20010421
100|100|57|10|Thank You For Loving Me|BON JOVI|2001-02-17|68|57|10|20010421
1|2|1|5|All For You|JANET|2001-03-17|14|1|22|20010414
2|4|2|5|Survivor|DESTINY'S CHILD|2001-03-17|43|2|20|20010414
3|3|1|16|Angel|SHAGGY featuring RAYVON|2000-12-30|81|1|28|20010414
4|1|1|15|Butterfly|CRAZY TOWN|2001-01-06|75|1|23|20010414
5|37|5|10|Missing You|CASE|2001-02-10|92|4|22|20010414
6|6|6|14|Thank You|DIDO|2001-01-13|80|3|39|20010414
7|5|4|22|Again|LENNY KRAVITZ|2000-11-18|72|4|32|20010414
8|7|7|12|Jaded|AEROSMITH|2001-01-27|58|7|20|20010414
9|9|1|15|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010414
10|53|10|14|Stranger In My House|TAMIA|2001-01-13|79|10|21|20010414
11|10|8|17|Put It On Me|JA RULE featuring LIL' MO & VITA|2000-12-23|95|8|27|20010414
12|17|12|8|Ride Wit Me|NELLY featuring CITY SPUD|2001-02-24|57|3|29|20010414
13|11|11|19|Crazy|K-CI & JOJO|2000-12-09|69|11|25|20010414
14|14|14|10|Hanging By A Moment|LIFEHOUSE|2001-02-10|76|2|54|20010414
15|18|15|5|Bizounce|OLIVIA|2001-03-17|94|15|14|20010414
16|8|8|3|Get Over Yourself|EDEN'S CRUSH|2001-03-31|8|8|14|20010414
17|12|9|17|Promise|JAGGED EDGE|2000-12-23|73|9|21|20010414
18|13|5|26|If You're Gone|MATCHBOX TWENTY|2000-10-21|52|5|42|20010414
19|19|19|20|South Side|MOBY featuring GWEN STEFANI|2000-12-02|94|14|32|20010414
20|21|14|12|I Hope You Dance|LEE ANN WOMACK with SONS OF THE DESERT|2001-01-27|28|14|28|20010414
21|16|13|12|Nobody Wants To Be Lonely|RICKY MARTIN with CHRISTINA AGUILERA|2001-01-27|66|13|20|20010414
22|25|22|6|Heard It All Before|SUNSHINE ANDERSON|2001-03-10|55|18|20|20010414
23|15|3|19|Love Don't Cost A Thing|JENNIFER LOPEZ|2000-12-09|46|3|21|20010414
24|24|24|9|Love|MUSIQ SOULCHILD|2001-02-17|77|24|21|20010414
25|32|25|6|Follow Me|UNCLE KRACKER|2001-03-10|72|5|33|20010414
26|26|26|7|Never Had A Dream Come True|S CLUB 7|2001-03-03|61|10|20|20010414
27|20|4|19|Don't Tell Me|MADONNA|2000-12-09|78|4|21|20010414
28|38|28|4|What Would You Do?|CITY HIGH|2001-03-24|99|8|28|20010414
29|31|29|7|Oochie Wally|QB'S FINEST featuring NAS|2001-03-03|76|26|20|20010414
30|23|23|24|No More (Baby I'ma Do Right)|3LW|2000-11-04|96|23|25|20010414
31|28|28|12|Who I Am|JESSICA ANDREWS|2001-01-27|79|28|20|20010414
32|27|6|30|The Way You Love Me|FAITH HILL|2000-09-23|46|6|36|20010414
"33|22|1|24|It Wasn't Me|SHAGGY featuring RICARDO ""RIKROK"" DUCENT|2000-11-04|57|1|25|20010414"
34|34|34|12|Breatless|THE CORRS|2001-01-27|81|34|20|20010414
35|29|29|13|One More Day|DIAMOND RIO|2001-01-20|79|29|20|20010414
36|33|6|19|It's Over Now|112|2000-12-09|82|6|20|20010414
37|40|37|7|I'm Like A Bird|NELLY FURTADO|2001-03-03|66|9|24|20010414
38|41|38|7|It's A Great Day To Be Alive|TRAVIS TRITT|2001-03-03|78|33|20|20010414
39|43|39|11|If My Heart Had Wings|FAITH HILL|2001-02-03|80|39|18|20010414
40|47|40|6|Ain't Nothing 'Bout You|BROOKS & DUNN|2001-03-10|77|25|20|20010414
41|36|23|13|Southern Hospitality|LUDACRIS|2001-01-20|86|23|20|20010414
42|54|42|7|So Fresh
43|42|32|16|You Shouldn't Kiss Me Like This|TOBY KEITH|2000-12-30|77|32|20|20010414
44|59|44|4|Get Ur Freak On|MISSY  ELLIOTT|2001-03-24|65|7|24|20010414
45|39|14|18|Danger (Been So Long)|MYSTIKAL featuring NIVEA|2000-12-16|77|14|20|20010414
46|76|46|2|Play|JENNIFER LOPEZ|2001-04-07|76|18|20|20010414
47|57|47|5|Drops Of Jupiter (Tell Me)|TRAIN|2001-03-17|77|5|53|20010414
48|50|43|10|A Long Walk|JILL SCOTT|2001-02-10|78|43|19|20010414
49|62|49|5|Maybe I Deserve|TANK|2001-03-17|71|38|20|20010414
50|35|1|23|Ms. Jackson|OUTKAST|2000-11-11|55|1|23|20010414
51|52|51|5|If I Fall You're Going Down With Me|DIXIE CHICKS|2001-03-17|75|38|18|20010414
52|56|52|6|Don't Happen Twice|KENNY CHESNEY|2001-03-10|82|26|20|20010414
53|60|53|3|Grown Men Don't Cry|TIM McGRAW|2001-03-31|70|25|20|20010414
54|48|42|11|Free|MYA|2001-02-03|75|42|16|20010414
55|44|26|18|Could It Be|JAHEIM|2000-12-16|99|26|20|20010414
56|45|28|10|Around The World (La La La La La)|ATC|2001-02-10|53|28|18|20010414
57|72|57|3|Fiesta|R. KELLY featuring JAY-Z|2001-03-31|73|6|21|20010414
58|51|44|14|After Party|KOFFEE BROWN|2001-01-13|98|44|20|20010414
59|55|47|9|Who's That Girl?|EVE|2001-02-17|73|47|18|20010414
60|67|60|4|Mrs. Steven Rudy|MARK McGUINN|2001-03-24|84|44|15|20010414
61|61|61|5|She Misses Him|TIM RUSHLOW|2001-03-17|74|59|11|20010414
62|73|62|4|Lay Low|SNOOP DOGG feat MASTER P
63|63|63|3|Request Line|BLACK EYED PEAS featuring MACY GRAY|2001-03-31|77|63|8|20010414
64|70|60|9|Drive|INCUBUS|2001-02-17|75|9|39|20010414
65|74|65|8|Look At Us|SARINA PARIS|2001-02-24|99|59|20|20010414
66|68|66|6|Yellow|COLDPLAY|2001-03-10|73|48|20|20010414
67|58|37|17|But For The Grace Of God|KEITH URBAN|2000-12-23|81|37|20|20010414
68|65|58|7|Best I Ever Had (Grey Sky Morning)|VERTICAL HORIZON|2001-03-03|65|58|16|20010414
69|66|61|10|One More Time|DAFT PUNK|2001-02-10|89|61|16|20010414
70|NEW|70|1|Lady Marmalade|CHRISTINA AGUILERA
71|78|71|3|Video|INDIA.ARIE|2001-03-31|80|47|17|20010414
72|69|56|12|Outside|AARON LEWIS OF STAIND with FRED DURST|2001-01-27|82|56|19|20010414
73|77|73|6|Take It To Da House|TRICK DADDY featuring THE SNS EXPRESS|2001-03-10|99|50|20|20010414
74|71|71|11|Pour Me|TRICK PONY|2001-02-03|95|71|14|20010414
75|NEW|75|1|Peaches & Cream|112|2001-04-14|75|4|29|20010414
76|NEW|76|1|If You Can Do Anything Else|GEORGE STRAIT|2001-04-14|76|51|18|20010414
77|75|58|9|Don't Talk|JON B|2001-02-17|79|58|14|20010414
78|82|78|2|There It Is|GINUWINE|2001-04-07|82|66|10|20010414
79|NEW|79|1|It's Been Awhile|STAIND|2001-04-14|79|5|46|20010414
80|83|80|2|Right Where I Need To Be|GARY ALLAN|2001-04-07|83|42|20|20010414
81|87|81|2|I Like Them Girls|TYRESE|2001-04-07|87|48|19|20010414
82|NEW|82|1|Puppy Love|LIL' BOW WOW featuring JAGGED EDGE|2001-04-14|82|75|7|20010414
83|88|83|3|Superwoman|LIL' MO|2001-03-31|98|11|22|20010414
84|64|21|6|Bow Wow (That's My Mame)|LIL' BOW WOW|2001-03-10|21|21|7|20010414
85|79|64|8|Just Another Girl|MONICA|2001-02-24|74|64|13|20010414
86|85|75|10|One Step Closer|LINKIN PARK|2001-02-10|81|75|17|20010414
87|94|87|2|She Couldn't Change Me|MONTGOMERY GENTRY|2001-04-07|94|37|21|20010414
88|97|88|2|Guilty Until Proven Innocent|JAY-Z featuring R. KELLY|2001-04-07|97|82|8|20010414
89|84|40|17|There Is No Arizona|JAMIE O'NEAL|2000-12-23|72|40|20|20010414
90|80|33|15|You Make Me Sick|PINK|2001-01-06|68|33|19|20010414
91|96|91|2|La Bomba|AZUL AZUL|2001-04-07|96|70|20|20010414
92|100|86|11|Change The Game|JAY-Z
93|92|87|7|Chickenhead|PROJECT PAT|2001-03-03|97|87|12|20010414
94|89|42|20|Burn|JO DEE MESSINA|2000-12-02|77|42|20|20010414
95|86|86|2|Too Little Too Late|BARENAKED LADIES|2001-04-07|86|86|4|20010414
96|81|71|12|Soul Sista|BILAL|2001-01-27|97|71|14|20010414
97|91|44|19|One Woman Man|DAVE HOLLISTER|2000-12-09|86|44|20|20010414
98|95|34|19|My Everything|98 DEGREES|2000-12-09|62|34|20|20010414
99|90|81|15|Lady (Hear Me Tonight)|MODJO|2001-01-06|95|81|19|20010414
100|93|57|9|Thank You For Loving Me|BON JOVI|2001-02-17|68|57|10|20010414
1|2|1|14|Butterfly|CRAZY TOWN|2001-01-06|75|1|23|20010407
2|3|2|4|All For You|JANET|2001-03-17|14|1|22|20010407
3|1|1|15|Angel|SHAGGY featuring RAYVON|2000-12-30|81|1|28|20010407
4|7|4|4|Survivor|DESTINY'S CHILD|2001-03-17|43|2|20|20010407
5|5|4|21|Again|LENNY KRAVITZ|2000-11-18|72|4|32|20010407
6|6|6|13|Thank You|DIDO|2001-01-13|80|3|39|20010407
7|9|7|11|Jaded|AEROSMITH|2001-01-27|58|7|20|20010407
8|8|8|2|Get Over Yourself|EDEN'S CRUSH|2001-03-31|8|8|14|20010407
9|4|1|14|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010407
10|10|8|16|Put It On Me|JA RULE featuring LIL' MO & VITA|2000-12-23|95|8|27|20010407
11|12|11|18|Crazy|K-CI & JOJO|2000-12-09|69|11|25|20010407
12|15|9|16|Promise|JAGGED EDGE|2000-12-23|73|9|21|20010407
13|14|5|25|If You're Gone|MATCHBOX TWENTY|2000-10-21|52|5|42|20010407
14|20|14|9|Hanging By A Moment|LIFEHOUSE|2001-02-10|76|2|54|20010407
15|11|3|18|Love Don't Cost A Thing|JENNIFER LOPEZ|2000-12-09|46|3|21|20010407
16|17|13|11|Nobody Wants To Be Lonely|RICKY MARTIN with CHRISTINA AGUILERA|2001-01-27|66|13|20|20010407
17|22|17|7|Ride Wit Me|NELLY featuring CITY SPUD|2001-02-24|57|3|29|20010407
18|86|18|4|Bizounce|OLIVIA|2001-03-17|94|15|14|20010407
19|19|19|19|South Side|MOBY featuring GWEN STEFANI|2000-12-02|94|14|32|20010407
20|13|4|18|Don't Tell Me|MADONNA|2000-12-09|78|4|21|20010407
21|18|14|11|I Hope You Dance|LEE ANN WOMACK with SONS OF THE DESERT|2001-01-27|28|14|28|20010407
"22|21|1|23|It Wasn't Me|SHAGGY featuring RICARDO ""RIKROK"" DUCENT|2000-11-04|57|1|25|20010407"
23|29|23|23|No More (Baby I'ma Do Right)|3LW|2000-11-04|96|23|25|20010407
24|24|24|8|Love|MUSIQ SOULCHILD|2001-02-17|77|24|21|20010407
25|32|25|5|Heard It All Before|SUNSHINE ANDERSON|2001-03-10|55|18|20|20010407
26|35|26|6|Never Had A Dream Come True|S CLUB 7|2001-03-03|61|10|20|20010407
27|23|6|29|The Way You Love Me|FAITH HILL|2000-09-23|46|6|36|20010407
28|33|28|11|Who I Am|JESSICA ANDREWS|2001-01-27|79|28|20|20010407
29|30|29|12|One More Day|DIAMOND RIO|2001-01-20|79|29|20|20010407
30|26|15|23|Crazy For This Girl|EVAN AND JARON|2000-11-04|58|15|23|20010407
31|40|31|6|Oochie Wally|QB'S FINEST featuring NAS|2001-03-03|76|26|20|20010407
32|49|32|5|Follow Me|UNCLE KRACKER|2001-03-10|72|5|33|20010407
33|16|6|18|It's Over Now|112|2000-12-09|82|6|20|20010407
34|36|34|11|Breatless|THE CORRS|2001-01-27|81|34|20|20010407
35|27|1|22|Ms. Jackson|OUTKAST|2000-11-11|55|1|23|20010407
36|25|23|12|Southern Hospitality|LUDACRIS|2001-01-20|86|23|20|20010407
37|55|37|9|Missing You|CASE|2001-02-10|92|4|22|20010407
38|84|38|3|What Would You Do?|CITY HIGH|2001-03-24|99|8|28|20010407
39|34|14|17|Danger (Been So Long)|MYSTIKAL featuring NIVEA|2000-12-16|77|14|20|20010407
40|47|40|6|I'm Like A Bird|NELLY FURTADO|2001-03-03|66|9|24|20010407
41|45|41|6|It's A Great Day To Be Alive|TRAVIS TRITT|2001-03-03|78|33|20|20010407
42|37|32|15|You Shouldn't Kiss Me Like This|TOBY KEITH|2000-12-30|77|32|20|20010407
43|46|43|10|If My Heart Had Wings|FAITH HILL|2001-02-03|80|39|18|20010407
44|39|26|17|Could It Be|JAHEIM|2000-12-16|99|26|20|20010407
45|28|28|9|Around The World (La La La La La)|ATC|2001-02-10|53|28|18|20010407
46|38|2|28|He Loves You Not|DREAM|2000-09-30|99|2|28|20010407
47|52|47|5|Ain't Nothing 'Bout You|BROOKS & DUNN|2001-03-10|77|25|20|20010407
48|54|42|10|Free|MYA|2001-02-03|75|42|16|20010407
49|42|3|53|Kryptonite|3 DOORS DOWN|2000-04-08|81|3|53|20010407
50|48|43|9|A Long Walk|JILL SCOTT|2001-02-10|78|43|19|20010407
51|44|44|13|After Party|KOFFEE BROWN|2001-01-13|98|44|20|20010407
52|60|52|4|If I Fall You're Going Down With Me|DIXIE CHICKS|2001-03-17|75|38|18|20010407
53|53|38|13|Stranger In My House|TAMIA|2001-01-13|79|10|21|20010407
54|63|54|6|So Fresh
55|51|47|8|Who's That Girl?|EVE|2001-02-17|73|47|18|20010407
56|56|56|5|Don't Happen Twice|KENNY CHESNEY|2001-03-10|82|26|20|20010407
57|57|57|4|Drops Of Jupiter (Tell Me)|TRAIN|2001-03-17|77|5|53|20010407
58|50|37|16|But For The Grace Of God|KEITH URBAN|2000-12-23|81|37|20|20010407
59|59|59|3|Get Ur Freak On|MISSY  ELLIOTT|2001-03-24|65|7|24|20010407
60|70|60|2|Grown Men Don't Cry|TIM McGRAW|2001-03-31|70|25|20|20010407
61|61|61|4|She Misses Him|TIM RUSHLOW|2001-03-17|74|59|11|20010407
62|62|62|4|Maybe I Deserve|TANK|2001-03-17|71|38|20|20010407
63|77|63|2|Request Line|BLACK EYED PEAS featuring MACY GRAY|2001-03-31|77|63|8|20010407
64|43|21|5|Bow Wow (That's My Mame)|LIL' BOW WOW|2001-03-10|21|21|7|20010407
65|58|58|6|Best I Ever Had (Grey Sky Morning)|VERTICAL HORIZON|2001-03-03|65|58|16|20010407
66|69|61|9|One More Time|DAFT PUNK|2001-02-10|89|61|16|20010407
67|76|67|3|Mrs. Steven Rudy|MARK McGUINN|2001-03-24|84|44|15|20010407
68|68|68|5|Yellow|COLDPLAY|2001-03-10|73|48|20|20010407
69|65|56|11|Outside|AARON LEWIS OF STAIND with FRED DURST|2001-01-27|82|56|19|20010407
70|66|60|8|Drive|INCUBUS|2001-02-17|75|9|39|20010407
71|71|71|10|Pour Me|TRICK PONY|2001-02-03|95|71|14|20010407
72|73|72|2|Fiesta|R. KELLY featuring JAY-Z|2001-03-31|73|6|21|20010407
73|74|73|3|Lay Low|SNOOP DOGG feat MASTER P
74|67|67|7|Look At Us|SARINA PARIS|2001-02-24|99|59|20|20010407
75|64|58|8|Don't Talk|JON B|2001-02-17|79|58|14|20010407
76|NEW|76|1|Play|JENNIFER LOPEZ|2001-04-07|76|18|20|20010407
77|79|77|5|Take It To Da House|TRICK DADDY featuring THE SNS EXPRESS|2001-03-10|99|50|20|20010407
78|80|78|2|Video|INDIA.ARIE|2001-03-31|80|47|17|20010407
79|75|64|7|Just Another Girl|MONICA|2001-02-24|74|64|13|20010407
80|72|33|14|You Make Me Sick|PINK|2001-01-06|68|33|19|20010407
81|88|71|11|Soul Sista|BILAL|2001-01-27|97|71|14|20010407
82|NEW|82|1|There It Is|GINUWINE|2001-04-07|82|66|10|20010407
83|NEW|83|1|Right Where I Need To Be|GARY ALLAN|2001-04-07|83|42|20|20010407
84|78|40|16|There Is No Arizona|JAMIE O'NEAL|2000-12-23|72|40|20|20010407
85|83|75|9|One Step Closer|LINKIN PARK|2001-02-10|81|75|17|20010407
86|NEW|86|1|Too Little Too Late|BARENAKED LADIES|2001-04-07|86|86|4|20010407
87|NEW|87|1|I Like Them Girls|TYRESE|2001-04-07|87|48|19|20010407
88|98|88|2|Superwoman|LIL' MO|2001-03-31|98|11|22|20010407
89|82|42|19|Burn|JO DEE MESSINA|2000-12-02|77|42|20|20010407
90|81|81|14|Lady (Hear Me Tonight)|MODJO|2001-01-06|95|81|19|20010407
91|90|44|18|One Woman Man|DAVE HOLLISTER|2000-12-09|86|44|20|20010407
92|87|87|6|Chickenhead|PROJECT PAT|2001-03-03|97|87|12|20010407
93|85|57|8|Thank You For Loving Me|BON JOVI|2001-02-17|68|57|10|20010407
94|NEW|94|1|She Couldn't Change Me|MONTGOMERY GENTRY|2001-04-07|94|37|21|20010407
95|94|34|18|My Everything|98 DEGREES|2000-12-09|62|34|20|20010407
96|NEW|96|1|La Bomba|AZUL AZUL|2001-04-07|96|70|20|20010407
97|NEW|97|1|Guilty Until Proven Innocent|JAY-Z featuring R. KELLY|2001-04-07|97|82|8|20010407
98|92|71|11|I Did It|DAVE MATTHEWS BAND|2001-01-27|76|71|11|20010407
99|91|47|20|Emotional|CARL THOMAS|2000-11-25|77|47|20|20010407
100|96|86|10|Change The Game|JAY-Z
1|2|1|14|Angel|SHAGGY featuring RAYVON|2000-12-30|81|1|28|20010331
2|1|1|13|Butterfly|CRAZY TOWN|2001-01-06|75|1|23|20010331
3|6|3|3|All For You|JANET|2001-03-17|14|1|22|20010331
4|3|1|13|Stutter|JOE featuring MYSTIKAL|2001-01-06|73|1|26|20010331
5|4|4|20|Again|LENNY KRAVITZ|2000-11-18|72|4|32|20010331
6|12|6|12|Thank You|DIDO|2001-01-13|80|3|39|20010331
7|17|7|3|Survivor|DESTINY'S CHILD|2001-03-17|43|2|20|20010331
8|NEW|8|1|Get Over Yourself|EDEN'S CRUSH|2001-03-31|8|8|14|20010331
9|16|9|10|Jaded|AEROSMITH|2001-01-27|58|7|20|20010331
10|8|8|15|Put It On Me|JA RULE featuring LIL' MO & VITA|2000-12-23|95|8|27|20010331
11|5|3|17|Love Don't Cost A Thing|JENNIFER LOPEZ|2000-12-09|46|3|21|20010331
12|11|11|17|Crazy|K-CI & JOJO|2000-12-09|69|11|25|20010331
13|9|4|17|Don't Tell Me|MADONNA|2000-12-09|78|4|21|20010331
14|14|5|24|If You're Gone|MATCHBOX TWENTY|2000-10-21|52|5|42|20010331
