Record Number,"NYC Borough, Block, and Lot (BBL)",Co-reported BBL Status,BBLs Co-reported,Reported NYC Building Identificaiton Numbers (BINs),Street Number,Street Name,Borough,Zip Code,DOF Benchmarking Submission Status,Site EUI(kBtu/ft2),Weather Normalized Site EUI(kBtu/ft2),Source EUI(kBtu/ft2),Weather Normalized Source EUI(kBtu/ft2),Municipally Supplied Potable Water - Indoor Intensity (gal/ft²),Automatic Water Benchmarking Eligible,Reported Water Method,ENERGY STAR Score,Total GHG Emissions(MtCO2e),Direct GHG Emissions(MtCO2e),Indirect GHG Emissions(MtCO2e),Reported Property Floor Area (Building(s)) (ft²),DOF Property Floor Area (Buildngs and Parking)(ft2),Primary Property Type - Self Selected,DOF Number of Buildings
4975,1021370126,,1021370126,1063370,106,FT WASHINGTON AVENUE,Manhattan,10032,Filed,102.1,101.6,133.4,132.7,Not Available,No,None,Not Available,549.1,465.5,83.6,72817,71166,Multifamily Housing,1
4976,1021370141,,1021370141,1063371,3915,BROADWAY,Manhattan,10032,Filed,124.3,Not Available,156.5,Not Available,55.23,No,Manual,Not Available,549.1,480,69.099999999999994,58845,58845,Multifamily Housing,1
4977,1021370145,,1021370145,1063372,601,WEST  164 STREET,Manhattan,10032,Filed,93.3,93.2,123.5,123.2,Not Available,No,None,Not Available,510,429.7,80.3,71773,58104,Multifamily Housing,1
4978,1021370147,,1021370147,1063373,615,WEST  164 STREET,Manhattan,10032,Filed,119.8,119.8,165.6,165.6,Not Available,Yes,None,Not Available,504.3,410.4,93.9,55111,55111,Multifamily Housing,1
4979,1021370152,,1021370152,1063374,625,WEST  164 STREET,Manhattan,10032,Filed,170,166.8,210.7,207.2,Not Available,No,None,Not Available,706.7,625.1,81.599999999999994,54750,54750,Multifamily Housing,1
4980,1021370157,,1021370157,1063375,118,FT WASHINGTON AVENUE,Manhattan,10032,Filed,97,96.9,131.4,131,5.78,Yes,ABS,Not Available,904.9,747.4,157.5,123928,123937,Multifamily Housing,1
4981,1021370168,,1-02137-0168,1063376,130,FT WASHINGTON AVENUE,Manhattan,10032,Filed,72.8,72.4,103.2,102.9,71.64,Yes,ABS,Not Available,694.3,551.9,142.4,125928,80886,Multifamily Housing,1
4982,1021370190,,1021370190,1063378,3931,BROADWAY,Manhattan,10032,Filed,105.4,105.4,140,140,Not Available,Yes,None,Not Available,587.9,494,93.9,73213,60781,Multifamily Housing,1
4984,1021380102,,1021380102,1063383,600,WEST  169 STREET,Manhattan,10032,Filed,95.7,94.4,125.8,124.4,96.28,Yes,ABS,Not Available,520.1,440.7,79.400000000000006,71378,64998,Multifamily Housing,1
4985,1021380134,,1-02138-0134,1063386,238,FT WASHINGTON AVENUE,Manhattan,10032,Filed,113.9,113.8,149.6,149.3,84.85,Yes,ABS,Not Available,550.6,466,84.6,64337,55146,Multifamily Housing,1
4986,1021380147,,1021380147,1063392,630,WEST  170 STREET,Manhattan,10032,Filed,119.3,118.8,164.3,163.3,Not Available,No,None,Not Available,482.1,393.7,88.4,52921,52921,Multifamily Housing,1
4987,1021380155,,1021380155,1063393,620,WEST  170 STREET,Manhattan,10032,Filed,104.7,102.6,116.7,114.6,56.67,Yes,ABS,Not Available,489.4,463.5,25.9,61848,61848,Multifamily Housing,1
4988,1021380175,,1021380175,1063397,625,WEST  169 STREET,Manhattan,10032,Filed,104.3,102.7,149,147.3,Not Available,No,None,Not Available,456.3,361.1,95.2,57195,57195,Multifamily Housing,1
4989,1021390017,,1021390017,1063400,1050,RIVERSIDE DRIVE,Manhattan,10032,Filed,256.5,256,394.3,393.8,Not Available,No,None,26,,,1341.2,256013,213214,Office,1
4990,1021390030,,1021390030,1063401,50,HAVEN AVENUE,Manhattan,10032,Filed,101.2,100.4,152.69999999999999,151.9,Not Available,No,None,86,1303.0999999999999,970.4,332.7,174347,266240,Office,1
4991,1021390051,,1021390051,1063402,1,HAVEN AVENUE,Manhattan,10032,Filed,568.1,568.4,911.7,912.1,Not Available,No,None,1,,,4244,324836,230565,Office,1
4992,1021390152,,1021390152,1063407,245,FT WASHINGTON AVENUE,Manhattan,10032,Filed,157.1,156.1,180.3,179.3,40.86,Yes,ABS,Not Available,939.2,873.9,65.3,78988,71808,Multifamily Housing,1
4993,1021390170,,1021390170,1063413,708,WEST  171 STREET,Manhattan,10032,Filed,52.2,52.1,71.900000000000006,71.7,41.6,Yes,ABS,Not Available,242.2,196.7,45.5,62250,51140,Multifamily Housing,1
4994,1021390187,,1-02139-0187,1063418,105,HAVEN AVENUE,Manhattan,10032,Filed,123.4,122.8,156.69999999999999,156.2,163.36,Yes,ABS,Not Available,546.29999999999995,474.5,71.8,58574,55785,Multifamily Housing,1
4995,1021390210,,1021390210,1063423,52,HAVEN AVENUE,Manhattan,10032,Filed,83.3,82.5,121.2,120.4,Not Available,No,None,91,1707.9,1328.1,379.8,268859,136608,Office,1
4996,1021390214,,1-02139-0214,1063424,70,HAVEN AVENUE,Manhattan,10032,Filed,43.7,43.3,62.8,62.2,Not Available,Yes,None,Not Available,235.5,184.9,50.6,71582,61356,Multifamily Housing,1
4998,1021390275,,1021390275,1063430,154,HAVEN AVENUE,Manhattan,10032,Filed,69.8,69.8,112.1,112.1,Not Available,Yes,ABS,94,448.1,314.10000000000002,134,84507,84442,Office,1
4999,1021390277,,1021390277,1063431,200,HAVEN AVENUE,Manhattan,10033,Filed,96.1,95.5,124.2,123.4,20.19,Yes,ABS,Not Available,913.6,784.3,129.30000000000001,124789,124789,Multifamily Housing,1
5000,1021390500,,1-02139-0500,1063446,227,HAVEN AVENUE,Manhattan,10033,Filed,96.3,96.3,125.1,125.1,Not Available,No,None,Not Available,535.29999999999995,457.7,77.599999999999994,73109,70980,Multifamily Housing,1
5001,1021390523,,1021390523,1063449,371,FT WASHINGTON AVENUE,Manhattan,10033,Filed,52.9,52.6,78.599999999999994,78.4,12.88,Yes,ABS,Not Available,323,244.5,78.5,81804,81804,Multifamily Housing,1
5002,1021390530,,1021390530,1063450,359,FT WASHINGTON AVENUE,Manhattan,10033,Filed,62.8,62.7,89.9,89.6,Not Available,No,Manual,Not Available,382.3,300.3,82,81804,81804,Multifamily Housing,1
5004,1021390551,,1-02139-0551,1063453,217,HAVEN AVENUE,Manhattan,10033,Filed,77.599999999999994,76.9,108.7,107.8,Not Available,No,None,Not Available,394,317,77,66453,64518,Multifamily Housing,1
168,1000750021,,1000750021,1075618,40,FULTON STREET,Manhattan,10038,Filed,87.5,86.6,219.5,218.6,17.55,Yes,None,54,1731.9,480.2,1251.7,249885,234553,Office,1
5032,1021450015,,1-02145-0015,1063560,4168,BROADWAY,Manhattan,10033,Filed,1359,1352.6,2339,2326.3,Not Available,No,None,Not Available,367.5,213,154.5,4350,85176,Parking,1
5007,1021410029,,1-02141-0029,1063463;1807886,615,WEST  172 STREET,Manhattan,10032,Filed,73.099999999999994,72.4,105.9,105.1,Not Available,No,None,Not Available,348.5,255.7,92.8,81557,69906,Multifamily Housing,1
5008,1021420001,,1-02142-0001,1063469,250,FT WASHINGTON AVENUE,Manhattan,10032,Filed,150,149.4,209.3,208.7,107.41,Yes,ABS,Not Available,260.10000000000002,199.5,60.6,30030,51600,Multifamily Housing,1
5009,1021420022,,1021420022,1063474,4041,BROADWAY,Manhattan,10032,Filed,104.9,Not Available,150.30000000000001,Not Available,91.4,No,Manual,Not Available,611.79999999999995,474.7,137.1,83069,70920,Multifamily Housing,1
5010,1021420030,,1021420030,1063475,4051,BROADWAY,Manhattan,10032,Filed,111.5,Not Available,168.3,Not Available,159.14,No,Manual,Not Available,603.20000000000005,448.2,155,73797,68752,Multifamily Housing,1
5011,1021420045,,1-02142-0045,1063480,260,FT WASHINGTON AVENUE,Manhattan,10032,Filed,,Not Available,,Not Available,14.8,Yes,ABS,Not Available,,,,54220,54220,Office,1
5012,1021420058,,1-02142-0058,1063482,651,WEST  171 STREET,Manhattan,10032,Filed,121,121.1,168,168.3,Not Available,No,None,Not Available,306.2,247.7,58.5,33605,50802,Multifamily Housing,1
14341,4021160006,,,,    99-12,  65 ROAD           ,Queens,11374,No Submission Matched to BBL,,,,,,N/A,None,,,,,#N/A,70500,,1
5014,1021420073,,1021420073,1063486,4069,BROADWAY,Manhattan,10032,Filed,101,100.6,141.30000000000001,140.9,Not Available,No,None,Not Available,431.5,346.2,85.3,57000,57000,Multifamily Housing,1
5015,1021420089,,1-02142-0089,1063491,280,FT WASHINGTON AVENUE,Manhattan,10032,Filed,131.9,128.4,185.7,182.1,86.26,Yes,ABS,Not Available,257.2,205.8,51.4,25740,50412,Multifamily Housing,1
5016,1021420090,,1-02142-0090,1063492,286,FT WASHINGTON AVENUE,Manhattan,10032,Filed,95.3,94.9,130,129.5,Not Available,No,None,Not Available,468,383.5,84.5,59300,72294,Multifamily Housing,1
5013,1021420066,,1021420066,1063495,4067,BROADWAY,Manhattan,10032,Filed,116,116,163.80000000000001,163.8,Not Available,No,None,Not Available,465.5,370.8,94.7,53357,53357,Multifamily Housing,1
5018,1021420109,,1-02142-0109,1063496,4087,BROADWAY,Manhattan,10032,Filed,145.1,145.1,194.5,194.5,Not Available,No,None,Not Available,720.5,596.79999999999995,123.7,68997,64896,Multifamily Housing,1
5020,1021420130,,1-02142-0130,1063500,4101,BROADWAY,Manhattan,10033,Filed,128.4,128.3,152.30000000000001,152,9.08,Yes,None,Not Available,801.4,730.3,71.099999999999994,82346,78425,Multifamily Housing,1
5021,1021420161,,1-02142-0161,1063504,326,FT WASHINGTON AVENUE,Manhattan,10033,Filed,90.8,Not Available,128.9,Not Available,Not Available,No,None,Not Available,477.2,371.9,105.3,76536,76536,Multifamily Housing,1
5022,1021420178,,1-02142-0178,1063507,370,FT WASHINGTON AVENUE,Manhattan,10033,Filed,158.6,158.5,190.3,190,Not Available,No,None,Not Available,1145.0999999999999,1035.2,109.9,95357,92580,Multifamily Housing,1
5023,1021420217,,1021420217,1063513,4151,BROADWAY,Manhattan,10033,Filed,104,Not Available,134.80000000000001,Not Available,64.6,Yes,None,Not Available,550,470.4,79.599999999999994,70436,70436,Multifamily Housing,1
5024,1021420224,,1021420224,1063514,4141,BROADWAY,Manhattan,10033,Filed,137.6,Not Available,167.6,Not Available,61.28,No,Manual,Not Available,742,664,78,71896,71896,Multifamily Housing,1
5025,1021420237,,1-02142-0237,1063517,4133,BROADWAY,Manhattan,10033,Filed,96.5,95.8,131.80000000000001,130.5,16.93,Yes,ABS,Not Available,638.5,521.9,116.6,89999,77877,Multifamily Housing,1
5026,1021420244,,1021420244,1063518,4121,BROADWAY,Manhattan,10033,Filed,476.9,474.8,596.79999999999995,594.8,Not Available,Yes,ABS,Not Available,701.6,616,85.6,19576,76812,Multifamily Housing,1
