"","X","Geography","Median.Household.Income","Income.Bucket","Color"
"1089",1089,"Census Tract 221.02, New York County, New York",41000,"Second-Lowest Quintile","#E7E7E7"
"1090",1090,"Census Tract 228, New York County, New York",32218,"Second-Lowest Quintile","#EEEEEE"
"1091",1091,"Census Tract 1257, Queens County, New York",58333,"Second-Highest Quintile","#D9D9D9"
"1092",1092,"Census Tract 779.08, Queens County, New York",44583,"Middle Quintile","#E4E4E4"
"1093",1093,"Census Tract 501, Kings County, New York",61888,"Second-Highest Quintile","#D5D5D5"
"1094",1094,"Census Tract 515, Kings County, New York",64196,"Second-Highest Quintile","#D3D3D3"
"1095",1095,"Census Tract 183, Kings County, New York",83105,"Highest Quintile","#C1C1C1"
"1096",1096,"Census Tract 211, Kings County, New York",70962,"Second-Highest Quintile","#CDCDCD"
"1097",1097,"Census Tract 185.01, Kings County, New York",22005,"Lowest Quintile","#F4F4F4"
"1098",1098,"Census Tract 187, Kings County, New York",59286,"Second-Highest Quintile","#D8D8D8"
"1099",1099,"Census Tract 85, Bronx County, New York",25783,"Lowest Quintile","#F2F2F2"
"1100",1100,"Census Tract 87, Bronx County, New York",24808,"Lowest Quintile","#F2F2F2"
"1101",1101,"Census Tract 84, Bronx County, New York",69722,"Second-Highest Quintile","#CECECE"
"1102",1102,"Census Tract 67, Bronx County, New York",16745,"Lowest Quintile","#F6F6F6"
"1103",1103,"Census Tract 531, Queens County, New York",54068,"Middle Quintile","#DCDCDC"
"1104",1104,"Census Tract 62, New York County, New York",92582,"Highest Quintile","#B6B6B6"
"1105",1105,"Census Tract 563, Kings County, New York",52500,"Middle Quintile","#DDDDDD"
"1106",1106,"Census Tract 43, Kings County, New York",109569,"Highest Quintile","#9F9F9F"
"1107",1107,"Census Tract 45, Kings County, New York",102992,"Highest Quintile","#A8A8A8"
"1108",1108,"Census Tract 154, Richmond County, New York",0,"Lowest Quintile","#FFFFFF"
"1109",1109,"Census Tract 156.03, Richmond County, New York",80459,"Highest Quintile","#C4C4C4"
"1110",1110,"Census Tract 84, Kings County, New York",27846,"Lowest Quintile","#F1F1F1"
"1111",1111,"Census Tract 88, Kings County, New York",43321,"Second-Lowest Quintile","#E5E5E5"
"1112",1112,"Census Tract 175, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"1113",1113,"Census Tract 12, New York County, New York",42862,"Second-Lowest Quintile","#E5E5E5"
"1114",1114,"Census Tract 295, New York County, New York",51045,"Middle Quintile","#DFDFDF"
"1115",1115,"Census Tract 1483, Queens County, New York",112446,"Highest Quintile","#9B9B9B"
"1116",1116,"Census Tract 205.01, Bronx County, New York",23615,"Lowest Quintile","#F3F3F3"
"1117",1117,"Census Tract 356.02, Kings County, New York",38526,"Second-Lowest Quintile","#E8E8E8"
"1118",1118,"Census Tract 364, Kings County, New York",36359,"Second-Lowest Quintile","#EAEAEA"
"1119",1119,"Census Tract 222, New York County, New York",31087,"Lowest Quintile","#EEEEEE"
"1120",1120,"Census Tract 224, New York County, New York",18253,"Lowest Quintile","#F6F6F6"
"1121",1121,"Census Tract 757.02, Queens County, New York",73514,"Highest Quintile","#CACACA"
"1122",1122,"Census Tract 158.01, Queens County, New York",47139,"Middle Quintile","#E2E2E2"
"1123",1123,"Census Tract 208, Queens County, New York",46667,"Middle Quintile","#E2E2E2"
"1124",1124,"Census Tract 246, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1125",1125,"Census Tract 189, Queens County, New York",54420,"Middle Quintile","#DCDCDC"
"1126",1126,"Census Tract 249, Queens County, New York",62186,"Second-Highest Quintile","#D5D5D5"
"1127",1127,"Census Tract 33, Queens County, New York",55625,"Middle Quintile","#DBDBDB"
"1128",1128,"Census Tract 462, Queens County, New York",40202,"Second-Lowest Quintile","#E7E7E7"
"1129",1129,"Census Tract 146.05, Richmond County, New York",90368,"Highest Quintile","#B9B9B9"
"1130",1130,"Census Tract 72, New York County, New York",81778,"Highest Quintile","#C2C2C2"
"1131",1131,"Census Tract 74, New York County, New York",124340,"Highest Quintile","#8C8C8C"
"1132",1132,"Census Tract 889.01, Queens County, New York",49030,"Middle Quintile","#E0E0E0"
"1133",1133,"Census Tract 560, Queens County, New York",71684,"Second-Highest Quintile","#CCCCCC"
"1134",1134,"Census Tract 439, Queens County, New York",52870,"Middle Quintile","#DDDDDD"
"1135",1135,"Census Tract 849, Queens County, New York",41750,"Second-Lowest Quintile","#E6E6E6"
"1136",1136,"Census Tract 369, Kings County, New York",25972,"Lowest Quintile","#F2F2F2"
"1137",1137,"Census Tract 1429, Queens County, New York",71466,"Second-Highest Quintile","#CCCCCC"
"1138",1138,"Census Tract 1451.01, Queens County, New York",56335,"Second-Highest Quintile","#DADADA"
"1139",1139,"Census Tract 792, Queens County, New York",72794,"Second-Highest Quintile","#CBCBCB"
"1140",1140,"Census Tract 62.01, Queens County, New York",55197,"Middle Quintile","#DBDBDB"
"1141",1141,"Census Tract 502.02, Kings County, New York",82784,"Highest Quintile","#C1C1C1"
"1142",1142,"Census Tract 504, Kings County, New York",70260,"Second-Highest Quintile","#CDCDCD"
"1143",1143,"Census Tract 279, Bronx County, New York",51667,"Middle Quintile","#DEDEDE"
"1144",1144,"Census Tract 368, Queens County, New York",64271,"Second-Highest Quintile","#D3D3D3"
"1145",1145,"Census Tract 358, Bronx County, New York",60607,"Second-Highest Quintile","#D7D7D7"
"1146",1146,"Census Tract 34, Kings County, New York",58393,"Second-Highest Quintile","#D9D9D9"
"1147",1147,"Census Tract 115, New York County, New York",84453,"Highest Quintile","#C0C0C0"
"1148",1148,"Census Tract 575, Kings County, New York",58409,"Second-Highest Quintile","#D9D9D9"
"1149",1149,"Census Tract 579, Kings County, New York",40987,"Second-Lowest Quintile","#E7E7E7"
"1150",1150,"Census Tract 187, New York County, New York",69917,"Second-Highest Quintile","#CECECE"
"1151",1151,"Census Tract 162, New York County, New York",30016,"Lowest Quintile","#EFEFEF"
"1152",1152,"Census Tract 1032.01, Queens County, New York",23308,"Lowest Quintile","#F3F3F3"
"1153",1153,"Census Tract 198, Queens County, New York",41637,"Second-Lowest Quintile","#E6E6E6"
"1154",1154,"Census Tract 196, Queens County, New York",51930,"Middle Quintile","#DEDEDE"
"1155",1155,"Census Tract 202, Queens County, New York",53692,"Middle Quintile","#DDDDDD"
"1156",1156,"Census Tract 220.01, Queens County, New York",53058,"Middle Quintile","#DDDDDD"
"1157",1157,"Census Tract 437.01, Queens County, New York",41132,"Second-Lowest Quintile","#E6E6E6"
"1158",1158,"Census Tract 437.02, Queens County, New York",43843,"Second-Lowest Quintile","#E4E4E4"
"1159",1159,"Census Tract 258, Queens County, New York",59615,"Second-Highest Quintile","#D8D8D8"
"1160",1160,"Census Tract 88, Queens County, New York",67639,"Second-Highest Quintile","#D0D0D0"
"1161",1161,"Census Tract 523, Kings County, New York",30417,"Lowest Quintile","#EFEFEF"
"1162",1162,"Census Tract 525, Kings County, New York",15948,"Lowest Quintile","#F7F7F7"
"1163",1163,"Census Tract 702.02, Kings County, New York",0,"Lowest Quintile","#FFFFFF"
"1164",1164,"Census Tract 146.07, Richmond County, New York",82318,"Highest Quintile","#C2C2C2"
"1165",1165,"Census Tract 366, Kings County, New York",48370,"Middle Quintile","#E1E1E1"
"1166",1166,"Census Tract 370, Kings County, New York",51361,"Middle Quintile","#DEDEDE"
"1167",1167,"Census Tract 374.01, Kings County, New York",50518,"Middle Quintile","#DFDFDF"
"1168",1168,"Census Tract 987, Queens County, New York",80757,"Highest Quintile","#C3C3C3"
"1169",1169,"Census Tract 155, New York County, New York",104643,"Highest Quintile","#A6A6A6"
"1170",1170,"Census Tract 54, Bronx County, New York",33672,"Second-Lowest Quintile","#ECECEC"
"1171",1171,"Census Tract 56, Bronx County, New York",30402,"Lowest Quintile","#EFEFEF"
"1172",1172,"Census Tract 327, Kings County, New York",37402,"Second-Lowest Quintile","#E9E9E9"
"1173",1173,"Census Tract 588, Kings County, New York",47066,"Middle Quintile","#E2E2E2"
"1174",1174,"Census Tract 590, Kings County, New York",62083,"Second-Highest Quintile","#D5D5D5"
"1175",1175,"Census Tract 606, Kings County, New York",47527,"Middle Quintile","#E1E1E1"
"1176",1176,"Census Tract 24, Queens County, New York",72402,"Second-Highest Quintile","#CBCBCB"
"1177",1177,"Census Tract 26, Queens County, New York",81291,"Highest Quintile","#C3C3C3"
"1178",1178,"Census Tract 374.02, Kings County, New York",32364,"Second-Lowest Quintile","#EDEDED"
"1179",1179,"Census Tract 106.02, New York County, New York",100110,"Highest Quintile","#ACACAC"
"1180",1180,"Census Tract 110, New York County, New York",100605,"Highest Quintile","#ABABAB"
"1181",1181,"Census Tract 116, New York County, New York",66333,"Second-Highest Quintile","#D1D1D1"
"1182",1182,"Census Tract 1085, Queens County, New York",88750,"Highest Quintile","#BBBBBB"
"1183",1183,"Census Tract 1099, Queens County, New York",51875,"Middle Quintile","#DEDEDE"
"1184",1184,"Census Tract 1133, Queens County, New York",83000,"Highest Quintile","#C1C1C1"
"1185",1185,"Census Tract 132.01, Richmond County, New York",84263,"Highest Quintile","#C0C0C0"
"1186",1186,"Census Tract 196, New York County, New York",18361,"Lowest Quintile","#F6F6F6"
"1187",1187,"Census Tract 146.08, Richmond County, New York",98980,"Highest Quintile","#ADADAD"
"1188",1188,"Census Tract 303.02, Richmond County, New York",75724,"Highest Quintile","#C8C8C8"
"1189",1189,"Census Tract 70, Richmond County, New York",63790,"Second-Highest Quintile","#D4D4D4"
"1190",1190,"Census Tract 598, Kings County, New York",54268,"Middle Quintile","#DCDCDC"
"1191",1191,"Census Tract 626, Kings County, New York",44625,"Middle Quintile","#E4E4E4"
"1192",1192,"Census Tract 478, Kings County, New York",41359,"Second-Lowest Quintile","#E6E6E6"
"1193",1193,"Census Tract 112.01, Richmond County, New York",57047,"Second-Highest Quintile","#DADADA"
"1194",1194,"Census Tract 114.01, Richmond County, New York",46616,"Middle Quintile","#E2E2E2"
"1195",1195,"Census Tract 9, New York County, New York",112083,"Highest Quintile","#9C9C9C"
"1196",1196,"Census Tract 161, Kings County, New York",100272,"Highest Quintile","#ABABAB"
"1197",1197,"Census Tract 35, Kings County, New York",50550,"Middle Quintile","#DFDFDF"
"1198",1198,"Census Tract 179, Kings County, New York",52463,"Middle Quintile","#DDDDDD"
"1199",1199,"Census Tract 538, Queens County, New York",74853,"Highest Quintile","#C9C9C9"
"1200",1200,"Census Tract 582, Queens County, New York",63464,"Second-Highest Quintile","#D4D4D4"
"1201",1201,"Census Tract 163, Kings County, New York",74732,"Highest Quintile","#C9C9C9"
"1202",1202,"Census Tract 205, Kings County, New York",70329,"Second-Highest Quintile","#CDCDCD"
"1203",1203,"Census Tract 317.02, Kings County, New York",36125,"Second-Lowest Quintile","#EAEAEA"
"1204",1204,"Census Tract 319, Kings County, New York",34485,"Second-Lowest Quintile","#ECECEC"
"1205",1205,"Census Tract 321, Kings County, New York",36250,"Second-Lowest Quintile","#EAEAEA"
"1206",1206,"Census Tract 387, Kings County, New York",34194,"Second-Lowest Quintile","#ECECEC"
"1207",1207,"Census Tract 395, Kings County, New York",30382,"Lowest Quintile","#EFEFEF"
"1208",1208,"Census Tract 424, Kings County, New York",38821,"Second-Lowest Quintile","#E8E8E8"
"1209",1209,"Census Tract 412, Kings County, New York",40606,"Second-Lowest Quintile","#E7E7E7"
"1210",1210,"Census Tract 244, Kings County, New York",34617,"Second-Lowest Quintile","#ECECEC"
"1211",1211,"Census Tract 468, Kings County, New York",46848,"Middle Quintile","#E2E2E2"
"1212",1212,"Census Tract 539, Queens County, New York",55872,"Middle Quintile","#DBDBDB"
"1213",1213,"Census Tract 275, Kings County, New York",52958,"Middle Quintile","#DDDDDD"
"1214",1214,"Census Tract 277, Kings County, New York",26676,"Lowest Quintile","#F1F1F1"
"1215",1215,"Census Tract 129.01, Kings County, New York",85989,"Highest Quintile","#BEBEBE"
"1216",1216,"Census Tract 129.02, Kings County, New York",75972,"Highest Quintile","#C8C8C8"
"1217",1217,"Census Tract 453, Kings County, New York",40934,"Second-Lowest Quintile","#E7E7E7"
"1218",1218,"Census Tract 485, Kings County, New York",54289,"Middle Quintile","#DCDCDC"
"1219",1219,"Census Tract 216, New York County, New York",40833,"Second-Lowest Quintile","#E7E7E7"
"1220",1220,"Census Tract 189.02, Richmond County, New York",83485,"Highest Quintile","#C1C1C1"
"1221",1221,"Census Tract 9901, Richmond County, New York",0,"Lowest Quintile","#FFFFFF"
"1222",1222,"Census Tract 308, Kings County, New York",42303,"Second-Lowest Quintile","#E6E6E6"
"1223",1223,"Census Tract 74, Bronx County, New York",43725,"Second-Lowest Quintile","#E4E4E4"
"1224",1224,"Census Tract 86, Bronx County, New York",24250,"Lowest Quintile","#F2F2F2"
"1225",1225,"Census Tract 1188, Kings County, New York",23484,"Lowest Quintile","#F3F3F3"
"1226",1226,"Census Tract 747, Queens County, New York",65040,"Second-Highest Quintile","#D2D2D2"
"1227",1227,"Census Tract 221.01, Bronx County, New York",28008,"Lowest Quintile","#F1F1F1"
"1228",1228,"Census Tract 383.01, Bronx County, New York",25508,"Lowest Quintile","#F2F2F2"
"1229",1229,"Census Tract 1551.01, Queens County, New York",57104,"Second-Highest Quintile","#DADADA"
"1230",1230,"Census Tract 147.02, Bronx County, New York",15625,"Lowest Quintile","#F7F7F7"
"1231",1231,"Census Tract 169, Bronx County, New York",23355,"Lowest Quintile","#F3F3F3"
"1232",1232,"Census Tract 775, Queens County, New York",46944,"Middle Quintile","#E2E2E2"
"1233",1233,"Census Tract 98, Queens County, New York",43150,"Second-Lowest Quintile","#E5E5E5"
"1234",1234,"Census Tract 110, Queens County, New York",46454,"Middle Quintile","#E2E2E2"
"1235",1235,"Census Tract 703, Queens County, New York",68393,"Second-Highest Quintile","#CFCFCF"
"1236",1236,"Census Tract 707, Queens County, New York",82454,"Highest Quintile","#C2C2C2"
"1237",1237,"Census Tract 709, Queens County, New York",102583,"Highest Quintile","#A8A8A8"
"1238",1238,"Census Tract 489, Kings County, New York",15654,"Lowest Quintile","#F7F7F7"
"1239",1239,"Census Tract 493, Kings County, New York",22145,"Lowest Quintile","#F4F4F4"
"1240",1240,"Census Tract 493.02, Queens County, New York",45759,"Middle Quintile","#E3E3E3"
"1241",1241,"Census Tract 82, New York County, New York",85565,"Highest Quintile","#BFBFBF"
"1242",1242,"Census Tract 223, Richmond County, New York",57974,"Second-Highest Quintile","#D9D9D9"
"1243",1243,"Census Tract 96, Bronx County, New York",41597,"Second-Lowest Quintile","#E6E6E6"
"1244",1244,"Census Tract 201, Bronx County, New York",31538,"Lowest Quintile","#EEEEEE"
"1245",1245,"Census Tract 78, Bronx County, New York",38150,"Second-Lowest Quintile","#E9E9E9"
"1246",1246,"Census Tract 92, Bronx County, New York",45625,"Middle Quintile","#E3E3E3"
"1247",1247,"Census Tract 86.03, New York County, New York",131190,"Highest Quintile","#848484"
"1248",1248,"Census Tract 798.01, Kings County, New York",41671,"Second-Lowest Quintile","#E6E6E6"
"1249",1249,"Census Tract 798.02, Kings County, New York",43235,"Second-Lowest Quintile","#E5E5E5"
"1250",1250,"Census Tract 53, Kings County, New York",68393,"Second-Highest Quintile","#CFCFCF"
"1251",1251,"Census Tract 85, Kings County, New York",15200,"Lowest Quintile","#F7F7F7"
"1252",1252,"Census Tract 56.01, Kings County, New York",57847,"Second-Highest Quintile","#D9D9D9"
"1253",1253,"Census Tract 56.02, Kings County, New York",56713,"Second-Highest Quintile","#DADADA"
"1254",1254,"Census Tract 132, Bronx County, New York",78125,"Highest Quintile","#C6C6C6"
"1255",1255,"Census Tract 880, Kings County, New York",49652,"Middle Quintile","#E0E0E0"
"1256",1256,"Census Tract 395, Bronx County, New York",27384,"Lowest Quintile","#F1F1F1"
"1257",1257,"Census Tract 425, Bronx County, New York",31381,"Lowest Quintile","#EEEEEE"
"1258",1258,"Census Tract 991, Queens County, New York",84350,"Highest Quintile","#C0C0C0"
"1259",1259,"Census Tract 1333, Queens County, New York",86667,"Highest Quintile","#BEBEBE"
"1260",1260,"Census Tract 1347, Queens County, New York",55283,"Middle Quintile","#DBDBDB"
"1261",1261,"Census Tract 404, Queens County, New York",49375,"Middle Quintile","#E0E0E0"
"1262",1262,"Census Tract 616.01, Queens County, New York",97666,"Highest Quintile","#AFAFAF"
"1263",1263,"Census Tract 620, Queens County, New York",84609,"Highest Quintile","#C0C0C0"
"1264",1264,"Census Tract 376, Queens County, New York",70767,"Second-Highest Quintile","#CDCDCD"
"1265",1265,"Census Tract 423, Kings County, New York",36578,"Second-Lowest Quintile","#EAEAEA"
"1266",1266,"Census Tract 19, Queens County, New York",73690,"Highest Quintile","#CACACA"
"1267",1267,"Census Tract 171, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1268",1268,"Census Tract 83, Queens County, New York",47879,"Middle Quintile","#E1E1E1"
"1269",1269,"Census Tract 81, Queens County, New York",55917,"Middle Quintile","#DBDBDB"
"1270",1270,"Census Tract 24, New York County, New York",18395,"Lowest Quintile","#F5F5F5"
"1271",1271,"Census Tract 624, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1272",1272,"Census Tract 626, Queens County, New York",81550,"Highest Quintile","#C2C2C2"
"1273",1273,"Census Tract 214, Queens County, New York",51313,"Middle Quintile","#DEDEDE"
"1274",1274,"Census Tract 601, Queens County, New York",55435,"Middle Quintile","#DBDBDB"
"1275",1275,"Census Tract 603, Queens County, New York",48445,"Middle Quintile","#E1E1E1"
"1276",1276,"Census Tract 27, New York County, New York",53125,"Middle Quintile","#DDDDDD"
"1277",1277,"Census Tract 167, New York County, New York",134196,"Highest Quintile","#808080"
"1278",1278,"Census Tract 288, Queens County, New York",68257,"Second-Highest Quintile","#CFCFCF"
"1279",1279,"Census Tract 493.01, Queens County, New York",61095,"Second-Highest Quintile","#D6D6D6"
"1280",1280,"Census Tract 497, Queens County, New York",61012,"Second-Highest Quintile","#D6D6D6"
"1281",1281,"Census Tract 124, New York County, New York",86857,"Highest Quintile","#BDBDBD"
"1282",1282,"Census Tract 132, New York County, New York",72258,"Second-Highest Quintile","#CBCBCB"
"1283",1283,"Census Tract 23, Bronx County, New York",13756,"Lowest Quintile","#F8F8F8"
"1284",1284,"Census Tract 280, Kings County, New York",55865,"Middle Quintile","#DBDBDB"
"1285",1285,"Census Tract 282, Kings County, New York",34362,"Second-Lowest Quintile","#ECECEC"
"1286",1286,"Census Tract 142.01, Queens County, New York",50991,"Middle Quintile","#DFDFDF"
"1287",1287,"Census Tract 142.02, Queens County, New York",49913,"Middle Quintile","#DFDFDF"
"1288",1288,"Census Tract 452, Queens County, New York",66063,"Second-Highest Quintile","#D1D1D1"
"1289",1289,"Census Tract 454, Queens County, New York",49590,"Middle Quintile","#E0E0E0"
"1290",1290,"Census Tract 665.01, Queens County, New York",56221,"Second-Highest Quintile","#DBDBDB"
"1291",1291,"Census Tract 669, Queens County, New York",66063,"Second-Highest Quintile","#D1D1D1"
"1292",1292,"Census Tract 307, Kings County, New York",16158,"Lowest Quintile","#F7F7F7"
"1293",1293,"Census Tract 347, Kings County, New York",29602,"Lowest Quintile","#F0F0F0"
"1294",1294,"Census Tract 857, Queens County, New York",35671,"Second-Lowest Quintile","#EBEBEB"
"1295",1295,"Census Tract 199, Queens County, New York",51164,"Middle Quintile","#DFDFDF"
"1296",1296,"Census Tract 151, Queens County, New York",62083,"Second-Highest Quintile","#D5D5D5"
"1297",1297,"Census Tract 163, Queens County, New York",28555,"Lowest Quintile","#F0F0F0"
"1298",1298,"Census Tract 118, New York County, New York",107442,"Highest Quintile","#A2A2A2"
"1299",1299,"Census Tract 126, New York County, New York",94065,"Highest Quintile","#B4B4B4"
"1300",1300,"Census Tract 255, New York County, New York",40294,"Second-Lowest Quintile","#E7E7E7"
"1301",1301,"Census Tract 156.02, Richmond County, New York",82844,"Highest Quintile","#C1C1C1"
"1302",1302,"Census Tract 146.04, Richmond County, New York",82546,"Highest Quintile","#C2C2C2"
"1303",1303,"Census Tract 156.01, Richmond County, New York",79526,"Highest Quintile","#C4C4C4"
"1304",1304,"Census Tract 343, Bronx County, New York",51747,"Middle Quintile","#DEDEDE"
"1305",1305,"Census Tract 399.01, Bronx County, New York",21418,"Lowest Quintile","#F4F4F4"
"1306",1306,"Census Tract 123.01, Queens County, New York",60057,"Second-Highest Quintile","#D7D7D7"
"1307",1307,"Census Tract 135, Queens County, New York",57384,"Second-Highest Quintile","#DADADA"
"1308",1308,"Census Tract 427, Queens County, New York",54130,"Middle Quintile","#DCDCDC"
"1309",1309,"Census Tract 997.03, Queens County, New York",92216,"Highest Quintile","#B6B6B6"
"1310",1310,"Census Tract 997.04, Queens County, New York",67210,"Second-Highest Quintile","#D0D0D0"
"1311",1311,"Census Tract 366, Queens County, New York",45000,"Middle Quintile","#E3E3E3"
"1312",1312,"Census Tract 76, New York County, New York",59688,"Second-Highest Quintile","#D8D8D8"
"1313",1313,"Census Tract 194, Bronx County, New York",40455,"Second-Lowest Quintile","#E7E7E7"
"1314",1314,"Census Tract 456, Bronx County, New York",64688,"Second-Highest Quintile","#D3D3D3"
"1315",1315,"Census Tract 1072.01, Queens County, New York",80435,"Highest Quintile","#C4C4C4"
"1316",1316,"Census Tract 1227.01, Queens County, New York",55664,"Middle Quintile","#DBDBDB"
"1317",1317,"Census Tract 1227.02, Queens County, New York",23513,"Lowest Quintile","#F3F3F3"
"1318",1318,"Census Tract 170.10, Richmond County, New York",92472,"Highest Quintile","#B6B6B6"
"1319",1319,"Census Tract 1032.02, Queens County, New York",48472,"Middle Quintile","#E1E1E1"
"1320",1320,"Census Tract 260, Queens County, New York",43409,"Second-Lowest Quintile","#E5E5E5"
"1321",1321,"Census Tract 262, Queens County, New York",49972,"Middle Quintile","#DFDFDF"
"1322",1322,"Census Tract 187, Queens County, New York",61094,"Second-Highest Quintile","#D6D6D6"
"1323",1323,"Census Tract 386, Kings County, New York",42782,"Second-Lowest Quintile","#E5E5E5"
"1324",1324,"Census Tract 398, Kings County, New York",33313,"Second-Lowest Quintile","#EDEDED"
"1325",1325,"Census Tract 23, Kings County, New York",18702,"Lowest Quintile","#F5F5F5"
"1326",1326,"Census Tract 5, New York County, New York",0,"Lowest Quintile","#FFFFFF"
"1327",1327,"Census Tract 155, Bronx County, New York",22250,"Lowest Quintile","#F4F4F4"
"1328",1328,"Census Tract 161, Bronx County, New York",17011,"Lowest Quintile","#F6F6F6"
"1329",1329,"Census Tract 837, Queens County, New York",49868,"Middle Quintile","#E0E0E0"
"1330",1330,"Census Tract 797.01, Queens County, New York",50210,"Middle Quintile","#DFDFDF"
"1331",1331,"Census Tract 845, Queens County, New York",34795,"Second-Lowest Quintile","#EBEBEB"
"1332",1332,"Census Tract 859, Queens County, New York",33598,"Second-Lowest Quintile","#ECECEC"
"1333",1333,"Census Tract 52, New York County, New York",144688,"Highest Quintile","#747474"
"1334",1334,"Census Tract 256, Bronx County, New York",42188,"Second-Lowest Quintile","#E6E6E6"
"1335",1335,"Census Tract 191, Kings County, New York",51700,"Middle Quintile","#DEDEDE"
"1336",1336,"Census Tract 539, Kings County, New York",23099,"Lowest Quintile","#F3F3F3"
"1337",1337,"Census Tract 219, Bronx County, New York",35268,"Second-Lowest Quintile","#EBEBEB"
"1338",1338,"Census Tract 138, New York County, New York",93307,"Highest Quintile","#B5B5B5"
"1339",1339,"Census Tract 44, Kings County, New York",83068,"Highest Quintile","#C1C1C1"
"1340",1340,"Census Tract 213, Kings County, New York",47083,"Middle Quintile","#E2E2E2"
"1341",1341,"Census Tract 325, Kings County, New York",33529,"Second-Lowest Quintile","#ECECEC"
"1342",1342,"Census Tract 306, Queens County, New York",66360,"Second-Highest Quintile","#D1D1D1"
"1343",1343,"Census Tract 247, Bronx County, New York",50600,"Middle Quintile","#DFDFDF"
"1344",1344,"Census Tract 215.01, Bronx County, New York",27386,"Lowest Quintile","#F1F1F1"
"1345",1345,"Census Tract 552, Queens County, New York",53170,"Middle Quintile","#DDDDDD"
"1346",1346,"Census Tract 179, Queens County, New York",31865,"Lowest Quintile","#EEEEEE"
"1347",1347,"Census Tract 183, Queens County, New York",49773,"Middle Quintile","#E0E0E0"
"1348",1348,"Census Tract 340, Kings County, New York",26188,"Lowest Quintile","#F1F1F1"
"1349",1349,"Census Tract 638, Queens County, New York",77667,"Highest Quintile","#C6C6C6"
"1350",1350,"Census Tract 251, Queens County, New York",60258,"Second-Highest Quintile","#D7D7D7"
"1351",1351,"Census Tract 253.02, Queens County, New York",47539,"Middle Quintile","#E1E1E1"
"1352",1352,"Census Tract 253.01, Queens County, New York",49423,"Middle Quintile","#E0E0E0"
"1353",1353,"Census Tract 216, Queens County, New York",61900,"Second-Highest Quintile","#D5D5D5"
"1354",1354,"Census Tract 790, Queens County, New York",63214,"Second-Highest Quintile","#D4D4D4"
"1355",1355,"Census Tract 814, Queens County, New York",66818,"Second-Highest Quintile","#D1D1D1"
"1356",1356,"Census Tract 1, Queens County, New York",117750,"Highest Quintile","#949494"
"1357",1357,"Census Tract 7, Queens County, New York",59407,"Second-Highest Quintile","#D8D8D8"
"1358",1358,"Census Tract 144, Bronx County, New York",25844,"Lowest Quintile","#F2F2F2"
"1359",1359,"Census Tract 287, Kings County, New York",23025,"Lowest Quintile","#F3F3F3"
"1360",1360,"Census Tract 289, Kings County, New York",27143,"Lowest Quintile","#F1F1F1"
"1361",1361,"Census Tract 393, Kings County, New York",31618,"Lowest Quintile","#EEEEEE"
"1362",1362,"Census Tract 117, New York County, New York",81250,"Highest Quintile","#C3C3C3"
"1363",1363,"Census Tract 317.03, New York County, New York",159969,"Highest Quintile","#626262"
"1364",1364,"Census Tract 317.04, New York County, New York",151815,"Highest Quintile","#6C6C6C"
"1365",1365,"Census Tract 6, New York County, New York",18024,"Lowest Quintile","#F6F6F6"
"1366",1366,"Census Tract 266.01, Bronx County, New York",54028,"Middle Quintile","#DCDCDC"
"1367",1367,"Census Tract 264, Bronx County, New York",56146,"Second-Highest Quintile","#DBDBDB"
"1368",1368,"Census Tract 266.02, Bronx County, New York",43083,"Second-Lowest Quintile","#E5E5E5"
"1369",1369,"Census Tract 245, Queens County, New York",32100,"Second-Lowest Quintile","#EEEEEE"
"1370",1370,"Census Tract 997.05, Queens County, New York",95795,"Highest Quintile","#B1B1B1"
"1371",1371,"Census Tract 999, Queens County, New York",0,"Lowest Quintile","#FFFFFF"
"1372",1372,"Census Tract 241, Kings County, New York",39861,"Second-Lowest Quintile","#E7E7E7"
"1373",1373,"Census Tract 1237, Kings County, New York",25742,"Lowest Quintile","#F2F2F2"
"1374",1374,"Census Tract 100, Queens County, New York",69563,"Second-Highest Quintile","#CECECE"
"1375",1375,"Census Tract 864, Queens County, New York",61618,"Second-Highest Quintile","#D6D6D6"
"1376",1376,"Census Tract 69, Bronx County, New York",21316,"Lowest Quintile","#F4F4F4"
"1377",1377,"Census Tract 173, Bronx County, New York",15417,"Lowest Quintile","#F7F7F7"
"1378",1378,"Census Tract 306, Kings County, New York",40556,"Second-Lowest Quintile","#E7E7E7"
"1379",1379,"Census Tract 535, Kings County, New York",20234,"Lowest Quintile","#F5F5F5"
"1380",1380,"Census Tract 547, Kings County, New York",22865,"Lowest Quintile","#F3F3F3"
"1381",1381,"Census Tract 330, Kings County, New York",22889,"Lowest Quintile","#F3F3F3"
"1382",1382,"Census Tract 328, Kings County, New York",36116,"Second-Lowest Quintile","#EAEAEA"
"1383",1383,"Census Tract 336, Kings County, New York",61951,"Second-Highest Quintile","#D5D5D5"
"1384",1384,"Census Tract 303, Kings County, New York",22613,"Lowest Quintile","#F3F3F3"
"1385",1385,"Census Tract 365.01, Kings County, New York",35673,"Second-Lowest Quintile","#EBEBEB"
"1386",1386,"Census Tract 796.02, Kings County, New York",31491,"Lowest Quintile","#EEEEEE"
