"company","position","salary","worklife","compensation","jobsecurity","management","culture"
"Stanford University","Associate Director",94293,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Research Associate",61024,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Director",1230,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Research Assistant",63850,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Pantry Cook",16.5,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Facilities Assistant",18.29,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Administrator",51501,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Fellow",61681,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Staff Scientist",99549,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Administrative Associate",58646,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Associate Dean",75019,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Concession Stand Worker",18,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Post-doctoral Fellow",52448,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Food Service Worker",15.54,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Administrative Assistant",20.33,"4.1","4.0","3.7","3.7","4.0"
"Stanford University","Postdoctoral Researcher",50833,"4.1","4.0","3.7","3.7","4.0"
"Starbucks","Software Engineering Manager",144177,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Supervisor",12,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Store Manager",44429,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Software Test Engineer",110625,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Application Developer",120420,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Retail Sales Associate",29694,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Shift Manager",11.45,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Assistant Store Manager",35500,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Senior Application Developer",121795,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Bartender",25803,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Software Developer",88728,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Manager",12.45,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Assistant Manager",11.91,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Teller",12.64,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Team Trainer",10.71,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Server",10.71,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","District Manager",81446,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Cashier",23378,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Customer Service Representative",9.81,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Barista",9.41,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Shift Leader",11.17,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Host/Hostess",9.8,"3.9","4.0","3.8","3.6","4.1"
"Starbucks","Guest Service Agent",10.68,"3.9","4.0","3.8","3.6","4.1"
"State Farm Mutual Automobile Insurance Company","Administrative Assistant",30787,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Office Assistant",28242,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Licensed Agent",12.99,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Claims Processor",30628,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Bilingual Customer Service Associate",14.95,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Marketing Specialist",42162,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Receptionist",26061,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Customer Service Representative",13.73,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Claims Representative",39658,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Office Representative",11.8,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Marketing Intern",13.89,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Claims Associate",27760,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Insurance Producer",40137,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Office Manager",39474,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Marketing Coordinator",31563,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Claims Specialist",52073,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Customer Support Representative",14.81,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Inside Sales/Customer Service",16.94,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Account Representative",30821,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Assistant Underwriter",27557,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Sales Representative",32606,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Marketing Representative",31697,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Marketing Assistant",10.09,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Secretary",36127,"3.9","3.6","3.5","3.6","3.8"
"State Farm Mutual Automobile Insurance Company","Insurance Agent",39548,"3.9","3.6","3.5","3.6","3.8"
"State of Arizona","Case Manager",35501,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Operations Technician",40669,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Customer Service Supervisor",35927,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Surveyor",47205,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Manager",46528,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Senior Collector",39115,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Senior Customer Service Representative",29166,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Senior Case Manager",33253,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Program Specialist",41323,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Senior Program Specialist",37998,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Desktop Support Technician",52949,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Service Technician III",34587,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Building Maintenance",35580,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Senior Assistant Manager",35491,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Customer Service Representative",29422,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Senior Legal Secretary",32064,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Administrative Secretary",26739,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Secretary",22250,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Case Aide",26575,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Interviewer",13.41,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Compliance Officer",47165,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Supervisor",44982,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Administrative Assistant",32181,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Mechanic",37956,"3.7","3.8","3.4","3.3","3.5"
"State of Arizona","Transportation Technician",45797,"3.7","3.8","3.4","3.3","3.5"
"State Street","Client Services Manager",63806,"3.5","3.2","3.1","3.2","3.3"
"State Street","Senior Associate",58879,"3.5","3.2","3.1","3.2","3.3"
"State Street","Administrator",41318,"3.5","3.2","3.1","3.2","3.3"
"State Street","Sales Operations Manager",69529,"3.5","3.2","3.1","3.2","3.3"
"State Street","Account Manager",57466,"3.5","3.2","3.1","3.2","3.3"
"State Street","Personal Assistant",35,"3.5","3.2","3.1","3.2","3.3"
"State Street","Fund Manager",54353,"3.5","3.2","3.1","3.2","3.3"
"State Street","Senior Operations Associate",41215,"3.5","3.2","3.1","3.2","3.3"
"State Street","Fund Accountant",28546,"3.5","3.2","3.1","3.2","3.3"
"State Street","Vice President",125461,"3.5","3.2","3.1","3.2","3.3"
"State Street","Manager",42668,"3.5","3.2","3.1","3.2","3.3"
"State Street","Operations Associate",45461,"3.5","3.2","3.1","3.2","3.3"
"State Street","Portfolio Administrator",36451,"3.5","3.2","3.1","3.2","3.3"
"State Street","Pricing Analyst",45254,"3.5","3.2","3.1","3.2","3.3"
"State Street","Client Services Associate",41508,"3.5","3.2","3.1","3.2","3.3"
"State Street","Business Analyst",70145,"3.5","3.2","3.1","3.2","3.3"
"State Street","Client Services",49960,"3.5","3.2","3.1","3.2","3.3"
"State Street","Processor",39085,"3.5","3.2","3.1","3.2","3.3"
"State Street","Assistant Vice President",89325,"3.5","3.2","3.1","3.2","3.3"
"State Street","Accountant",42987,"3.5","3.2","3.1","3.2","3.3"
"State Street","Compliance Officer",67857,"3.5","3.2","3.1","3.2","3.3"
"State Street","Pricing Specialist",34788,"3.5","3.2","3.1","3.2","3.3"
"State Street","Senior Fund Accountant",44808,"3.5","3.2","3.1","3.2","3.3"
"State Street","Risk Manager",88371,"3.5","3.2","3.1","3.2","3.3"
"Stryker","Team Leader",68253,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Engineer",116049,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Operations Manager",89316,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Integration Specialist",59178,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Administrative Assistant",57862,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Sales Representative",81860,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Product Specialist",60000,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Administrator",29,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Quality Manager",118698,"3.5","3.9","3.3","3.4","3.7"
"Stryker","IT Support",57347,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Technician",13.7,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Account Manager",60836,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Pricing Manager",119200,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Service Associate",41193,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Sales Manager",291929,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Staff Engineer",92842,"3.5","3.9","3.3","3.4","3.7"
"Stryker","Retail Sales Associate",71516,"3.5","3.9","3.3","3.4","3.7"
"SunTrust","Senior Teller",23988,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Senior Loan Processor",49557,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Business Analyst",76439,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Loan Processor",41046,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Client Services Specialist",31650,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Loan Officer",44384,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Business Systems Analyst",81989,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Mortgage Specialist",35645,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Customer Service Representative",29363,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Compliance Officer",47851,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Vice President",90694,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Teller Coordinator",33972,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Personal Banker",39859,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Financial Advisor",48826,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Branch Manager",47603,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Quantitative Analyst",91519,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Financial Representative",33245,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Assistant Vice President",64782,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Banker",44639,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Investment Banking Analyst",93826,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Loan Specialist",35911,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Vice President of Operations",81988,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Teller",24099,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Senior Branch Manager",50910,"3.6","3.6","3.1","3.2","3.4"
"SunTrust","Team Leader",53384,"3.6","3.6","3.1","3.2","3.4"
"Swift Capital","Quality Assurance Analyst",60382,"3.8","3.6","2.4","2.6","3.2"
"Synchronoss","Call Center Representative",10.49,"3.4","3.6","3.5","3.3","3.5"
"Synchronoss","Customer Service Representative",11.02,"3.4","3.6","3.5","3.3","3.5"
"Synchrony Financial","Portfolio Manager",75802,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Marketing Manager",111438,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Inbound Sales Representative",12.54,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Customer Service Representative",12.16,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Collection Representative",12.27,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Bilingual Customer Service Associate",13.27,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Sales Specialist",50000,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Lead Analyst",100210,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Vice President",171487,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Director",195919,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Client Services",12.71,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Bilingual Sales Representative",12.65,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Senior Marketing Manager",200052,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Vice President of Operations",102644,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Sourcing Manager",400,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Senior Vice President",200497,"3.7","3.7","3.6","3.4","3.7"
"Synchrony Financial","Fraud Analyst",35504,"3.7","3.7","3.6","3.4","3.7"
"Systems Planning and Analysis",NA,NA,"4.7","4.3","3.7","4.0","4.0"
"T-Mobile","Customer Service Representative",25812,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Senior Customer Service Representative",32174,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Retail Manager",48896,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Assistant Store Manager",43884,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Store Manager",47089,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Customer Support Representative",29904,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Retail Assistant Manager",38634,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Retail Sales Associate",34818,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Rf Engineer",85100,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Senior Engineer",97591,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Sales Manager",41519,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","System Engineer",95892,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Customer Service/Sales Representative",29222,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Technical Support Representative",34884,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Senior Technical Support",71106,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Customer Care Specialist",37285,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Business Manager",98818,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Technical Support",38805,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Sales Consultant",38216,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Assistant Manager",29601,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Financial Representative",29447,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Sales Representative",32441,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Manager",53343,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Team Leader",39736,"3.8","4.1","3.5","3.5","3.9"
"T-Mobile","Supervisor",49001,"3.8","4.1","3.5","3.5","3.9"
"T. Rowe Price","Senior Associate",43974,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Systems Administrator",78721,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Retail Manager",42293,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Systems Consultant",108945,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Retail Account Manager",37067,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Investment Consultant",89651,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Consultant",114154,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Senior Programmer Analyst",94039,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Senior Systems Administrator",98042,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Assistant Vice President",116844,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Financial Representative",35822,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Senior Investment Analyst",104625,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Service Associate",35330,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Plan Manager",65877,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Quantitative Analyst",146799,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Retail Sales Associate",37236,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","SQL Developer",107835,"3.9","3.8","3.6","3.5","4.0"
"T. Rowe Price","Investment Analyst",127329,"3.9","3.8","3.6","3.5","4.0"
"T3 Trading Group LLC",NA,NA,"3.8","3.0","3.0","3.0","3.0"
"TAMKO","Process Technician",23.74,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Manufacturing Supervisor",74390,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Industrial Mechanic",25.31,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Controls Engineer",86832,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Industrial Electrician",25.86,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Machine Operator",20.58,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Production Associate",24.37,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Technician",22.9,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Senior Database Administrator",24.34,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Forklift Operator",20.04,"3.2","4.1","3.1","3.2","3.5"
"TAMKO","Senior Programmer",84952,"3.2","4.1","3.1","3.2","3.5"
"Target","Team Trainer",10.24,"3.6","3.3","3.3","3.3","3.7"
"Target","Senior Team Leader",31163,"3.6","3.3","3.3","3.3","3.7"
"Target","Team Leader",47855,"3.6","3.3","3.3","3.3","3.7"
"Target","Manager",40602,"3.6","3.3","3.3","3.3","3.7"
"Target","Cashier",8.9,"3.6","3.3","3.3","3.3","3.7"
"Target","Packer",13.32,"3.6","3.3","3.3","3.3","3.7"
"Target","Merchandise Flow Team Member",9.83,"3.6","3.3","3.3","3.3","3.7"
"Target","Stocker",9.41,"3.6","3.3","3.3","3.3","3.7"
"Target","Night Team Member",11.12,"3.6","3.3","3.3","3.3","3.7"
"Target","Barista",9.97,"3.6","3.3","3.3","3.3","3.7"
"Target","Customer Service Manager",27830,"3.6","3.3","3.3","3.3","3.7"
"Target","Retail Sales Associate",9.1,"3.6","3.3","3.3","3.3","3.7"
"Target","Warehouse Worker",14.58,"3.6","3.3","3.3","3.3","3.7"
"Target","Photo Specialist",10.17,"3.6","3.3","3.3","3.3","3.7"
"Target","Group Leader",68960,"3.6","3.3","3.3","3.3","3.7"
"Target","Backroom Associate",9.87,"3.6","3.3","3.3","3.3","3.7"
"Target","Food Service Worker",8.91,"3.6","3.3","3.3","3.3","3.7"
"Target","Unloader",10.4,"3.6","3.3","3.3","3.3","3.7"
"Target","Cashier/Sales",8.75,"3.6","3.3","3.3","3.3","3.7"
"Target","Guest Service Agent",10.11,"3.6","3.3","3.3","3.3","3.7"
"Target","Customer Service Associate / Cashier",8.96,"3.6","3.3","3.3","3.3","3.7"
"Target","Customer Service Representative",9.23,"3.6","3.3","3.3","3.3","3.7"
"Target","Customer Service Team Lead",11.01,"3.6","3.3","3.3","3.3","3.7"
"Target","Food Service Associate",9.57,"3.6","3.3","3.3","3.3","3.7"
"Target","Supervisor",26124,"3.6","3.3","3.3","3.3","3.7"
"TD Bank","Data Analyst",55.2,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Store Manager",46945,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Customer Service Representative",27087,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Lead Teller",27277,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Assistant Vice President",67357,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Vice President",98349,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Assistant Manager",48445,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Assistant Store Manager",51894,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Senior Teller",27248,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Senior Loss Prevention Manager",37834,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Senior Customer Service Representative",36521,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Teller",19441,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Account Executive",60000,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Senior Sales Specialist",29881,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Business Systems Analyst",65.99,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Fraud Analyst",37099,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Compliance Officer",29.29,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Technical Analyst",56418,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Head of Customer Service",35476,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Senior Branch Manager",72687,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Business Analyst",43.02,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Branch Manager",53196,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Retail Sales Associate",40236,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Branch Supervisor",36826,"3.6","3.6","3.5","3.4","3.8"
"TD Bank","Financial Representative",34993,"3.6","3.6","3.5","3.4","3.8"
"TE Connectivity","Pricing Manager",98221,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Machine Operator",14.99,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Quality Control Manager",26890,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Customer Engineer",94869,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Assembler",9.13,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Quality Assurance Manager",90627,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Quality Engineer",67741,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Industrial Engineer",73336,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Design Engineer",79844,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Solderer",14,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Manager",107040,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Technician",33579,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Customer Service Manager",77661,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Quality Manager",103928,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Finisher",13.06,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Customer Service Representative",38139,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Production Operator",17.9,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Maintenance Mechanic",21.58,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Operator",16.79,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Injection Mold Operator",15.1,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Quality Control Inspector",14.4,"3.8","3.7","3.3","3.4","3.7"
"TE Connectivity","Senior Operator",16.55,"3.8","3.7","3.3","3.4","3.7"
"Tech Observer",NA,NA,"4.3","4.0","4.1","4.3","4.0"
"Technica Corporation","Senior System Engineer",132543,"3.4","3.3","2.9","2.7","2.9"
"Technica Corporation","Java Developer",145771,"3.4","3.3","2.9","2.7","2.9"
"TechTarget","Replenishment Associate",24,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","Client Associate",40773,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","Client Manager",50890,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","Assistant Editor",43272,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","Campaign Manager",44845,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","House Manager",24,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","Marketing Associate",46123,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","Associate Editor",52204,"4.1","3.1","3.7","3.5","3.9"
"TechTarget","Recruiter",30000,"4.1","3.1","3.7","3.5","3.9"
"TEKsystems",NA,NA,"3.7","3.5","3.1","3.6","3.8"
"TEN-X","Outreach Specialist",15,"4.0","5.0","3.0","4.0","4.5"
"TEN-X","Manager",19.45,"4.0","5.0","3.0","4.0","4.5"
"TEN-X","Customer Service Representative",15,"4.0","5.0","3.0","4.0","4.5"
"Teradata","Call Center Representative",28,"3.9","3.6","3.3","3.1","3.5"
"Teradata","Analyst",59005,"3.9","3.6","3.3","3.1","3.5"
"Teradata","Administrative Assistant",24.47,"3.9","3.6","3.3","3.1","3.5"
"Teradata","Product Support",81316,"3.9","3.6","3.3","3.1","3.5"
"Teradata","Director",100038,"3.9","3.6","3.3","3.1","3.5"
"Teradata","Appointment Coordinator",11.23,"3.9","3.6","3.3","3.1","3.5"
"Teradata","Data Entry Clerk",16.69,"3.9","3.6","3.3","3.1","3.5"
"Teradata","Senior Software Engineer",106331,"3.9","3.6","3.3","3.1","3.5"
"Tesla Motors","Industrial Engineer",88729,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Test Engineer",82868,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Product Engineer",90424,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Parts Manager",74433,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Assembler",16.28,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Senior Application Developer",117331,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Application Developer",108926,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Production Assembler",17,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","System Engineer",93689,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Production Supervisor",72794,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Material Planner",73047,"2.8","3.5","3.0","3.1","3.5"
"Tesla Motors","Energy Consultant",7000,"2.8","3.5","3.0","3.1","3.5"
