num_questions,sale_price,Customer_Reviews,Item_model_number,in_stock,Shipping_Weight,num_reviews,product_title,category,3_star,ASIN,reviews_url,4_star,2_star,shipping,url,avg_rating,list_price,description,1_star,5_star,Product_Dimensions 
165 answered questions,$93.43,4.6 out of 5 stars,,In Stock.,"Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.",636,"Apple Pencil for iPad Pro, White (MK0C2ZM/A)",Electronics,4%,B016NY7784,https://www.amazon.com/Apple-Pencil-iPad-White-MK0C2ZM/product-reviews/B016NY7784/ref=cm_cr_dp_qt_see_all_top/153-4657471-3807845?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,12%,2%,"Fast, FREE Shipping",https://www.amazon.com/Apple-Pencil-iPad-White-MK0C2ZM/dp/B016NY7784?_encoding=UTF8&psc=1,4.6 out of 5 stars,$99.00,". . Compatibility:iPad Pro 9.7-Inch and iPad Pro 12.9-Inch. Connections:Bluetooth,Lightning connector. Apple Pencil expands the power of iPad Pro and opens up new creative possibilities. It's sensitive to pressure and tilt so you can easily vary line weight, create subtle shading, and produce a wide range of artistic effects - just like with a conventional pencil, but with pixel-perfect precision. Dimensions:Length: 175.7 mm (6.92 inches) measured from tip to cap ,Diameter: 8.9 mm (0.35 inches), Weight: 20.7 grams (0.73 ounces). What’s in the Box: Apple Pencil, Lightning adapter, Extra tip. ",7%,75%,
1000+ answered questions,$129.99,,,In Stock.,,"5,157",Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,,10%,,https://www.amazon.com/Amazon-Tap-Portable-Wireless-Bluetooth-Speaker-with-WiFi-Alexa/product-reviews/B01BH83OOM/ref=cm_cr_dp_qt_see_all_top/155-6786672-8875623?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,15%,7%,"Fast, FREE Shipping",https://www.amazon.com/Amazon-Tap-Portable-Wireless-Bluetooth-Speaker-with-WiFi-Alexa/dp/B01BH83OOM?_encoding=UTF8&psc=1,4.2 out of 5 stars,,"Just tap and ask for music from Amazon Music, Spotify, Pandora, iHeartRadio, and TuneIn. Uses the Alexa Voice Service when connected to Wi-Fi or a mobile hotspot to play music, read the news, provide weather reports, and even order a pizza. Streams all your music via Bluetooth from your phone or tablet. Delivers crisp sound powered by Dolby, with dual stereo speakers that provide 360º omni-directional audio. Provides up to 9 hours of playback. Always getting smarter and adding new features and skills. Includes Charging Cradle. ",8%,60%,
550 answered questions,$35.99,4.6 out of 5 stars,A3102011,In Stock.,1.1 pounds (,"5,339","Anker SoundCore Bluetooth Speaker with 24-Hour Playtime, 66-Foot Bluetooth Range & Built-in Mic, Dual-Driver Portable Wireless Speaker with Low Harmonic Distortion and Superior Sound - Black",Electronics,4%,B016XTADG2,https://www.amazon.com/Anker-SoundCore-Bluetooth-Dual-Driver-Distortion/product-reviews/B016XTADG2/ref=cm_cr_dp_qt_see_all_top/155-8663805-9245002?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,15%,2%,"Fast, FREE Shipping",https://www.amazon.com/Anker-SoundCore-Bluetooth-Dual-Driver-Distortion/dp/B016XTADG2?_encoding=UTF8&psc=1,4.6 out of 5 stars,$79.99,"The Anker Advantage: Join the 10 million+ powered by our leading technology.. Superior Sound Quality: Experience your music in full-bodied stereo realized through dual high-performance drivers and a unique spiral bass port (patented). Less than 1% total harmonic distortion ensures enhanced clarity and fidelity.. Incredible Battery Life: 24-hour / 500-song playtime powered by a built-in high capacity Li-ion battery and Anker's industry-leading power management technology.. Bluetooth 4.0 Technology: Compatible with all Bluetooth-enabled devices. Instantly connect to your smartphone or tablet from up to 66 feet away. SoundCore reconnects automatically to the last device used. Built-in mic for hands-free calls.. What You Get: Anker SoundCore Bluetooth speaker, Micro USB charging cable, welcome guide, our worry-free 18-month warranty and friendly customer service.. ",2%,77%,6.5 x 1.8 x 2.1 inches
18 answered questions,$12.88,4.7 out of 5 stars,FITBIT BLAZE-C,In Stock.,3.2 ounces (,816,"Fitbit Blaze Charger Charging Stand Accessories,Kartice Fitbit Blaze Charging Dock Station Cradle Holder Charging Clip Premium Plastic Bracket Charger Cable for Fitbit Blaze-Black",Cell Phones & Accessories,1%,B01H3WHNEI,https://www.amazon.com/Charger-Charging-Accessories-Kartice-Blaze-Black/product-reviews/B01H3WHNEI/ref=cm_cr_dp_qt_see_all_top/167-3203290-1954715?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,10%,1%,"Fast, FREE Shipping",https://www.amazon.com/Charger-Charging-Accessories-Kartice-Blaze-Black/dp/B01H3WHNEI?_encoding=UTF8&psc=1,4.7 out of 5 stars,,"Specially designed for 2016 Fitbit Blaze,more convinient to charge your Fitbit Blaze,no need to take the tracker out any more for charging. Fashion design and precise cutout, perfectly fits for your Fitbit Blaze; Please kindly notice do not included the Fitbit Blaze. High quality sturdy PC stand with non-slip, high-friction soft-pad at the base, it can holds your Fitbit Blaze steadily with elegance, durability and fashion. Portable stand provides a comfortable viewing angle(75° degree angle display), sleek and contemporary design suitable for any rooms, nightstand, desk or counter top; Indeed a great place to keep your Fitbit Blaze clean and safe at night while charging. No assembly required. No hassle, 1 meter long USB cable,please note that the wall adapter is not including, Kartice provide lifetime warranty and friendly after-sale service. ",3%,85%,3.3 x 2.8 x 2.1 inches
221 answered questions,$12.49,4.7 out of 5 stars,PB-0040,In Stock.,5 ounces (,"3,006","[Upgraded] Anker 2-Port 24W USB Wall Charger PowerPort 2 with PowerIQ for iPhone 7 / 6s / Plus, iPad Air 2 / mini 3, Galaxy S Series, Note Series, LG, Nexus, HTC and More",Cell Phones & Accessories,2%,B01LCDT7FC,https://www.amazon.com/Upgraded-Anker-Charger-PowerPort-PowerIQ/product-reviews/B01LCDT7FC/ref=cm_cr_dp_qt_see_all_top/153-0683771-6207446?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,7%,2%,"Fast, FREE Shipping",https://www.amazon.com/Upgraded-Anker-Charger-PowerPort-PowerIQ/dp/B01LCDT7FC?_encoding=UTF8&psc=1,4.7 out of 5 stars,$29.99,"The Anker Advantage: Join the 20 million+ powered by our leading technology.. Advanced Charging Technology: PowerIQ and VoltageBoost maximize charging speed up to 2.4 amps per port. (Does not support Qualcomm Quick Charge).. Certified Safe: Anker's MultiProtect safety system and upgraded hardware ensure complete protection for you and your devices.. Travel Ready: Compact design, foldable plug and 100-240 volt input ideal for worldwide travel.. What You Get: Anker PowerPort 2, welcome guide, our worry-free 18-month warranty and friendly customer service.. ",5%,84%,2.2 x 2.1 x 1.1 inches
59 answered questions,$24.99,4.5 out of 5 stars,,In Stock.,1.6 ounces (,"2,047","PowerBear Note 4 Battery | 3220 mAh Li-Ion Battery for the Samsung Galaxy Note 4 [N910, N910U LTE, AT&T N910A, Verizon N910V, Sprint N910P, T-Mobile N910T] Note 4 Spare Battery [24 Month Warranty]",Cell Phones & Accessories,4%,B01FF1XJX8,https://www.amazon.com/PowerBear-Battery-Samsung-T-Mobile-Warranty/product-reviews/B01FF1XJX8/ref=cm_cr_dp_qt_see_all_top/161-2585669-0781811?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,10%,2%,FREE Shipping,https://www.amazon.com/PowerBear-Battery-Samsung-T-Mobile-Warranty/dp/B01FF1XJX8?_encoding=UTF8&psc=1,4.5 out of 5 stars,$39.99,"HIGH QUALITY GRADE A BATTERY CELLS: This PowerBear Samsung Note 4 Battery is manufactured and tested under strict quality control standards. This Samsung Galaxy Note 4 Battery will provide you with up to 500 Lifetime Charge Cycles with a high-speed and efficient charge. The best Galaxy Note 4 Battery on the market!. COMPATIBLE WITH ALL WIRELESS CARRIERS: Our Battery for Samsung Note 4 is compatible all major wireless Carriers for the Samsung Galaxy Note 4 (AT&T, Verizon, Sprint, T-Mobile, Virgin) including the following models: NOTE 4 IV, N910, N910U 4G LTE, (AT&T) N910A, (Verizon) N910V, (Sprint) N910P, (T-Mobile) N910T.. REPLACEMENT / SPARE BATTERY NOTE 4: Swap out your old Galaxy Note 4 Batteries with a brand New PowerBear Battery for Galaxy Note 4. With a built in chip to prevent over charging and over-heating, this Battery for Note 4 will keep your Samsung Note 4 powered.. SPECIFICATIONS: This Galaxy Note 4 Replacement battery has a capacity of 3220mAH. The Battery type is Lithium Ion, the Voltage is 3.85V.. 24 MONTH WARRANTY: This Galaxy Note 4 Battery Replacement if backed by PowerBear's 24 Month Warranty. If you are not 100% satisfied with your Samsung Galaxy Note 4 Batteries, just let us know. Customer satisfaction is our #1 priority.. ",8%,76%,3.8 x 0.2 x 1.6 inches
59 answered questions,$6.95,4.6 out of 5 stars,SDSDQM-016G-B35A,In Stock.,1.6 ounces (,817,SanDisk 16GB Mobile MicroSDHC Class 4 Flash Memory Card With Adapter- SDSDQM-016G-B35A,Electronics,3%,B004ZIENBA,https://www.amazon.com/SanDisk-Mobile-MicroSDHC-Adapter-SDSDQM-016G-B35A/product-reviews/B004ZIENBA/ref=cm_cr_dp_qt_see_all_top/155-6340450-1770706?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,13%,2%,FREE Shipping,https://www.amazon.com/SanDisk-Mobile-MicroSDHC-Adapter-SDSDQM-016G-B35A/dp/B004ZIENBA?_encoding=UTF8&psc=1,4.6 out of 5 stars,,"Seamless speed and performance with microSD - compatible devices. Tested under the most extreme conditions. Compatible with: BlackBerry By RIM, Casio, HP, HP Palm, HTC, Huawei, Kyocera, LG, Motorola, Nokia, Pantech, Samsung, Sanyo, Sharp, and Sony Ericsson. ",6%,76%,1 x 0.1 x 1.3 inches
158 answered questions,$39.95,4.4 out of 5 stars,XR500,In Stock.,0.3 ounces (,"1,395","TREBLAB XR500 Bluetooth Headphones, Best Noise Cancelling Wireless Earbuds, Waterproof Sports Running Earphones, Secure-Fit Headset w/ Mic",Cell Phones & Accessories,5%,B01G60GO7K,https://www.amazon.com/XR500-Headphones-Cancelling-Waterproof-Secure-Fit/product-reviews/B01G60GO7K/ref=cm_cr_dp_qt_see_all_top/159-4306880-8246615?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,19%,4%,"Fast, FREE Shipping",https://www.amazon.com/XR500-Headphones-Cancelling-Waterproof-Secure-Fit/dp/B01G60GO7K?_encoding=UTF8&psc=1,4.4 out of 5 stars,$179.99,"INCREDIBLE TRUE HD SOUND - Our wireless headphones use Bluetooth 4.1 CSR technology with aptX and cutting edge components. Hear guitar solos, treble and strong bass like you’re listening live!. SUPER COMFORTABLE, SECURE FIT - Made for sports and running, biking, working out or just enjoying your day. Our IPX7 WATERPROOF and SWEAT-PROOF Bluetooth earbuds feel great to wear and will never fall out.. SUPERIOR NOISE REDUCTION - EXPANDABLE FOAM EAR-TIPS block all outside noise meaning you can listen to your music or important call at only half volume rather than blasting it. This will also help save your eardrums!. LONGEST PLAY TIME – Up to an incredible 9 HOURS of play. Listen to music, talk on the phone, go from activity to activity without recharging. Full charge takes only 2 hours.. CONTROL CALLS AND TALK - With a built-in Microphone, you have complete control over answering calls, volume, pause and forward/reverse. Compatible with all Bluetooth enabled devices! IT’S A NO BRAINER – ONE YEAR WARRANTY from Treblab – means your purchase is totally RISK-FREE. NOTE: Promotional price is not guaranteed, make sure to BUY NOW!. ",5%,67%,5 x 4.3 x 1.8 inches
10 answered questions,$5.89,4.0 out of 5 stars,,In Stock.,0.8 ounces (,613,"iPhone 6s Screen Protector,iPhone 6 Screen Protector,[3 Pack]by Ailun,Tempered Glass,9H Hardness&2.5D Edge,Bubble Free,Anti-Fingerprint,Oil Stain&Scratch Coating,Case Friendly,SIANIA Retail Package",Cell Phones & Accessories,6%,B01LGY2P56,https://www.amazon.com/Protector-Tempered-Hardness-Anti-Fingerprint-Friendly/product-reviews/B01LGY2P56/ref=cm_cr_dp_qt_see_all_top/165-7364178-7956740?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,9%,6%,"Fast, FREE Shipping",https://www.amazon.com/Protector-Tempered-Hardness-Anti-Fingerprint-Friendly/dp/B01LGY2P56?_encoding=UTF8&psc=1,4.0 out of 5 stars,$7.99,"WORKS FOR IPHONE 6/6S (4.7 Inch Screen). 0.33mm tempered glass screen protector. Featuring maximum protection from high impact drops, scratches, scrapes, and bumps.. Specialty: The iPhone 6 and 6s screens have curved edges that the screen protectors could not cover entirely of the screen, as they would peel over time and shorten the service life.Ailun screen protector is specially designed so it covers maximum area of the flat screen surface with great durability. HD ultra-clear rounded glass for iPhone 6/6S (4.7 Inch Screen) is 99.99% touch-screen accurate.. 99.99% High-definition clear hydrophobic and oleophobic screen coating protects against sweat and oil residue from fingerprints.. It is 100% brand new,Precise laser cut tempered glass, exquisitely polished,2.5D rounded edges.. [12-Month Warranty] Easiest Installation - removing dust and aligning it properly before actual installation,no worrying about bubbles,enjoy your screen as if it wasn't there.. ",14%,65%,7.1 x 4.3 x 0.6 inches
1000+ answered questions,,4.4 out of 5 stars,RP-HJE120-P,In Stock.,1.6 ounces (,"40,100","Panasonic ErgoFit In-Ear Earbud Headphones RP-HJE120-P (Pink) Dynamic Crystal Clear Sound, Ergonomic Comfort-Fit",Electronics,7%,B003EM2WAW,https://www.amazon.com/Panasonic-Headphones-RP-HJE120-P-Ergonomic-Comfort-Fit/product-reviews/B003EM2WAW/ref=cm_cr_dp_qt_see_all_top/155-2247428-6793129?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,16%,4%,"Fast, FREE Shipping",https://www.amazon.com/Panasonic-Headphones-RP-HJE120-P-Ergonomic-Comfort-Fit/dp/B003EM2WAW?_encoding=UTF8&psc=1,4.4 out of 5 stars,$9.99,Manufacturer: Panasonic. ,5%,68%,3.6 x 3.2 x 6.8 inches
575 answered questions,$15.98,4.2 out of 5 stars,PBH-18403,In Stock.,3.5 ounces (,"34,066",AmazonBasics Apple Certified Lightning to USB Cable 2-Pack - 6 Feet (1.8 Meters) - Black,Cell Phones & Accessories,5%,B017YEAH2U,https://www.amazon.com/AmazonBasics-Apple-Certified-Lightning-2-Pack/product-reviews/B017YEAH2U/ref=cm_cr_dp_qt_see_all_top/168-6846875-6008930?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,9%,4%,"Fast, FREE Shipping",https://www.amazon.com/AmazonBasics-Apple-Certified-Lightning-2-Pack/dp/B017YEAH2U?_encoding=UTF8&psc=1,4.2 out of 5 stars,,"Apple MFi certified charging and syncing cable for your Apple devices. Apple MFi certification ensures complete charge and sync compatibility with iPhone 7 Plus / 7 / 6s Plus / 6s / 6 Plus / 6 / 5s / 5c / 5 / iPad Pro / iPad Air / Air 2 / iPad mini / mini 2 / mini 4 / iPad 4th gen / iPod Touch 5th gen / iPod nano 7th gen and Beats Pill+. Connects to your iPhone, iPad, or iPod with Lightning Connector and charges/syncs by connecting the USB connector into your wall charger or computer. Compact Lightning Connector head works with nearly all cases. An additional layer of protection has been added to the Lightning and USB ends to improve durability and reduce fraying; Cables have been tested to bend 95-degrees 4,000 times. Backed by an AmazonBasics 1-Year Limited Warranty. ",11%,71%,73.3 x 0.6 x 0.3 inches
269 answered questions,,4.2 out of 5 stars,RPTCM125K,In Stock.,1.6 ounces (,"4,625",Panasonic ErgoFit In-Ear Earbuds Headphones with Mic/Controller RP-TCM125-K (Black),Electronics,8%,B00E4LGVUO,https://www.amazon.com/Panasonic-ErgoFit-Headphones-Controller-RP-TCM125-K/product-reviews/B00E4LGVUO/ref=cm_cr_dp_qt_see_all_top/159-0427151-9637625?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,18%,6%,FREE Shipping,https://www.amazon.com/Panasonic-ErgoFit-Headphones-Controller-RP-TCM125-K/dp/B00E4LGVUO?_encoding=UTF8&psc=1,4.2 out of 5 stars,$14.51,". . Black ultra-soft ErgoFit in-ear earbud headphones conform instantly to your ears (S/M/L earpads included for a perfect fit). Smartphone compatible with integrated microphone and remote for Apple (iPhone /  iPod / iPad), Android and Blackberry Audio devices. In Ear Stereo Audio. Tonally balanced audio with crisp highs and deep low notes. Wider frequency response for musitions and fuller listening enjoyment . Lively sound quality for recorded audio. Long 3.6-ft cord threads comfortably through clothing and bags. 5 vivid color options with color-matching earbuds, cord and controller. ",6%,62%,7 x 2 x 2 inches
21 answered questions,$9.99,3.7 out of 5 stars,thorfiredirect13,In Stock.,0.3 ounces (,288,"Archeer Dual USB Car Charger Adapter with LCD Screen Display for iPhone 6, 6 plus, 5 Samsung S6, S6 Edge and Android Devices",Cell Phones & Accessories,7%,B013UDOEPA,https://www.amazon.com/Archeer-Charger-Adapter-Display-Samsung/product-reviews/B013UDOEPA/ref=cm_cr_dp_qt_see_all_top/164-0214891-9710548?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,15%,8%,"Fast, FREE Shipping",https://www.amazon.com/Archeer-Charger-Adapter-Display-Samsung/dp/B013UDOEPA?_encoding=UTF8&psc=1,3.7 out of 5 stars,$29.99,"2 USB output port (5V/2.4A & 5V/1A) charge your Cellphones & Tablets simultaneously at full speed. Concise LCD screen to display charging status, vehicle battery voltage; considerate low voltage alarm. Crafted with fire-retardant materials and smart chips to offer over-current & over-charging protection. 90 degree swiveling head pivot, flexible and convenient angle adjustment, perfectly fit for any car cigarette lighter. Satisfaction Guaranteed: Archeer promise to provide our customers with 18 months warranty from the date of purchase; 40days money back, No questions asked. ",17%,53%,4.7 x 3.9 x 1.6 inches
206 answered questions,$7.99,3.5 out of 5 stars,ETA-U90JWE & ECB-DU4EWE,In Stock.,0.6 ounces (,"7,163",Samsung OEM 2-Amp Adapter with 5-Feet Micro USB Data Sync Charging Cables - Non-Retail Packaging - White,Cell Phones & Accessories,5%,B00CQS0S7E,https://www.amazon.com/Samsung-Adapter-5-Feet-Charging-Cables/product-reviews/B00CQS0S7E/ref=cm_cr_dp_qt_see_all_top/167-2392347-6370658?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,8%,6%,"Fast, FREE Shipping",https://www.amazon.com/Samsung-Adapter-5-Feet-Charging-Cables/dp/B00CQS0S7E?_encoding=UTF8&psc=1,3.5 out of 5 stars,,"Guaranteed Brand New Authentic OEM Samsung Product. Includes:  High Power 2 Amp Travel Charger Head Unit AND a 5 Ft. USB Micro Data Cable. Compatible with Samsung Galaxy Note 2, Galaxy S3, Galaxy S4 and ALL Smartphone Devices with a Micro USB Port. Provides 2 Amp of High Power to your phone while simultaneously charging your phone's battery. Charge your phone from a wall outlet via AC adapter and Micro USB cable; as well as, a USB port via Micro USB cable. ",23%,58%,64 x 6 x 2 inches
856 answered questions,$39.99,4.7 out of 5 stars,A1271011,In Stock.,13.6 ounces (,"8,437","Anker PowerCore 20100 - Ultra High Capacity Power Bank with 4.8A Output, PowerIQ Technology for iPhone, iPad and Samsung Galaxy and More (Black)",Cell Phones & Accessories,2%,B00X5RV14Y,https://www.amazon.com/Anker-PowerCore-20100-Capacity-Technology/product-reviews/B00X5RV14Y/ref=cm_cr_dp_qt_see_all_top/164-2452848-4228121?ie=UTF8&reviewerType=avp_only_reviews&showViewpoints=1&sortBy=helpful,10%,1%,FREE Shipping,https://www.amazon.com/Anker-PowerCore-20100-Capacity-Technology/dp/B00X5RV14Y?_encoding=UTF8&psc=1,4.7 out of 5 stars,$79.99,"The Anker Advantage: Join the 10 million+ powered by our leading technology.. Ultra-High Capacity: Weighs as little as a can of soup (12.5 oz) yet charges the iPhone 7 almost seven times, the Galaxy S6 five times or the iPad mini 4 twice.. High-speed charging: PowerIQ and VoltageBoost combine to deliver the fastest possible charge(does not support Qualcomm Quick Charge). Recharges itself in 10 hours with a 2 amp charger, phone chargers (generally 1 amp) may take up to 20 hours.. Certified Safe: Anker's MultiProtect safety system ensures complete protection for you and your devices.. What You Get: Anker PowerCore 20100 Portable Charger, Micro USB cable, travel pouch, welcome guide, our fan-favorite 18-month warranty and friendly customer service. Lightning cable for iPhone / iPad sold separately.. ",3%,84%,6.6 x 2.3 x 0.9 inches
